"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para BRASIL  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"3.2. Agricultura";0.00013507921307488765;3.179217100545602e-05;6.718534313503784e-05;0.002576619498190102;0.0;0.005540540994339277;0.02203115246372044;0.0;2.1666878256007957e-05;0.0;0.03040403656172121;0.03040403656172121;-0.002044031848415619;0.7246127473566362;0.013325122682304546;0.27538725264336383;0.0020440318484156172
"3.3 Mosaico de Agricultura ou Pastagem";0.004556056547066267;0.0002508277565622898;0.0;0.001486844991648671;0.0002979358816972811;0.0;0.0;0.0175176048938011;0.0003394976341318948;9.328273259104259e-05;0.024542050437498547;0.024542050437498547;-0.007024445543697447;0.7137791904720158;0.013191020131237956;0.28622080952798423;0.007024445543697445
"4.1. Infraestrutura Urbana";1.6459841903392e-05;0.0;0.0;0.0;9.221845018126004e-06;7.14213113803084e-05;5.012425817004795e-06;0.0;0.0026344539126964476;0.0;0.0027365693368152787;0.0027365693368152787;0.0009597170925248654;0.9626848760069536;0.024672144373478685;0.03731512399304637;0.0009597170925248655
"5.1. Rio, Lago e Oceano";8.95749548400936e-05;0.0;0.0002349094523137048;6.585956147510382e-05;0.00044598495654561617;4.865045649652879e-05;1.8495181367567223e-05;0.0;0.0;0.012652949132871516;0.01355642369591013;0.01355642369591013;0.0002945632484522634;0.9333545053396949;0.021697453142623047;0.06664549466030512;0.00029456324845226513
"total";0.669000084527487;0.005436049408898907;0.00394709575134927;0.05840061185445575;0.005336521823604085;0.1944547536533727;0.028360004713305593;0.0175176048938011;0.003696286429340144;0.013850986944362395;0.9999999999999998;0.9999999999999998;0;0.8942838829878238;0.0052300341560830455;0.1057161170121762;0.03383969877587418
"adj population";0.6690000845275104;0.005436049408898907;0.003947095751349268;0.058400611854456;0.0053365218236040846;0.19445475365337214;0.02836000471330553;0.017517604893801084;0.003696286429340146;0.01385098694436243;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7705690665194857e-18;9.986080785878067e-18;1.06952739598967e-17;3.3451369219153888e-18;1.1322689258170228e-17;2.039369794374195e-18;4.527744552572575e-18;5.4768839280270225e-18;1.2620410276964869e-17;7.845351488423842e-18;6.962951003274237e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9573003874219942;0.5918267887999875;0.803089095366015;0.7149570038323014;0.015265204223121408;0.7754566080673123;0.7768388153117667;1.0;0.7127299150262949;0.9135052385578561;0.894283882987823;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00296353605241604;0.01664249041074854;0.036258775643184665;0.011047553749635567;0.0009685712857846083;0.006677520398625804;0.014336466639721145;0.01887228305577953;0.017465015792280963;0.020935881043618848;0.005256738188779916;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9970364639475839;0.9833575095892515;0.9637412243568153;0.9889524462503644;0.9990314287142154;0.9933224796013742;0.9856635333602789;0.9811277169442205;0.982534984207719;0.9790641189563811;0.10571611701217698;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0571320888479554;0.0007319263800609974;0.0015544523901502858;0.033293370762041904;0.00018830325388546258;0.03618381036498208;0.012657704499170308;0.0;0.0002042308482376621;0.0018069491260772272;0.07187641823628067;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.6336993982612318;0.0014703580639009904;2.2626203067265914e-05;0.008709960247899216;0.005688119114653008;0.03132963226781778;0.001022204488979591;0.0;0.00014439223937074528;0.0007470714655144659;0.6828337623524349;0.6828337623524349;-0.024931806437171924;0.9280434465895062;0.0028535183933625793;0.07195655341049378;0.024931806437171966
"1.2. Floresta Plantada";0.00027529977558072443;0.0033890676931940984;0.0;0.0;0.0;0.00017815253281166824;1.0901383157975874e-05;0.0;0.0;0.0;0.003853421384744467;0.003853421384744467;0.0015221335098217002;0.8794957402300396;0.026199735191798433;0.12050425976996038;0.001522133509821701
"2.1. Área Úmida Natural não Florestal";0.00022071731207709395;0.0;0.0026366722616824466;0.00026417081694161986;0.00015400968840912152;9.568643588974089e-05;7.00223636693023e-06;0.0;0.0;8.223753927281876e-06;0.003386482505294235;0.003386482505294235;0.0003853192578478653;0.7785872974569991;0.03378290829774671;0.22141270254300094;0.0003853192578478649
"2.2. Formação Campestre (Campo)";0.010290153289305898;6.128836124174926e-05;0.0008013596140542145;0.04628051607557517;1.2028081410289416e-05;0.006920819788404687;0.0007990664733386282;0.0;8.148661320525204e-05;0.000314845484107288;0.06556156378064319;0.06556156378064319;-0.003150730645896032;0.7059092768198949;0.010326256963094681;0.2940907231801051;0.0031507306458960632
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;1.1180830703470546e-05;8.576545867208613e-05;4.34595502809308e-05;0.0;0.0;0.0;0.0;0.00014040583965648748;0.00014040583965648748;0.007570257486974005;0.6108396836051634;0.05069159383633827;0.3891603163948366;0.007570257486974007
"3.1. Pastagem";0.008382461291338551;0.00017631869867384373;1.5077226843725717e-05;0.003018070800974785;0.001207902429515713;0.15429815222330975;0.004685392650073547;0.0;0.0004802995671252371;0.00012969804968305547;0.17239337293753818;0.17239337293753818;0.02634368012818443;0.8950352881558578;0.007815675147745187;0.10496471184414224;0.0263436801281845
"3.2. Agricultura";0.00014970552118454328;2.6995189572656795e-05;5.92628038943453e-05;0.0025140365109610984;0.0;0.005759359868415844;0.022642087151900806;0.0;4.246212240650794e-05;0.0;0.031193909168335802;0.031193909168335802;-0.001996645395771367;0.7258496211460485;0.013245644102653036;0.27415037885395155;0.001996645395771362
"3.3 Mosaico de Agricultura ou Pastagem";0.004696956288055007;0.00025152688798282916;0.0;0.001505179821480079;0.0002618724738147119;0.0;0.0;0.017150080608317658;0.00036711011553257344;9.31969826230922e-05;0.02432592317780595;0.02432592317780595;-0.0071758425694882985;0.7050125285261416;0.013175985205188572;0.2949874714738584;0.007175842569488292
"4.1. Infraestrutura Urbana";1.6444711226186473e-05;0.0;0.0;0.0;9.213367855281573e-06;6.154289080446967e-05;5.007818154458649e-06;0.0;0.00270146816307897;0.0;0.002793676951119366;0.002793676951119366;0.0010235418695999196;0.9669937542336632;0.024468186470427547;0.03300624576633682;0.0010235418695999196
"5.1. Rio, Lago e Oceano";0.000170819465263105;0.0;0.00023680365360010167;0.0001077180302116846;0.0002917527123002815;5.02475079877836e-05;2.5601570592504077e-05;0.0;0.0;0.01263453896244977;0.01351748190240523;0.01351748190240523;0.0004100927958997228;0.9346814039530282;0.021571216107651336;0.06531859604697177;0.00041009279589972365
"total";0.6579019559152629;0.005375554894566168;0.0037718017631421;0.06241083313474713;0.007710663326630494;0.19873705306572267;0.02919726377256444;0.017150080608317658;0.0038172188207192858;0.013927574698304954;1.0000000000000002;1.0000000000000002;0;0.8955177468594142;0.005288982253907646;0.10448225314058579;0.0372550250483277
"adj population";0.6579019559152848;0.005375554894566167;0.0037718017631420985;0.06241083313474729;0.007710663326630491;0.19873705306572312;0.029197263772564392;0.017150080608317634;0.0038172188207192875;0.013927574698304983;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7620035960562746e-18;1.0044608334851832e-17;1.099417315691329e-17;3.2834531516212085e-18;9.38509224009161e-18;2.024386331541405e-18;4.459052080113559e-18;5.525156959213782e-18;1.242635017241661e-17;7.794411646524188e-18;6.769868766934377e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9632125160346117;0.6304591357852021;0.699048472655139;0.7415461988090112;0.011122967640913077;0.7763934799429837;0.7754866116316251;1.0;0.7077058691044406;0.9071600214779282;0.8955177468594134;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0030514800532498994;0.017770196047361173;0.03109665860515498;0.010995012332608663;0.0007163129314659544;0.006626586509318677;0.01421304576418235;0.0190924041607546;0.017159548906816296;0.020693721192780574;0.005325202611459486;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9969485199467502;0.9822298039526388;0.968903341394845;0.9890049876673913;0.9992836870685341;0.9933734134906813;0.9857869542358176;0.9809075958392454;0.9828404510931837;0.9793062788072194;0.10448225314058657;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04840511530806224;0.0009287073831007369;0.0014996204872235767;0.032260634118343914;0.00010928076196880271;0.03619044142845684;0.013110353241327269;0.0;0.00018441757608079253;0.0017658858799109202;0.06722722809223754;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.6318201410109291;0.001432649217609371;2.263487575333745e-05;0.00897336721387669;0.003796192008806653;0.03165983244922596;0.0011010612464922554;0.0;0.00014755819303622315;0.000978972390495166;0.6799324086062247;0.6799324086062247;-0.020536329692760476;0.9292396317835205;0.0028703507772233614;0.07076036821647946;0.020536329692760424
"1.2. Floresta Plantada";0.0002179636562956422;0.0035167848864001284;0.0;1.318828225684979e-05;0.0;0.00015138240726269542;1.0905561688222138e-05;0.0;0.0;0.0;0.003910224793903538;0.003910224793903538;0.0015638623535544028;0.8993817674838479;0.026475449550813414;0.1006182325161521;0.0015638623535544037
"2.1. Área Úmida Natural não Florestal";0.0003533040618178504;0.0;0.0038538836442297037;0.0002562595962752789;0.00013875342224194494;0.0001504707380871096;7.004920343451988e-06;0.0;0.0;8.226906114855232e-06;0.0047679032891101945;0.0047679032891101945;-0.00017190954070664735;0.8082973606096213;0.03423047678286739;0.19170263939037868;0.00017190954070664746
"2.2. Formação Campestre (Campo)";0.013635884240860013;6.45854321921025e-05;0.00041557581534059734;0.04085320566859876;2.504868832488036e-06;0.00720972923277238;0.000916997448581924;0.0;8.544974340140359e-05;0.00034953122182059877;0.06353346367240026;0.06353346367240026;-0.006080347853651757;0.6430187071060949;0.009801127689496569;0.3569812928939051;0.006080347853651781
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;1.1185116346732118e-05;9.858534858363348e-05;3.496070333494222e-05;0.0;0.0;0.0;0.0;0.00014473116826530782;0.00014473116826530782;0.004975041210823053;0.6811618379457556;0.054545047767906814;0.3188381620542444;0.004975041210823053
"3.1. Pastagem";0.008493852773321875;0.00013800692604369605;1.5083005986379755e-05;0.003195423653005584;0.0004910770583232778;0.15757690989881137;0.00459455509497145;0.0;0.0005086384708649686;0.0001051216140223597;0.17511866849535093;0.17511866849535093;0.027568584729778373;0.8998293057658491;0.00780911684721607;0.10017069423415093;0.02756858472977844
"3.2. Agricultura";0.00011044250294820875;3.371663587279541e-05;5.928551949061069e-05;0.002540591426578346;0.0;0.005756122359114241;0.02337580839084551;0.0;3.0085221846731172e-05;0.0;0.03190605205669644;0.03190605205669644;-0.0018876034473162715;0.7326449649523268;0.013241338444428458;0.2673550350476732;0.001887603447316269
"3.3 Mosaico de Agricultura ou Pastagem";0.004570700558001831;0.00028834404933984813;0.0;0.0015730486894646816;0.00027344018568914815;0.0;0.0;0.017401108715772533;0.00034206655588058665;0.00010717319452077098;0.024555881948669398;0.024555881948669398;-0.007154773232896876;0.7086330172195432;0.013293159492629348;0.2913669827804568;0.007154773232896865
"4.1. Infraestrutura Urbana";1.645101452937781e-05;0.0;0.0;0.0;9.216899364604321e-06;8.245417891253734e-05;5.009737664976072e-06;0.0;0.002811074825593317;0.0;0.0029242066560648127;0.0029242066560648127;0.0010006663545584177;0.9613119578136314;0.024040192335142627;0.038688042186368565;0.0010006663545584177
"5.1. Rio, Lago e Oceano";0.0001773390947603856;0.0;0.00022953088760291872;3.6846172345555713e-05;0.00031000258724661015;6.53912576081158e-05;7.106208792385251e-06;0.0;0.0;0.012380243104937842;0.013206459313293813;0.013206459313293813;0.0007228091186177794;0.9374384769788909;0.021636405982126558;0.06256152302110907;0.0007228091186177801
"total";0.6593960789134643;0.005474087147457942;0.004595993748403547;0.05745311581874848;0.00511977237908836;0.20268725322512937;0.030018448609380174;0.017401108715772533;0.00392487301062323;0.013929268431911593;1.0000000000000002;1.0000000000000002;0;0.8936877454947034;0.005321436077173694;0.10631225450529658;0.03583096376733204
"adj population";0.6593960789134837;0.0054740871474579424;0.004595993748403542;0.05745311581874871;0.005119772379088361;0.20268725322513048;0.030018448609380105;0.017401108715772495;0.003924873010623232;0.013929268431911612;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7629563905355286e-18;9.967708225011433e-18;9.929815131881475e-18;3.371894701790246e-18;1.1606522844237626e-17;2.0155581958374125e-18;4.400643301182814e-18;5.491235235028945e-18;1.2280712647292143e-17;7.794596874572059e-18;6.862164354736968e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9581800092776207;0.6424422541451965;0.83853108929236;0.7110703238007389;0.019255806954681026;0.7774386765397002;0.7787147395598922;1.0;0.7162205803817706;0.8887934901573886;0.8936877454947031;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0030291141062936127;0.01789543658606396;0.03622877261081593;0.011086623097012957;0.0012368229253541224;0.006590821597637991;0.014112025051181927;0.01918481209756799;0.017110624135038728;0.02026473016818539;0.00534791116777177;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9969708858937064;0.982104563413936;0.9637712273891841;0.9889133769029871;0.9987631770746459;0.993409178402362;0.9858879749488181;0.980815187902432;0.9828893758649613;0.9797352698318146;0.10631225450529691;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.055151875805070416;0.0007868798150068189;0.0014842202083476868;0.03319982030029943;9.229163936334868e-05;0.03508351719307912;0.013285280437069329;0.0;0.0002262636609429913;0.0016524324167119415;0.07048129073794554;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.625641929321149;0.001417651599288812;2.2608409984546615e-05;0.008479604480555358;0.0057824234232804715;0.030990675610375006;0.0010760245624822362;0.0;0.0001693338122213266;0.0009607778105845999;0.6745410290299215;0.6745410290299215;-0.025096952967163636;0.9275075976044121;0.0029108985691506566;0.07249240239558785;0.025096952967163855
"1.2. Floresta Plantada";0.00020925772743707387;0.0036044473091852614;0.0;1.3172861892595899e-05;0.0;0.00017245694597042618;1.5574368689559202e-05;0.0;0.0;0.0;0.004014909213174916;0.004014909213174916;0.0015555230435372166;0.8977655826829846;0.026038585779540466;0.10223441731701544;0.0015555230435372177
"2.1. Área Úmida Natural não Florestal";0.00024401942611587327;0.0;0.0031764448878868327;0.00023141774026599259;0.00014728391672885364;0.00012172697983471038;6.996729858811016e-06;0.0;0.0;8.217286826573185e-06;0.003936106967517647;0.003936106967517647;4.50529120825092e-05;0.807001667917093;0.0357551667352341;0.19299833208290695;4.5052912082508764e-05
"2.2. Formação Campestre (Campo)";0.01010249317085465;8.627688677974966e-05;0.00045922671368195454;0.04554444826895013;1.2018622613917287e-05;0.0074255180790132455;0.0008803772870250041;0.0;6.416607198723834e-05;0.0003445833831033551;0.06491910848400922;0.06491910848400922;-0.003460086669123053;0.7015568964593623;0.010309796260211659;0.29844310354063774;0.0034600866691230497
"2.5. Outra Formação não Florestal";1.3389471878284951e-05;0.0;0.0;1.1172038178936674e-05;0.00010628931741176702;3.49198256247524e-05;0.0;0.0;0.0;0.0;0.00016577065309374107;0.00016577065309374107;0.0074222734824321256;0.6411829562598262;0.05383057806187249;0.35881704374017376;0.007422273482432124
"3.1. Pastagem";0.008559442975353763;0.00012306799526184072;1.5065370221401129e-05;0.002924168663843249;0.0010700780878830655;0.1610471667134205;0.004660645165247119;0.0;0.0004739800282245118;0.00014999403370760065;0.17902360903316306;0.17902360903316306;0.026518345883183105;0.8995861919172218;0.007737340612843252;0.10041380808277822;0.026518345883183192
"3.2. Agricultura";0.00011761977135844123;6.670332067874402e-05;7.555140227049522e-05;0.002528441173464859;0.0;0.005612425294501317;0.02438179598162786;0.0;4.829904741458434e-05;6.015897106412708e-06;0.03283685188842272;0.03283685188842272;-0.0018033360135732137;0.7425132002445133;0.01327941818932244;0.2574867997554867;0.0018033360135732146
"3.3 Mosaico de Agricultura ou Pastagem";0.004408690324292349;0.00027228514551772616;0.0;0.001644906099270827;0.00026680886787213223;0.0;0.0;0.01727893190220465;0.0003540985492476846;0.00010836342106354017;0.02433408430946891;0.02433408430946891;-0.007055152407264264;0.7100711776313292;0.013468558371572724;0.2899288223686708;0.0070551524072642625
"4.1. Infraestrutura Urbana";2.3673585172289987e-05;0.0;0.0;0.0;9.206122529325424e-06;8.235776958125946e-05;5.003880042421001e-06;0.0;0.002876213997788216;0.0;0.002996455355113512;0.002996455355113512;0.00098963615177005;0.9598721345472071;0.024015375272211082;0.0401278654527929;0.00098963615177005
"5.1. Rio, Lago e Oceano";0.00012356028914592868;0.0;0.00023226309555492578;8.16904884642306e-05;0.000193935777206332;5.4707698025002684e-05;7.097899876492442e-06;0.0;0.0;0.01253881981782397;0.013232075066096883;0.013232075066096883;0.0008846965841191695;0.9476079719310873;0.02191450059010627;0.052392028068912744;0.0008846965841191688
"total";0.6494440760627577;0.0055704322567121335;0.0039811598796001555;0.061459021814886175;0.007588044135525865;0.20554195491634625;0.031033515874849503;0.01727893190220465;0.003986091506883562;0.014116771650216051;1.0;1.0;0;0.8961964875174502;0.005397926827740599;0.10380351248254982;0.03741552805712433
"adj population";0.6494440760627741;0.005570432256712135;0.003981159879600154;0.06145902181488628;0.007588044135525866;0.20554195491634777;0.031033515874849427;0.017278931902204614;0.0039860915068835635;0.014116771650216077;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7554897635031644e-18;9.877668314180817e-18;1.0601667729239693e-17;3.3062676204116396e-18;9.42734905219181e-18;2.0047106559267855e-18;4.343103117802642e-18;5.498435606975067e-18;1.2139168967523358e-17;7.716339856263457e-18;6.667020068401843e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9633499671197127;0.6470677934988003;0.7978692099664824;0.7410539075309315;0.014007472217266032;0.7835245450446636;0.7856601256510413;1.0;0.7215624610777992;0.8882214806975411;0.8961964875174496;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.003110713675258078;0.01779567641752486;0.03628905563286237;0.011038295065780914;0.000962880379415365;0.00658823551885242;0.014067941257923931;0.019459510882660395;0.01720693798310245;0.02021187396485707;0.0054304367955662226;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9968892863247419;0.9822043235824751;0.9637109443671377;0.9889617049342191;0.9990371196205846;0.9934117644811475;0.9859320587420761;0.9805404891173396;0.9827930620168975;0.979788126035143;0.10380351248255038;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.047604293483217264;0.0008209238079793088;0.001519324159261628;0.031829147091872095;0.0001189626713639481;0.035952884639485094;0.013303439786443286;0.0;0.0002404827146505915;0.0013865104965458258;0.06638798442540952;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.6248329901977863;0.001440811155418919;2.2609665817302656e-05;0.008733322941812552;0.003901306017272713;0.030462426370457856;0.0011301681510540863;0.0;0.00014075756697928718;0.0010081215907184586;0.6716725136573174;0.6716725136573174;-0.019678161467580325;0.9302643438474435;0.0029311800062457945;0.0697356561525565;0.01967816146758039
"1.2. Floresta Plantada";0.00021786386123169633;0.00358616278860203;0.0;0.0;0.0;0.0002283847221528146;1.5575233801363543e-05;0.0;0.0;0.0;0.004047986605787904;0.004047986605787904;0.001505593988934867;0.8859127111424856;0.02577799960821746;0.1140872888575144;0.0015055939889348675
"2.1. Área Úmida Natural não Florestal";0.0002504843800141;0.0;0.0037596276054441473;0.00019996580630892815;0.0001816007144588662;0.0001758238727911168;6.997118507218749e-06;0.0;0.0;8.217743273442719e-06;0.004582717240797819;0.004582717240797819;-0.00013505881654155374;0.8203926639797701;0.035494677331482885;0.17960733602022994;0.00013505881654155352
"2.2. Formação Campestre (Campo)";0.013474207183595615;6.084791447240601e-05;0.0003540397411333318;0.040396958499328665;2.50207899684985e-06;0.007288140764704557;0.0008569507122588772;0.0;6.065867258359362e-05;0.00044036549288247574;0.06293467105995637;0.06293467105995637;-0.006561106587495934;0.6418871794983014;0.009848317492856811;0.35811282050169857;0.006561106587495966
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;1.1172658753824799e-05;0.00010923270241639083;4.384409388066424e-05;0.0;0.0;0.0;0.0;0.00016424945505087986;0.00016424945505087986;0.005112704710875347;0.6650414905946179;0.0649061662758634;0.3349585094053821;0.005112704710875347
"3.1. Pastagem";0.008638329195302129;0.0001547134841109777;0.0;0.0030702948494710164;0.0004415987511014131;0.16419050096950474;0.00467894453320141;0.0;0.0005278766709412592;0.00020224056751758242;0.18190449902115052;0.18190449902115052;0.02643092803705716;0.9026192417066826;0.007715432300516417;0.09738075829331738;0.02643092803705721
"3.2. Agricultura";0.0001722314519304903;6.990845732505746e-05;6.677726376209114e-05;0.0022544493057630654;0.0;0.005786470115620145;0.025550475961226962;0.0;4.748223122100152e-05;1.3134415746033325e-05;0.033960929202594844;0.033960929202594844;-0.0016963252680457985;0.7523491424161248;0.013279865037723616;0.24765085758387517;0.0016963252680457855
"3.3 Mosaico de Agricultura ou Pastagem";0.004277461923369855;0.00024113679479338175;0.0;0.001636377813115995;0.0002762648839181404;0.0;0.0;0.017340962561364224;0.0003151370345282602;0.0001371841487068001;0.024224525159796652;0.024224525159796652;-0.006883562598432443;0.7158432393194439;0.013631510990564769;0.28415676068055606;0.006883562598432428
"4.1. Infraestrutura Urbana";1.6432691962533948e-05;0.0;0.0;0.0;9.206633903200737e-06;9.201265641201005e-05;1.377095211877014e-05;0.0;0.0030183773155416775;0.0;0.0031498002499381924;0.0031498002499381924;0.0009604892418568868;0.9582757876792048;0.023605048969363863;0.04172421232079515;0.0009604892418568866
"5.1. Rio, Lago e Oceano";0.00011435130454439092;0.0;0.00024460414809939325;7.102259790636106e-05;0.00035524238385865257;6.782349268383373e-05;1.1721272380369954e-05;0.0;0.0;0.01249334314811718;0.013358108347590183;0.013358108347590183;0.000944498759371791;0.9352628997331792;0.02146507276776701;0.06473710026682078;0.0009444987593717896
"total";0.651994352189737;0.005553580594722772;0.004447658424256266;0.056373564472460405;0.005276954165926227;0.20833542705820773;0.03226460393454906;0.017340962561364224;0.004110289491795079;0.014302607106961972;1.0000000000000002;1.0000000000000002;0;0.8952786317493336;0.00541203477557042;0.10472136825066636;0.03495421473809611
"adj population";0.6519943521897545;0.0055535805947227726;0.0044476584242562605;0.05637356447246062;0.005276954165926228;0.2083354270582094;0.03226460393454909;0.017340962561364193;0.004110289491795082;0.014302607106961997;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.755921149751713e-18;9.878725053531572e-18;1.0100315328602889e-17;3.389068396707519e-18;1.1331681731620367e-17;1.9989403635603524e-18;4.2700929869255716e-18;5.490816543753321e-18;1.1909781843901932e-17;7.653574612665356e-18;6.777891801102059e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9583411084762803;0.6457388575597053;0.845304932802439;0.7165940078006501;0.020699952848125217;0.7881064842785056;0.7919042184140193;1.0;0.7343466491999976;0.8735011075033929;0.8952786317493334;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00308060847661291;0.017809661869604962;0.03753511380327749;0.011246568328121553;0.0016585290909845868;0.006580141146654622;0.014007857926533519;0.019513331567183222;0.017310430201952446;0.01969451898430752;0.005431199515032212;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.996919391523387;0.982190338130395;0.9624648861967225;0.9887534316718785;0.9983414709090154;0.9934198588533454;0.9859921420734665;0.9804866684328167;0.9826895697980476;0.9803054810156925;0.10472136825066658;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05432272398390148;0.0009236476343717484;0.0013760616376242369;0.03195321194626348;0.00011003350526897807;0.03542799610329156;0.013428255946644194;0.0;0.00026284586879302997;0.0017295303989460047;0.06976715351255233;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
