"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Mata Atlântica  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"3.2. Agricultura";0.0002127047133257421;5.149808865170203e-05;8.902427702867609e-05;0.0;0.0194017592818455;0.08047995533283823;0.0;0.0002934360012108351;0.0;0.10052837769490068;0.10052837769490068;0.00041703714068700923;0.8005695225391125;0.02602217777044218;0.1994304774608875;0.0004170371406870127
"3.3 Mosaico de Agricultura ou Pastagem";0.016922956571578104;0.0021685382940729828;0.001276512484760353;0.0022577327306239894;0.0;0.0;0.1023200823097655;0.002990897765344494;0.0005571032824947078;0.12849382343864013;0.12849382343864013;-0.026173741128874616;0.7963035076049901;0.02193268278260287;0.20369649239500986;0.026173741128874634
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.943302273482224e-05;0.0002092013700529709;4.317488887485787e-05;0.0;0.014058811665807986;0.0;0.014390620947470636;0.014390620947470636;0.005010820662683228;0.976942671002604;0.051833676939992294;0.023057328997395987;0.00501082066268323
"5.1. Rio, Lago e Oceano";0.0002048998335616009;0.0;3.701421843578626e-05;0.0;0.0002675433812748558;0.0;0.0;0.0;0.01550357646796123;0.016013033901233473;0.016013033901233473;0.0002697729894359087;0.9681848276588613;0.05775850922080565;0.03181517234113873;0.00026977298943590966
"total";0.2659973156354319;0.021771793994103325;0.006360045789053405;0.005805297146796146;0.46111580178844147;0.1009454148355877;0.1023200823097655;0.019401441610153867;0.016282806890669382;1.0;1.0;0;0.8545482093775028;0.017869324125942946;0.14545179062249725;0.06026675745912352
"adj population";0.26599731563543483;0.021771793994103318;0.006360045789053406;0.005805297146796145;0.4611158017884363;0.10094541483558761;0.10232008230976514;0.01940144161015385;0.016282806890669372;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.30498519377986e-17;1.805716085802356e-16;2.953713893713108e-16;3.014714967989557e-16;5.5397190684266286e-17;9.152646882746777e-17;8.881949609491859e-17;2.0478101979069845e-16;2.315581889923859e-16;1.5125467110780377e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9013923750007007;0.6042823020610447;0.27444796944568645;0.12737102347407467;0.8387840796829752;0.7972621189770523;1.0;0.7246271668003381;0.9521439744424731;0.8545482093775023;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016333056282835812;0.02891355629909466;0.030707769517074268;0.013979458914699377;0.011840398571931357;0.025564742450000046;0.028446505997581348;0.035689882068198765;0.05661615729122827;0.017815899218850184;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9836669437171642;0.9710864437009054;0.9692922304829257;0.9860205410853006;0.9881596014280687;0.9744352575499999;0.9715534940024186;0.9643101179318012;0.9433838427087717;0.1454517906224977;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05245872710199845;0.004554816508588976;0.00922908827333222;0.0009421637544809955;0.06140589253435691;0.04009684472412489;0.0;0.0006636185633253008;0.0010189148665444847;0.08518503316337611;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24007941059836155;0.006277355392347476;0.0010524989793386748;0.0011846627080521626;0.037803890234121014;0.003599454377071608;0.0;0.0003334553029572644;0.00020351288595816722;0.2905342404782079;0.2905342404782079;-0.025929444450095308;0.82633775008137;0.014675764808266817;0.17366224991863;0.025929444450095207
"1.2. Floresta Plantada";0.0008585064286655422;0.013572917132517239;0.0;0.0;0.0007305138574866761;0.0;0.0;0.0;0.0;0.015161937418669457;0.015161937418669457;0.007594104307987116;0.8951967520855483;0.0454847079210115;0.10480324791445172;0.007594104307987116
"2.2. Formação Campestre (Campo)";0.0;6.469170215315208e-05;0.0017440588725082535;2.1569600896329073e-05;0.01557248338026378;0.00012939480466352756;0.0;0.0;0.0;0.017532198360485043;0.017532198360485043;-0.01117740959658638;0.09947747776109477;0.010462162205880508;0.9005225222389053;0.011177409596586372
"2.5. Outra Formação não Florestal";0.0;0.0;9.631581999380815e-05;0.0008489253391612918;0.00030104906421013814;0.0;0.0;0.0;0.0;0.001246290223365238;0.001246290223365238;0.004679657960059502;0.6811618379457556;0.07955195038805642;0.3188381620542444;0.004679657960059501
"3.1. Pastagem";0.0068167202381230405;0.00026520940553691766;0.002326901743602317;0.0014755742539843532;0.3850564819903248;0.01582751994936247;0.0;0.0018805913796530968;8.95763237303414e-05;0.41373857528431734;0.41373857528431734;0.04523345151542507;0.9306758059137152;0.01347070493569706;0.06932419408628476;0.04523345151542496
"3.2. Agricultura";0.0002125288979203863;9.291729666850533e-05;8.895069220252165e-05;0.0;0.018851392150412823;0.0824222033104342;0.0;0.0001864749459497068;0.0;0.10185446729358816;0.10185446729358816;0.00016724434973632366;0.809215398209861;0.026181096651178706;0.190784601790139;0.0001672443497363063
"3.3 Mosaico de Agricultura ou Pastagem";0.01652219721590637;0.0024829507974332816;0.0010090790326721041;0.002315848915575696;0.0;0.0;0.10360759139994698;0.0027189314768456224;0.0005474419887166817;0.12920404082709674;0.12920404082709674;-0.02559644942714974;0.8018912623529828;0.0219518421037784;0.1981087376470172;0.025596449427149767
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.936736575490675e-05;0.00038889388506950517;4.3139201792658146e-05;0.0;0.014525557001137;0.0;0.01503695745375407;0.01503695745375407;0.004608052652788621;0.9659904302988237;0.05062148025039209;0.0340095697011763;0.00460805265278862
"5.1. Rio, Lago e Oceano";0.00011543264913580811;0.0;3.698362358099219e-05;0.0;0.000267322237853567;0.0;0.0;0.0;0.015271554149948323;0.01569129266051869;0.01569129266051869;0.000420792687834823;0.973250227393535;0.05863976730555139;0.02674977260646505;0.0004207926878348235
"total";0.2646047960281127;0.022756041726656573;0.006354788763898672;0.005925948183424739;0.4589720267997423;0.10202171164332446;0.10360759139994698;0.01964501010654269;0.016112085348353514;1.0;1.0;0;0.8571286997943396;0.017993623417355147;0.1428713002056604;0.06270330347383134
"adj population";0.26460479602811576;0.02275604172665657;0.006354788763898672;0.005925948183424739;0.45897202679973703;0.10202171164332437;0.10360759139994667;0.019645010106542668;0.016112085348353504;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.307044102776016e-17;1.7741520059513704e-16;2.94902057353162e-16;2.994341352584493e-16;5.5340314255969316e-17;9.057374602303775e-17;8.810892214180163e-17;2.034981547552191e-16;2.3119025331523733e-16;1.5035332247257736e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9073131485222771;0.5964533417346409;0.27444796944568645;0.14325561292212963;0.8389541399182721;0.8078888501556254;1.0;0.7394018594217633;0.947832252608376;0.857128699794339;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016478963278877025;0.028198999830661677;0.03052247450922025;0.015470986496468823;0.011913752324262361;0.025718358302660713;0.028244763651401224;0.03614971457647269;0.056885371897221905;0.017932739868957995;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.983521036721123;0.9718010001693383;0.9694775254907797;0.9845290135035312;0.9880862476757376;0.9742816416973393;0.9717552363485987;0.9638502854235274;0.9431146281027781;0.14287130020566097;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.049050770859502324;0.0031780405723044365;0.009221459782780836;0.0007947297684078923;0.057364186587985144;0.038864527966307905;0.0;0.0010228009052341384;0.0008394770211407367;0.0801679967318317;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24265805906649504;0.006126757503258295;0.001059110064801653;0.0012062013008803333;0.036586912171386925;0.0008060785685885631;0.0;0.0004860005881425684;0.0002846736139695332;0.28921379287752297;0.28921379287752297;-0.02350158824084722;0.8390265784082331;0.01495654345273213;0.16097342159176686;0.023501588240847193
"1.2. Floresta Plantada";0.0008638989843656819;0.0144510392026879;0.0;0.0;0.0008461503718294182;0.0;0.0;0.0;0.0;0.016161088558883;0.016161088558883;0.0075061711022005465;0.8941872417835884;0.04478654328599464;0.10581275821641156;0.007506171102200546
"2.2. Formação Campestre (Campo)";0.0;0.00021385527851828037;0.0017333145181194197;2.17050865145836e-05;0.015662294682045594;0.00012254688400096525;0.0;0.0;0.0;0.01775371644919884;0.01775371644919884;-0.011330770697553323;0.09763108040388001;0.01045496996090819;0.90236891959612;0.01133077069755331
"2.5. Outra Formação não Florestal";0.00011615771882578948;0.0;9.692081071580959e-05;0.0009220919807990632;0.000302940050454413;0.0;0.0;0.0;0.0;0.0014381105607950751;0.0014381105607950751;0.00430904716239237;0.6411829562598264;0.075287298254369;0.35881704374017365;0.00430904716239237
"3.1. Pastagem";0.006478273543999613;0.0003037768087546447;0.0022067694496826296;0.0012416529749782975;0.3869055508460347;0.010323476905267236;0.0;0.001754563438211599;0.00016783402650015895;0.4093818979934289;0.4093818979934289;0.05057374601485131;0.9450968710205274;0.013693780573083509;0.05490312897947258;0.05057374601485115
"3.2. Agricultura";0.0002138638604572498;0.00020967486492441825;8.950942018201237e-05;0.0;0.01895303558838185;0.08547120725370876;0.0;0.00026726030382280335;5.218972719191938e-05;0.10525674101866901;0.10525674101866901;-0.008490021234074325;0.8120259702753768;0.02605051560675673;0.18797402972462318;0.00849002123407433
"3.3 Mosaico de Agricultura ou Pastagem";0.01526579374370661;0.002362156002940007;0.0010775849026530867;0.0022756404822442903;0.0;0.0;0.1053593775732342;0.00279763982190805;0.0005169635144430225;0.1296551560411293;0.1296551560411293;-0.02429577846789505;0.8126123232601102;0.02241594260916352;0.18738767673988976;0.024295778467895088
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.986589777087775e-05;0.00039133665295878095;4.34101730291672e-05;0.0;0.014874051114102666;0.0;0.015388663837861492;0.015388663837861492;0.004790851428326196;0.9665589729439215;0.05083372154268346;0.03344102705607854;0.004790851428326196
"5.1. Rio, Lago e Oceano";0.00011615771882578948;0.0;0.00015973658549091842;0.0;0.0003074236451884372;0.0;0.0;0.0;0.01516751471300922;0.015750832662514366;0.015750832662514366;0.00043834293259948894;0.9629658976129308;0.058251419598415545;0.03703410238706917;0.0004383429325994885
"total";0.2657122046366758;0.023667259661083545;0.00642294575164553;0.005747157723187445;0.45995564400828004;0.09676671978459468;0.1053593775732342;0.02017951526618769;0.016189175595113854;1.0000000000000002;1.0000000000000002;0;0.8675422062681912;0.018297416191511665;0.13245779373180877;0.06761815864036982
"adj population";0.2657122046366786;0.023667259661083545;0.00642294575164553;0.005747157723187445;0.459955644008275;0.09676671978459457;0.10535937757323395;0.020179515266187664;0.01618917559511384;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.337251313666374e-17;1.7471803836601948e-16;2.954328883562064e-16;3.031195742867287e-16;5.571446564902488e-17;9.48232701170428e-17;8.804310471908902e-17;2.0153742839575455e-16;2.316136959878063e-16;1.5083749790143358e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9132364070302914;0.6105919911991321;0.26986286123860737;0.16044313123316536;0.8411801352720628;0.8832706889720966;1.0;0.7370866404816605;0.9368923466113376;0.8675422062681903;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016639575313848853;0.02857786792428513;0.03043249950497264;0.017934113013219594;0.011902588270788612;0.028576725537175454;0.028471348283753074;0.036129061841590406;0.056303708604926075;0.018276474291071633;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9833604246861511;0.9714221320757148;0.9695675004950274;0.9820658869867804;0.9880974117292114;0.9714232744628245;0.9715286517162469;0.9638709381584096;0.9436962913950739;0.13245779373180966;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04610829114036147;0.003420098712390199;0.009379262467052221;0.001032037159992024;0.04495269429478843;0.022591025061771852;0.0;0.001029225447517653;0.0011666358990102925;0.06483963509144207;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2415611393094337;0.006240697981859329;0.00080846784922214;0.000796980494482595;0.034457813934098365;0.0009146446320597473;0.0;0.00047094611651034735;0.0002847323413748901;0.28553542265904114;0.28553542265904114;-0.021479907188196225;0.8459935970812389;0.015173682426077618;0.1540064029187611;0.021479907188196146
"1.2. Floresta Plantada";0.0008640772044161279;0.01475530290205763;0.0;0.0;0.0008796981419606582;0.0;0.0;0.0;0.0;0.016499078248434416;0.016499078248434416;0.007548773629258185;0.8943107414778005;0.04460972622453166;0.10568925852219946;0.007548773629258185
"2.2. Formação Campestre (Campo)";0.0;0.00014878791514248834;0.0017336720962696991;2.170956421589309e-05;0.01539570160441577;4.341912843178618e-05;0.0;5.220049379308598e-05;6.568492179042099e-05;0.01746117572405914;0.01746117572405914;-0.011058597928310064;0.09928724867483771;0.010735499950264323;0.9007127513251623;0.01105859792831006
"2.5. Outra Formação não Florestal";0.0;0.0;9.694080521989818e-05;0.0009477695830426592;0.00038041811341220626;0.0;0.0;0.0;0.0;0.0014251285016747637;0.0014251285016747637;0.0040293756526139975;0.6650414905946179;0.08431598737771331;0.3349585094053821;0.004029375652613998
"3.1. Pastagem";0.00628507841671067;0.0005913144079877022;0.0023021592147093005;0.0012111194211521948;0.38549337277036666;0.01115438649816953;0.0;0.0017674765490813473;5.4062145379884846e-05;0.40885896942355726;0.40885896942355726;0.04665173746169501;0.9428516960600531;0.013650174260904218;0.057148303939946854;0.046651737461694986
"3.2. Agricultura";0.0002979142456415689;0.00021949869053992677;8.952788573605157e-05;0.0;0.017940383983589152;0.08785816174664676;0.0;0.00033892277035575024;5.220049379308598e-05;0.1067966098163023;0.1067966098163023;-0.006706512626988367;0.8226680781137995;0.02606071962372315;0.1773319218862005;0.006706512626988362
"3.3 Mosaico de Agricultura ou Pastagem";0.014931124612790312;0.002092249980105527;0.0012120404058706161;0.00239704271750339;0.0;0.0;0.10717864900599768;0.002433864628946453;0.0005651917456744531;0.13081016309688845;0.13081016309688845;-0.023631514090890742;0.8193449688355836;0.02266785870828094;0.1806550311644164;0.023631514090890773
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.98823738920299e-05;0.0006558312715450145;0.00011948518400611078;0.0;0.01573834949572064;0.0;0.016593548325163795;0.016593548325163795;0.00420821172924383;0.9484619677066741;0.04837601108001596;0.051538032293325875;0.004208211729243832
"5.1. Rio, Lago e Oceano";0.0001161816818525825;0.0;0.00015976953872137644;0.0;0.00030748706586440194;0.0;0.0;0.0;0.015436465918443096;0.016019904204881457;0.016019904204881457;0.0004384333615743741;0.9635804135295277;0.057765613834119496;0.036419586470472276;0.0004384333615743731
"total";0.264055515470845;0.0240478518776926;0.006402577795749082;0.005454504154288762;0.45551070688525225;0.10009009718931394;0.10717864900599768;0.020801760054407627;0.01645833756645583;1.0000000000000002;1.0000000000000002;0;0.8707028828279785;0.01843376701455315;0.12929711717202153;0.06287653183438537
"adj population";0.26405551547084777;0.0240478518776926;0.006402577795749083;0.005454504154288761;0.4555107068852472;0.10009009718931383;0.10717864900599747;0.020801760054407606;0.016458337566455823;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.3436195863516e-17;1.7301326306005932e-16;2.9649396378379775e-16;3.0927851900827004e-16;5.571829155705842e-17;9.343481839832961e-17;8.767897625821197e-17;1.976780276275231e-16;2.298867269256275e-16;1.5066187824823936e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9148119435365679;0.6135809126363184;0.27077720124240445;0.173759072545109;0.8462882802609413;0.877790752670254;1.0;0.7565873971508428;0.9379116120393932;0.870702882827978;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016737086637312007;0.028550961092209268;0.030886776649935895;0.020380459284097423;0.011997251608437018;0.02797495236686978;0.02854908488695732;0.03644434782259209;0.05586202507181706;0.018417276868169543;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.983262913362688;0.9714490389077908;0.9691132233500641;0.9796195407159026;0.988002748391563;0.9720250476331302;0.9714509151130427;0.9635556521774079;0.944137974928183;0.12929711717202197;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04498875232282257;0.0034875506927535722;0.009337811398958765;0.000954717837264209;0.0467311933063812;0.02446387088533436;0.0;0.001710397658886309;0.0011668765728767225;0.06642058533763885;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24053407318773165;0.007044652021759461;0.0007371375072047121;0.000939799722734392;0.03518753184304137;0.0013218537697407605;0.0;0.0003206050181680134;0.0002848573391460686;0.28637051040952644;0.28637051040952644;-0.022790453836978107;0.8399400931463032;0.015107411204038577;0.16005990685369675;0.022790453836978086
"1.2. Floresta Plantada";0.001090108827902952;0.014759387150719743;0.0;0.0;0.0008800843302894023;0.0;0.0;0.0;0.0;0.016729580308912098;0.016729580308912098;0.008039390201916151;0.8822329597149068;0.043685213750681295;0.11776704028509322;0.008039390201916154
"2.2. Formação Campestre (Campo)";6.514006515063505e-05;8.371316802942256e-05;0.0017344331799841158;2.171909473542291e-05;0.014957153370788128;8.686489957126919e-05;0.0;5.222340985996847e-05;0.0;0.017001247188118965;0.017001247188118965;-0.010536253180298995;0.10201799672651049;0.01106190561064696;0.8979820032734895;0.010536253180298993
"2.5. Outra Formação não Florestal";0.00010266254084970171;0.0;9.698336232644333e-05;0.0009481856547993801;0.00030313556458539726;0.0;0.0;0.0;0.0;0.0014509671225609224;0.0014509671225609224;0.004092318836084205;0.653485278926138;0.08304083426313741;0.34651472107386205;0.0040923188360842055
"3.1. Pastagem";0.006110867759475775;0.0002886977971042869;0.0023536166065491622;0.0012375631570214032;0.3856185141630418;0.011199355153367573;0.0;0.001768252472982997;9.01971561968633e-05;0.4086670642657399;0.4086670642657399;0.046279276868575095;0.9436006663661286;0.0136687198033666;0.056399333633871396;0.046279276868574915
"3.2. Agricultura";0.00034967375756746655;0.0003277982510335768;8.956718856382764e-05;0.0;0.016842213620585824;0.08982953524830217;0.0;0.0003748909413443448;5.222340985996847e-05;0.10786590241725717;0.10786590241725717;-0.00538485515680457;0.8327889836847142;0.026321132175303807;0.1672110163152858;0.005384855156804549
"3.3 Mosaico de Agricultura ou Pastagem";0.015211297748147785;0.0022647221221817645;0.0012934164854894723;0.0023161008870236817;0.0;0.0;0.1046623316918674;0.00241767364650778;0.0005972145992622942;0.12876275718048016;0.12876275718048016;-0.02410042548861277;0.8128307748580398;0.0227104654322992;0.18716922514196022;0.02410042548861277
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.99174423308477e-05;0.0007677093249067964;4.343818947084582e-05;0.0;0.016046324178359845;0.0;0.016937389135068336;0.016937389135068336;0.004042580532154614;0.9473906545098167;0.04802230401808189;0.05260934549018326;0.0040425805321546125
"5.1. Rio, Lago e Oceano";0.00011623268572243873;0.0;0.0001598396777022381;0.0;0.00038999891707614415;0.0;0.0;0.0;0.0155485106918377;0.01621458197233852;0.01621458197233852;0.00035842122396437357;0.9589214645411696;0.056823175781159155;0.041078535458830445;0.0003584212239643725
"total";0.26358005657254835;0.024768970510828252;0.006464994007819972;0.005543285958645128;0.4549463411343148;0.10248104726045262;0.1046623316918674;0.020979969667222948;0.016573003196302893;1.0;1.0;0;0.869681295146644;0.018449814968134935;0.13031870485335595;0.06281198766269433
"adj population";0.2635800565725512;0.024768970510828252;0.006464994007819972;0.005543285958645126;0.4549463411343101;0.10248104726045257;0.10466233169186703;0.020979969667222934;0.01657300319630288;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.354597138887772e-17;1.7148738231523192e-16;2.967896045519758e-16;3.0789514151163284e-16;5.579720180429644e-17;9.284576065913541e-17;8.798291448329272e-17;1.9744234814045764e-16;2.287466283239815e-16;1.5025329531788821e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9125655268289493;0.59588213988415;0.26828070960099404;0.17105118910934428;0.8476131782961058;0.8765477876119181;1.0;0.764840199146191;0.9381830503300852;0.8696812951466432;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016738883395104372;0.027661420820188055;0.030631619879978103;0.020315245524097195;0.01202255903032251;0.02781123665926121;0.028898725959124703;0.03663496701555954;0.055196205830203564;0.0184355465376259;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9832611166048957;0.9723385791798119;0.9693683801200219;0.9796847544759028;0.9879774409696775;0.9721887633407388;0.9711012740408753;0.9633650329844404;0.9448037941697964;0.13031870485335684;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0460919667696334;0.003940386316384711;0.009461121655671713;0.0010055629355230846;0.046097100205396146;0.025303024024300902;0.0;0.0017821299134169813;0.0013321425610016424;0.06750671719066428;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1999 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2386077097745534;0.0072470631630798185;0.0007750437912485084;0.0008957051395574898;0.03497252396969975;0.004246444587891608;0.0;0.000317207524063669;0.0002818386679603892;0.2873435366180546;0.2873435366180546;-0.027770519174188314;0.8303917762789915;0.014850897950211309;0.16960822372100848;0.02777051917418827
"1.2. Floresta Plantada";0.0010785567993755842;0.015037597637446016;0.0;0.0;0.0009148262221538314;0.0;0.0;0.0;0.0;0.01703098065897543;0.01703098065897543;0.008003801778274396;0.8829554761734234;0.043082500314677294;0.1170445238265766;0.008003801778274401
"2.2. Formação Campestre (Campo)";0.00012808693705573647;0.000183222494660226;0.0016945699046960454;2.148893459402229e-05;0.01447940056568026;0.00012891089212012526;0.0;0.0;0.0;0.016635679728806415;0.016635679728806415;-0.01026634300023705;0.10186358070850095;0.010898712769101534;0.898136419291499;0.010266343000237044
"2.5. Outra Formação não Florestal";0.00012598016875786164;0.0;9.595561671096168e-05;0.0007979254913501056;0.0003739038782390634;0.0;0.0;0.0;0.0;0.0013937651550579922;0.0013937651550579922;0.0037025904753445952;0.5724963696031741;0.0665224674508578;0.42750363039682593;0.0037025904753445957
"3.1. Pastagem";0.00615781787948173;0.0001071134923401681;0.0022857299552567476;0.0012391266985855667;0.38334683255170526;0.016643882278520216;0.0;0.0017307021173219575;0.0002004683223296211;0.41171167329554126;0.41171167329554126;0.037957094773064956;0.9311050849814622;0.013440345506796361;0.06889491501853784;0.03795709477306486
"3.2. Agricultura";0.00016006408787864622;0.00013793649453050226;8.861803313005699e-05;0.0;0.01436230156147776;0.09355429283466142;0.0;0.00026459876972008124;5.1669991425903216e-05;0.10861948177282438;0.10861948177282438;0.005997026689557032;0.8613030674398582;0.026787536625196222;0.13869693256014182;0.005997026689557039
"3.3 Mosaico de Agricultura ou Pastagem";0.01319980084430184;0.002321849155193101;0.0012409628850751323;0.002063038819771481;0.0;0.0;0.10134598855826546;0.00250349544243277;0.0005908858365635184;0.1232660215416033;0.1232660215416033;-0.021920032983337837;0.8221729499403067;0.023179551416389808;0.17782705005969335;0.021920032983337834
"4.1. Infraestrutura Urbana";0.0;0.0;3.597432754727016e-05;7.907054654392322e-05;0.000759573806878647;4.297786918804458e-05;0.0;0.01612066009889;0.0;0.017038256649047883;0.017038256649047883;0.0038984073033805937;0.9461449273210026;0.047267843429038274;0.05385507267899736;0.003898407303380591
"5.1. Rio, Lago e Oceano";0.00011500095246158516;0.0;0.00015248221490464815;0.0;0.0004594055127715666;0.0;0.0;0.0;0.016233715899953653;0.01696060458009145;0.01696060458009145;0.0003979741381416321;0.9571425253913984;0.055687095790949805;0.042857474608601565;0.0003979741381416324
"total";0.25957301744386635;0.025034782437249832;0.006369336728569371;0.005096355630402588;0.4496687680686061;0.11461650846238142;0.10134598855826546;0.020936663952428474;0.017358578718233084;0.9999999999999998;0.9999999999999998;0;0.8667392927515214;0.01832536598901667;0.1332607072484786;0.05995689515776313
"adj population";0.259573017443869;0.02503478243724983;0.00636933672856937;0.005096355630402588;0.44966876806860123;0.11461650846238129;0.10134598855826499;0.020936663952428464;0.01735857871823308;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.295758113282528e-17;1.67166711651467e-16;2.94007966316857e-16;3.13681476361256e-16;5.500868002352976e-17;8.646377090920012e-17;8.806653931519717e-17;1.9515215570238563e-16;2.2078058541616611e-16;1.483285466828884e-15;NaN;NaN;NaN;NaN;NaN;NaN
