"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Mata Atlântica  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24856145929902193;0.005343264307366001;0.0009249883989793619;0.001197532461952127;0.03780770643058283;0.0033940281534452664;0.0;0.0004202443957109416;0.00018615927348115873;0.2978353827205396;0.2978353827205396;-0.02015821110315252;0.8345598734058026;0.014567838584233174;0.16544012659419738;0.020158211103152468
"1.2. Floresta Plantada";0.0016405528837399042;0.010537786423726644;0.0;0.0;0.0002895380488114101;0.0;0.0;0.0;0.0;0.012467877356277959;0.012467877356277959;0.005531429091621559;0.8451949054840955;0.04489775234345115;0.15480509451590452;0.005531429091621564
"2.2. Formação Campestre (Campo)";4.31319899790146e-05;4.3233836824896464e-05;0.0018687472031409648;2.162263260570106e-05;0.0159319677627134;0.00010810173464199966;0.0;0.0;0.0;0.018016805159905978;0.018016805159905978;-0.011664599709413035;0.10372245170856455;0.010765688111620623;0.8962775482914355;0.011664599709413023
"2.5. Outra Formação não Florestal";8.366987934373821e-05;0.0;9.655262514372196e-05;0.000988085351227679;0.00044252312575829647;0.0;0.0;0.00012120214285658376;3.378828853816921e-05;0.0017658214128681885;0.0017658214128681885;0.0041712483206511235;0.5595613146534176;0.06181346138415152;0.44043868534658237;0.004171248320651125
"3.1. Pastagem";0.00935082261273971;0.0003565729856443726;0.002247603756393801;0.0017852919732502047;0.3849815186897573;0.016106941032186666;0.0;0.001580523844776402;5.384566432565583e-05;0.4164631205590741;0.4164631205590741;0.04208776849876477;0.9244072276386557;0.013111776130747441;0.07559277236134432;0.04208776849876461
"3.2. Agricultura";0.00012887794531172325;8.107235361707548e-05;5.9446259476077695e-05;0.0;0.01870174518292569;0.0739009187243189;0.0;0.000229997390556374;0.0;0.09310205785620584;0.09310205785620584;0.0004511770535983728;0.7937624626778633;0.026474088285632177;0.20623753732213668;0.00045117705359840055
"3.3 Mosaico de Agricultura ou Pastagem";0.017645104934709995;0.0016373765407205298;0.0011177926546603995;0.0018067820562849323;0.0;0.0;0.10670897460653005;0.0028112780702217225;0.00045290249446204296;0.13218021135758964;0.13218021135758964;-0.025471236751059598;0.8072991676329535;0.02197216461210044;0.1927008323670465;0.025471236751059598
"4.1. Infraestrutura Urbana";1.8318246234714527e-05;0.0;0.0;7.956250089415037e-05;0.0002872400977999698;4.324526521140212e-05;0.0;0.012768978072551576;0.0;0.013197344182691813;0.013197344182691813;0.004734879733981788;0.9675414913629339;0.05407633695040065;0.03245850863706612;0.004734879733981786
"5.1. Rio, Lago e Oceano";0.00020523382630646678;0.0;3.707455269862848e-05;5.8192757304518724e-05;0.00010864971948988928;0.0;0.0;0.0;0.014562228539050077;0.01497137939484958;0.01497137939484958;0.0003175448650075234;0.9726711316967719;0.05914828054549911;0.027328868303228115;0.0003175448650075234
"total";0.27767717161738714;0.017999306447899523;0.006352205450492956;0.0059370697335193135;0.4585508890578387;0.09355323490980424;0.10670897460653005;0.0179322239166736;0.015288924259857103;1.0000000000000002;1.0000000000000002;0;0.8548786969093249;0.017630556333398637;0.14512130309067506;0.05729404756362505
"adj population";0.27767717161739003;0.01799930644789951;0.006352205450492955;0.005937069733519313;0.45855088905783387;0.09355323490980412;0.10670897460652967;0.017932223916673595;0.015288924259857088;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.253335344942165e-17;2.0199427853182567e-16;2.974728012766013e-16;2.989732969487438e-16;5.569811966860324e-17;9.476893450003696e-17;8.817407740957997e-17;2.1505149696392392e-16;2.406439370672703e-16;1.5553102958160068e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.895145459207991;0.5854551370759277;0.2941887219652103;0.16642643519060918;0.8395611651320934;0.7899344025416932;1.0;0.7120688505723389;0.9524691398521049;0.8548786969093244;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01592870951764573;0.029845811863374483;0.032561180900464434;0.01725145236822706;0.011746934261537249;0.026124798281455117;0.028199518427546134;0.03666153943213486;0.057682185574397124;0.017648591043141613;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9840712904823543;0.9701541881366256;0.9674388190995356;0.982748547631773;0.9882530657384627;0.9738752017185449;0.9718004815724539;0.9633384605678651;0.9423178144256029;0.1451213030906756;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05823142463673042;0.003860181865102629;0.008966916494703983;0.001555472123281019;0.06296320373863362;0.038402278263773876;0.0;0.0008567322202804734;0.0008183017115990059;0.08782725552705252;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2460195344018682;0.005696409362777951;0.000815634078156401;0.000791344097547647;0.037117045021791736;0.0035477952650184077;0.0;0.00026366814318196894;0.00018615324366868773;0.29443758361401096;0.29443758361401096;-0.019790338304838187;0.8355575106348673;0.01466281080074665;0.16444248936513273;0.019790338304838062
"1.2. Floresta Plantada";0.0014325093149891578;0.010690057185313453;0.0;0.0;0.00045129044276500773;0.0;0.0;0.0;0.0;0.012573856943067618;0.012573856943067618;0.006491933128530998;0.850181231877879;0.04462782342655699;0.14981876812212103;0.006491933128531
"2.2. Formação Campestre (Campo)";4.3130592907538064e-05;0.0;0.0018254428088077881;2.1621932235435838e-05;0.015665072027216568;0.00010809823316084597;0.0;0.0;0.0;0.017663365594328177;0.017663365594328177;-0.011436709062468891;0.10334626201667643;0.01080509606667308;0.8966537379833236;0.011436709062468874
"2.5. Outra Formação não Florestal";0.0;0.0;9.654949774527272e-05;0.0009880533465401777;0.00044250879216420526;0.0;0.0;0.0;3.3787194114884296e-05;0.00156089883056454;0.00156089883056454;0.004174691098575309;0.6330028104273884;0.07135917267280206;0.3669971895726116;0.00417469109857531
"3.1. Pastagem";0.009440787896571913;0.0006281670383177072;0.002168271576042666;0.0018700997802181857;0.3862431804213804;0.016562656615735073;0.0;0.0016357650976045065;5.384392023172923e-05;0.41860277234610216;0.41860277234610216;0.04065589871613329;0.9226961834405455;0.013110099545930634;0.07730381655945451;0.04065589871613329
"3.2. Agricultura";0.00023903941904558125;0.00043235565730958804;5.944433397545643e-05;0.0;0.018780619768648636;0.07554382193181364;0.0;0.00022998994080053895;0.0;0.09528527105159343;0.09528527105159343;0.0005203448586053837;0.7928174113175313;0.026134327439895792;0.20718258868246875;0.000520344858605401
"3.3 Mosaico de Agricultura ou Pastagem";0.01733821332348941;0.0016188008278799175;0.0012242408853004754;0.0018850506418947805;0.0;0.0;0.10579231307764085;0.0028861265798585775;0.00045288782467386545;0.13119763316073788;0.13119763316073788;-0.025405320083097004;0.8063583963289067;0.022000619209535294;0.1936416036710933;0.025405320083097024
"4.1. Infraestrutura Urbana";1.831765289554035e-05;0.0;0.0;7.955992381619372e-05;0.00039943238218679113;4.3243864470871676e-05;0.0;0.013056031775066501;0.0;0.013596585598435898;0.013596585598435898;0.004571545435821467;0.9602434140942281;0.053092191608393874;0.03975658590577191;0.004571545435821471
"5.1. Rio, Lago e Oceano";0.00011571270740554395;0.0;3.707335183124198e-05;9.986020688742886e-05;0.0001595222060820476;0.0;0.0;9.654949774527272e-05;0.01457331489121053;0.015082032861162064;0.015082032861162064;0.00021795421273763157;0.9662699335935315;0.058512024798324125;0.03373006640646847;0.00021795421273763244
"total";0.2746472453091729;0.01906579007159862;0.006226656531859303;0.005735589929139849;0.45925867106223545;0.09580561591019883;0.10579231307764085;0.01816813103425737;0.015299987073899696;1.0;1.0;0;0.8547317498396415;0.01764958772636653;0.1452682501603585;0.056632367450404036
"adj population";0.2746472453091757;0.019065790071598608;0.006226656531859302;0.0057355899291398485;0.4592586710622304;0.09580561591019872;0.1057923130776404;0.018168131034257354;0.01529998707389968;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.273087361786764e-17;1.9621957856108489e-16;2.9882228954706065e-16;3.0189196256014034e-16;5.567980991726816e-17;9.374882273607535e-17;8.850299226460868e-17;2.143925554648009e-16;2.397461731574134e-16;1.5517350578263198e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8957655268849396;0.5606931129089641;0.2931658104903861;0.1722670830284329;0.8410144538545656;0.7885114167276255;1.0;0.7186227218665682;0.9525050459729603;0.854731749839641;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016016228745768652;0.028111090287014112;0.032604905833739276;0.017929424251607005;0.011789046689365028;0.02579439451132177;0.0282557577420315;0.03668850014504187;0.057526458486061915;0.01766205591387272;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9839837712542313;0.9718889097129859;0.9673950941662607;0.982070575748393;0.988210953310635;0.9742056054886782;0.9717442422579685;0.9633114998549581;0.942473541513938;0.14526825016035905;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05725542181460941;0.0037675995155083304;0.00880242744610303;0.0011456909680487245;0.06471918384944353;0.03948289823955958;0.0;0.0010811076467387923;0.0010174359399030691;0.08863588270995723;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24514099889519111;0.005437976688401007;0.0008950233376370291;0.0008598276451970157;0.03937736594743543;0.003156478710223044;0.0;0.00026370641066524714;0.00018618026102487384;0.29531755789577474;0.29531755789577474;-0.022269504920173523;0.8300928689844718;0.014581187822763415;0.16990713101552823;0.022269504920173433
"1.2. Floresta Plantada";0.001705424984541591;0.012181509077162755;0.0;0.0;0.0008537398314035524;0.0;0.0;0.0;0.0;0.0147406738931079;0.0147406738931079;0.005707706314058445;0.8263875291928344;0.04147853247620137;0.17361247080716558;0.005707706314058442
"2.2. Formação Campestre (Campo)";4.313685266733668e-05;6.485806649310462e-05;0.0017485439794617903;2.1625070335170895e-05;0.016010995252473043;8.648885166574487e-05;0.0;0.0;0.0;0.01797564807309619;0.01797564807309619;-0.011825251600307052;0.09727293126520443;0.010268575982780054;0.9027270687347956;0.011825251600307046
"2.5. Outra Formação não Florestal";0.0;0.0;9.656351045930749e-05;0.0008565484392000158;0.0004961827307216618;0.0;0.0;0.0;3.379209782023984e-05;0.001483086778201225;0.001483086778201225;0.0041766786006269254;0.5775443836394311;0.06603251037659184;0.42245561636056894;0.004176678600626926
"3.1. Pastagem";0.009169655951236345;0.000604403818184478;0.0021131160324342475;0.0016906616323699606;0.38666782461121074;0.016590475432703304;0.0;0.0014588878321369911;5.385173487058637e-05;0.41834887704514667;0.41834887704514667;0.0454166432054906;0.9242712143565349;0.013174868765610732;0.07572878564346508;0.04541664320549049
"3.2. Agricultura";0.0002390741120382984;0.0002850924118833664;5.94529614305177e-05;0.0;0.01976873374933171;0.07598509103783357;0.0;0.00018695449402570527;0.0;0.09652439876654317;0.09652439876654317;-0.0006626145934471618;0.7872112337276858;0.025785024481161267;0.21278876627231424;0.0006626145934471583
"3.3 Mosaico de Agricultura ou Pastagem";0.01661571236712548;0.0018745401450416315;0.001200617918893063;0.0020933318030385635;0.0;0.0;0.10072665609845048;0.0030563682354523745;0.00045295355456086833;0.12602018012256247;0.12602018012256247;-0.025293524024111964;0.7992898915117205;0.02216767354134047;0.20071010848827953;0.025293524024111988
"4.1. Infraestrutura Urbana";1.832031142860171e-05;0.0;0.0;7.957147074794479e-05;0.0003994903538166651;4.325014067034179e-05;0.0;0.013306156661189806;0.0;0.01384678893785336;0.01384678893785336;0.004425284695616765;0.9609561264283004;0.05232654953241971;0.03904387357169958;0.004425284695616764
"5.1. Rio, Lago e Oceano";0.00011572950137254459;0.0;3.7078732473188887e-05;5.819931793947928e-05;0.00019118777424439426;0.0;0.0;0.0;0.01534059316168767;0.015742788487717277;0.015742788487717277;0.0003245823222469613;0.9744520911054985;0.0579557188430231;0.025547908894501536;0.0003245823222469621
"total";0.2730480529756013;0.020448380207166342;0.0061503964727891445;0.005659765378828151;0.46376552025063716;0.09586178417309602;0.10072665609845048;0.018272073633470123;0.01606737080996424;1.0000000000000002;1.0000000000000002;0;0.8519539219613881;0.017631107612717602;0.14804607803861192;0.0600508951380396
"adj population";0.27304805297560397;0.02044838020716633;0.0061503964727891445;0.00565976537882815;0.4637655202506322;0.09586178417309589;0.10072665609845015;0.01827207363347011;0.01606737080996423;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.286717078638142e-17;1.9029858837657703e-16;3.00426462945227e-16;3.019736219932081e-16;5.565370683262206e-17;9.362104323313349e-17;9.043609387263764e-17;2.122892296986029e-16;2.3458027426765e-16;1.5421461920060397e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8977943487372034;0.5957200009853895;0.2842977663631567;0.15133991992038434;0.8337571633230502;0.7926525851076228;1.0;0.7282236777338761;0.9547668590665839;0.8519539219613873;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016097710193402136;0.02883033217981068;0.03191994776849563;0.01633002319656112;0.011684677531147252;0.02577216061997695;0.02874394047095437;0.03682723042492095;0.05665626876616747;0.01764175045864406;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9839022898065979;0.9711696678201893;0.9680800522315044;0.9836699768034389;0.9883153224688528;0.974227839380023;0.9712560595290456;0.963172769575079;0.9433437312338325;0.1480460780386127;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.055814108160820386;0.005118329631890288;0.008803704986654708;0.0012530766780024184;0.06336210486787186;0.03975338627052488;0.0;0.0010812645533271083;0.0008043906520592142;0.08799518290057542;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24346565218854233;0.0062316869926097975;0.0008944215495170691;0.0010691178949473802;0.03833133673348939;0.003247610249840093;0.0;0.0002635291020092353;0.0001147744032070373;0.29361812911416235;0.29361812911416235;-0.02237473568095444;0.8291914839287065;0.014619305953403506;0.17080851607129355;0.022374735680954383
"1.2. Floresta Plantada";0.0016183827410269544;0.011604821653735666;0.0;0.0;0.0008039156709443465;0.0;0.0;0.0;0.0;0.014027120065706966;0.014027120065706966;0.0070656306037374;0.8273132046617854;0.043182076585311854;0.17268679533821463;0.007065630603737402
"2.2. Formação Campestre (Campo)";0.0;6.481445778229472e-05;0.001747368308448735;2.1610530255740827e-05;0.01571106148425938;0.00012964033755454124;0.0;0.0;0.0;0.01767449511830069;0.01767449511830069;-0.011498527502894108;0.09886383156933619;0.010450188986971566;0.9011361684306638;0.011498527502894096
"2.5. Outra Formação não Florestal";0.0;0.0;9.649858391385062e-05;0.000802440572248988;0.0004958491116302692;0.0;0.0;0.0;0.0;0.0013947882677931077;0.0013947882677931077;0.004492678203795615;0.5753135373863182;0.06610745965750821;0.4246864626136818;0.004492678203795614
"3.1. Pastagem";0.008581437798933021;0.0005553250222382155;0.0021232700957511397;0.0015913928724102353;0.3842882581299496;0.016770705349092908;0.0;0.001539099266460634;5.3815526502690714e-05;0.41550330406133845;0.41550330406133845;0.04442102705313021;0.9248741330663858;0.01325618769694009;0.07512586693361423;0.04442102705313011
"3.2. Agricultura";0.00020674936236050008;0.00012408331961530873;8.911948043687888e-05;0.0;0.019815771431789385;0.078208395218046;0.0;0.00018682879116551523;0.0;0.0986309476034136;0.0986309476034136;-0.00023137538836856889;0.7929397123153991;0.025757944781801524;0.20706028768460094;0.0002313753883685793
"3.3 Mosaico de Agricultura ou Pastagem";0.01723721166080813;0.002512019223463085;0.0011882357955460472;0.002265226446180933;0.0;0.0;0.10284456174468981;0.002975626410042066;0.0005576990540413542;0.12958058033477143;0.12958058033477143;-0.02673601859008159;0.7936726435318532;0.02185644680916855;0.20632735646814682;0.026736018590081623
"4.1. Infraestrutura Urbana";1.83079933746381e-05;0.0;0.0;7.951796916449973e-05;0.00028707932735866517;4.3221060511481654e-05;0.0;0.013318311867591685;0.0;0.01374643821800097;0.01374643821800097;0.004536957219268166;0.9688554705139072;0.05257342132473767;0.03114452948609281;0.004536957219268166
"5.1. Rio, Lago e Oceano";0.00011565168816240108;0.0;3.7053801792873386e-05;5.8160186380945595e-05;0.00019105922504753685;0.0;0.0;0.0;0.015422272315131623;0.01582419721651538;0.01582419721651538;0.00032436408236732536;0.9746006134855122;0.05777200837578913;0.02539938651448781;0.00032436408236732536
"total";0.27124339343320797;0.02109275066944437;0.006175967615406594;0.005887466471588722;0.45992433111446857;0.09839957221504501;0.10284456174468981;0.018283395437269135;0.016148561298882706;0.9999999999999999;0.9999999999999999;0;0.8517020819983843;0.01769270545266563;0.14829791800161574;0.06084065716229865
"adj population";0.2712433934332109;0.021092750669444358;0.006175967615406594;0.005887466471588722;0.45992433111446335;0.09839957221504489;0.10284456174468934;0.018283395437269125;0.016148561298882695;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.292641367944554e-17;1.8568169368853275e-16;3.000676069500231e-16;2.9854607869472477e-16;5.561098455572472e-17;9.298174168341361e-17;8.950136295274724e-17;2.1203556786720851e-16;2.335817459402346e-16;1.530933196012055e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8975910863926518;0.5501805732026585;0.28293028999856534;0.13629641478577303;0.8355467022124231;0.7948042197493226;1.0;0.7284375548998653;0.9550245393190951;0.8517020819983838;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016133501154726292;0.027173214825850184;0.03175162022945804;0.014963429905938987;0.011792563626319199;0.025603224931466773;0.028505629745727575;0.036829638001931654;0.056487263230871165;0.01769369830180841;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9838664988452737;0.9728267851741498;0.968248379770542;0.985036570094061;0.9882074363736808;0.9743967750685332;0.9714943702542724;0.9631703619980684;0.9435127367691288;0.14829791800161618;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05555548248933129;0.004844596823942601;0.008857198613915717;0.0011846953910882394;0.062430091862777704;0.04038235399399803;0.0;0.0008562527008185682;0.0008038498027675145;0.08745726083931983;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.24229406855456015;0.006042912164329449;0.0009448004293894253;0.001045735243693614;0.03717619264235752;0.0033395847737708265;0.0;0.00026307579148986446;0.00013239026197129071;0.29123875986156217;0.29123875986156217;-0.023117604383618023;0.8319430719651909;0.014719552494924227;0.1680569280348091;0.023117604383617985
"1.2. Floresta Plantada";0.0011037592795104599;0.012364245960625202;0.0;0.0;0.0005968389347287894;0.0;0.0;0.0;0.0;0.014064844174864451;0.014064844174864451;0.007360377014305691;0.8790887269637566;0.0461629175775397;0.12091127303624338;0.007360377014305688
"2.2. Formação Campestre (Campo)";0.0;6.470296696288988e-05;0.0017443625666562887;2.157335682548429e-05;0.015867564537051366;0.00012941733626815506;0.0;0.0;0.0;0.017827620763764183;0.017827620763764183;-0.011603071247053731;0.09784606649260907;0.010331614119003118;0.9021539335073909;0.011603071247053719
"2.5. Outra Formação não Florestal";0.0;0.0;9.633259153251961e-05;0.0007012302988717311;0.0006039908973110695;0.0;0.0;0.00011012906163391926;0.0;0.0015116828493492397;0.0015116828493492397;0.0045870406485896305;0.463873952908576;0.05001671130551312;0.536126047091424;0.00458704064858963
"3.1. Pastagem";0.008394061533873887;0.0006703772908081312;0.0020187832885477054;0.0016281259289367075;0.38678762960981955;0.016389649606463764;0.0;0.0015786069378322166;5.372295553393185e-05;0.4175209571518159;0.4175209571518159;0.043441954369334;0.9263909343577653;0.013254655573985578;0.07360906564223468;0.0434419543693339
"3.2. Agricultura";0.00025826670579670835;0.00012386987725303747;8.89661812465622e-05;0.0;0.019469249709331133;0.07966236758514567;0.0;0.0001865074169578435;0.0;0.09978922747573095;0.09978922747573095;-0.00022506146043156303;0.7983062861621991;0.025919485094494866;0.20169371383780088;0.00022506146043158037
"3.3 Mosaico de Agricultura ou Pastagem";0.01595554665470211;0.0021591129291914303;0.0012943143957736471;0.002564617341633395;0.0;0.0;0.10268842437308764;0.0026992268809313867;0.0005567397260357845;0.1279179823013554;0.1279179823013554;-0.02522955792826774;0.8027676994714411;0.022045920216759513;0.1972323005285589;0.025229557928267754
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.938118604784792e-05;0.00027071461670639474;4.314671365096858e-05;0.0;0.013932303653504638;0.0;0.014325546169909848;0.014325546169909848;0.00444430357244002;0.9725495620382558;0.051685607732820424;0.02745043796174418;0.004444303572440023
"5.1. Rio, Lago e Oceano";0.00011545274950087452;0.0;3.699006356431599e-05;5.806014193008974e-05;0.00019073057384402063;0.0;0.0;0.0;0.01540214572281162;0.01580337925165092;0.01580337925165092;0.0003416194147017061;0.9746109029942197;0.0579443979934049;0.025389097005780292;0.00034161941470170487
"total";0.2681211554779442;0.02142522118917014;0.006224549516710464;0.006098723497938869;0.4609629115211498;0.09956416601529937;0.10268842437308764;0.01876984974234987;0.016144998666352627;1.0;1.0;0;0.8555767783250826;0.017792769324892398;0.1444232216749174;0.060175295019370995
"adj population";0.26812115547794707;0.021425221189170132;0.006224549516710465;0.006098723497938869;0.4609629115211446;0.09956416601529923;0.10268842437308724;0.018769849742349853;0.016144998666352616;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.292950632005236e-17;1.821468468034933e-16;2.972758578827965e-16;2.9286693100166784e-16;5.540232571471896e-17;9.214870912920666e-17;8.88994536057375e-17;2.080313541572855e-16;2.3258851850767994e-16;1.5122895031226385e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9036738191085846;0.5770883694248619;0.280239166219718;0.11497984768594932;0.8390862256866672;0.8001108307672106;1.0;0.7422703881357974;0.9539886649176895;0.8555767783250819;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016301658615897503;0.028028770259426915;0.03143311115816029;0.01170287059019031;0.01181887354639143;0.025728087068065918;0.028307277025682448;0.036743752571691025;0.05655003441846621;0.017757534189514815;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9836983413841025;0.971971229740573;0.9685668888418397;0.9882971294098097;0.9881811264536086;0.974271912931934;0.9716927229743175;0.963256247428309;0.9434499655815338;0.14442322167491806;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05165417384676807;0.003401196428478498;0.00896037390010835;0.001620905100955017;0.06146665508399274;0.039803596860307405;0.0;0.000786485032810421;0.0008024670576786026;0.08424792665554956;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.23976795208443266;0.0059093485358299395;0.0009301675986383732;0.0011522435000025492;0.03743770813066189;0.0033611682251341105;0.0;0.00023734222524009402;0.00013247671410069223;0.2889284070140403;0.2889284070140403;-0.022931091378608506;0.829852469552368;0.014745559608428466;0.17014753044763198;0.022931091378608437
"1.2. Floresta Plantada";0.0011897330178634931;0.013156309794755587;0.0;0.0;0.0010876752364309937;0.0;0.0;0.0;0.0;0.015433718049050076;0.015433718049050076;0.00633807594505325;0.8524394285902702;0.04343837330801492;0.14756057140972978;0.0063380759450532495
"2.2. Formação Campestre (Campo)";0.0;6.474521862996303e-05;0.0017455016523872952;2.1587444437428935e-05;0.015560634578190975;0.00012950184704814188;0.0;0.0;0.0;0.017521970740693803;0.017521970740693803;-0.011161924951640406;0.09961788421056222;0.010531686383940898;0.9003821157894378;0.011161924951640399
"2.5. Outra Formação não Florestal";0.0;0.0;9.639549765223524e-05;0.0007394266391585505;0.00037468637958826246;0.0;0.0;0.0;0.0;0.0012105085163990482;0.0012105085163990482;0.0045947886303970955;0.6108396836051634;0.07531629960867982;0.3891603163948366;0.004594788630397097
"3.1. Pastagem";0.0076990694146703;0.00042135406216314917;0.0021854300601506864;0.001554873809838805;0.38677659343039594;0.016931614541692355;0.0;0.0018209539525504551;8.965042611275168e-05;0.4174795396975744;0.4174795396975744;0.04363626209086703;0.9264564048110708;0.013312751099398877;0.07354359518892917;0.04363626209086707
