"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj pop stdErr";1.0492821984113808e-15;1.178408778915513e-15;1.1056878987089325e-15;1.3743419813634824e-15;3.075900646113557e-15;7.783621503512864e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8609259687259715;0.699308066671354;0.8853598463813477;0.6339735136359663;1.0;0.7999073842832947;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04000444409048111;0.043624040925679876;0.0495833325738903;0.039922213376587065;0.10401981830922268;0.04489637486997127;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9599955559095189;0.9563759590743202;0.9504166674261098;0.9600777866234129;0.8959801816907773;0.20009261571670534;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.058002604824668236;0.021016865035666188;0.060033341325581746;0.03930344602726957;0.0;0.08917812860659287;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2013 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2946023151224307;0.0013647402510773368;0.016118135005160267;0.01239429122112052;0.0;0.32447948159978884;0.32447948159978884;0.01793825867109672;0.9079227865809755;0.04280130694664441;0.09207721341902453;0.017938258671096663
"2.1. Área Úmida Natural não Florestal";0.0038046986695734245;0.14354078336148401;0.0;0.0028643329876618415;0.0;0.15020981501871927;0.15020981501871927;0.05033231847214005;0.9556018915514664;0.06280292478354395;0.044398108448533646;0.05033231847214001
"2.2. Formação Campestre (Campo)";0.04139137358326496;0.04351083536276388;0.22123306005853205;0.04806365198733709;0.0;0.354198920991898;0.354198920991898;-0.10259767702361416;0.624601168854471;0.03258936861179062;0.37539883114552897;0.10259767702361411
"3.1. Pastagem";0.002619352895616445;0.000909410133334519;0.014250048904591538;0.11547366946865888;0.0;0.1332524814022014;0.1332524814022014;0.045543464262576966;0.8665780048036779;0.05711111797016881;0.13342199519632214;0.04554346426257694
"5.1. Rio, Lago e Oceano";0.0;0.011216364382199558;0.0;0.0;0.02664293660519369;0.03785930098739325;0.03785930098739325;-0.01121636438219956;0.7037355659066581;0.06959702689557903;0.2962644340933419;0.01121636438219956
"total";0.3424177402708855;0.20054213349085928;0.25160124396828387;0.17879594566477833;0.02664293660519369;0.9999999999999998;0.9999999999999998;0;0.8014927646162991;0.045109973776561035;0.19850723538370085;0.11381404140581364
"adj population";0.34241774027088523;0.20054213349085914;0.2516012439682835;0.17879594566477827;0.026642936605193686;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.052622997911626e-15;1.1572358588326992e-15;1.1288124078394635e-15;1.3682059027536272e-15;3.0822729255259625e-15;7.78915009286338e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8603593811739185;0.7157637193883076;0.8793003427535518;0.6458405364803887;1.0;0.8014927646162991;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0400799988279413;0.044364395665829406;0.04967025301378991;0.04060926026442674;0.10402181536945289;0.04515034835724118;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9599200011720587;0.9556356043341706;0.9503297469862101;0.9593907397355732;0.8959781846305471;0.19850723538370085;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05975433295471633;0.013338063314470516;0.060736367819503645;0.035557623867085025;0.0;0.08469319397788776;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2014 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2916355200002153;0.0013604660540379235;0.016537041234229753;0.008472617631980726;0.0008579980760131941;0.0;0.3188636429964769;0.3188636429964769;0.020966277151647644;0.9146088819020285;0.0434122830700947;0.08539111809797151;0.020966277151647617
"2.1. Área Úmida Natural não Florestal";0.015529010072932975;0.19553668393747697;0.0;0.0055217794923340495;0.0;0.0;0.216587473502744;0.216587473502744;0.011562564066388965;0.9028069849801339;0.05083587353643714;0.0971930150198661;0.011562564066388975
"2.2. Formação Campestre (Campo)";0.029727954474308475;0.01916508948250097;0.1911112976456763;0.04849310670354775;0.0;0.0;0.28849744830603347;0.28849744830603347;-0.06678951253667528;0.6624367001088635;0.038147798999350786;0.33756329989113654;0.06678951253667526
"3.1. Pastagem";0.002937435600667793;0.0009065619736964909;0.014059596889452164;0.1189696483880348;0.0;0.0;0.13687324285185123;0.13687324285185123;0.04602137135016185;0.8691958041558573;0.05735726348559212;0.1308041958441427;0.04602137135016185
"3.2. Agricultura";0.0;0.0;0.0;0.0014374619861157597;0.0;0.0;0.0014374619861157597;0.0014374619861157597;-0.0005794639101025656;0.0;0.0;1.0;0.0005794639101025656
"5.1. Rio, Lago e Oceano";0.0;0.011181236121420603;0.0;0.0;0.0;0.026559494235358624;0.03774073035677923;0.03774073035677923;-0.011181236121420607;0.7037355659066581;0.06959082076019402;0.2962644340933419;0.011181236121420607
"total";0.3398299201481245;0.22815003756913296;0.2217079357693582;0.18289461420201308;0.0008579980760131941;0.026559494235358624;0.9999999999999999;0.9999999999999999;0;0.8238126442067619;0.046335637868889265;0.17618735579323808;0.07855021256819844
"adj population";0.33982992014812424;0.22815003756913285;0.22170793576935796;0.18289461420201303;0.0008579980760131941;0.026559494235358617;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.048119194720496e-15;1.0994575258918717e-15;1.1823047994724292e-15;1.3517123413258997e-15;1.983886129596901e-14;3.0649966515644738e-15;2.758545180894418e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8581808213741088;0.857053042904831;0.861995746712867;0.6504819669354994;0.0;1.0;0.823812644206762;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04013382065577615;0.04780299627995625;0.05255442629567319;0.040827709438953586;0.0;0.10400694107903967;0.04642620175405262;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9598661793442238;0.9521970037200438;0.9474455737043268;0.9591722905610465;1.0;0.8959930589209604;0.17618735579323797;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05445624599252319;0.04210157913053403;0.061193276247363815;0.03580718892763288;0.0017159961520263882;0.0;0.09763714322504015;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2015 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.290233406598624;0.001359213751563924;0.014241245420032689;0.007599086532715429;0.0;0.0;0.31343295230293605;0.31343295230293605;0.025254281160803804;0.9259824293079132;0.0441509663067308;0.07401757069208681;0.025254281160803804
"2.1. Área Úmida Natural não Florestal";0.006657198908115572;0.15114028954093192;0.0;0.006420702568730681;0.0;0.0;0.16421819101777818;0.16421819101777818;0.03231518411589485;0.9203626504725626;0.058375303581782105;0.0796373495274374;0.032315184115894846
"2.2. Formação Campestre (Campo)";0.03973349677345437;0.03195720050619849;0.22130221926164928;0.04869592271248604;0.0;0.0;0.3416888392537881;0.3416888392537881;-0.09198657154850645;0.6476717815687205;0.034159957604604566;0.3523282184312795;0.0919865715485064
"3.1. Pastagem";0.0020631311835459173;0.0009057274877502048;0.014158803023599769;0.12453209203602969;0.0;0.0;0.14165975373092557;0.14165975373092557;0.046025115325107675;0.8790929586999784;0.05671964884879333;0.12090704130002161;0.046025115325107696
"3.2. Agricultura";0.0;0.0;0.0;0.00043706520607142586;0.0008572082929016721;0.0;0.001294273498973098;0.001294273498973098;-0.00043706520607142586;0.6623084638461639;0.30132774798992307;0.33769153615383607;0.0004370652060714258
"5.1. Rio, Lago e Oceano";0.0;0.011170943847228486;0.0;0.0;0.0;0.02653504634837137;0.03770599019559986;0.03770599019559986;-0.011170943847228488;0.7037355659066581;0.06983735073893844;0.2962644340933419;0.011170943847228488
"total";0.33868723346373986;0.19653337513367303;0.24970226770528173;0.18768486905603327;0.0008572082929016721;0.02653504634837137;0.9999999999999999;0.9999999999999999;0;0.8146002620785077;0.04615490920233825;0.18539973792149234;0.10359458060180633
"adj population";0.3386872334637395;0.19653337513367283;0.2497022677052813;0.18768486905603324;0.0008572082929016721;0.026535046348371363;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0465680643854903e-15;1.154025578609873e-15;1.1187768681799823e-15;1.3337362426300843e-15;1.979271976041023e-14;3.057843425053059e-15;2.7503669939268718e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8569363646524829;0.7690311604231758;0.8862643551273133;0.6635169508462117;1.0;1.0;0.8146002620785079;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04021080923628477;0.04705904772380982;0.050408237074663235;0.040914453248854316;0.5334763515242512;0.10450064675079199;0.04636386598195227;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597891907637153;0.9529409522761901;0.9495917629253368;0.9590855467511457;0.4665236484757488;0.895499353249208;0.1853997379214921;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04639909140862408;0.02615580295369252;0.056800096887264895;0.03425532338979176;0.0;0.0;0.08180515731968663;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2016 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.28937314553780763;0.0013558966570311806;0.014899711187774422;0.005854113900767886;0.0;0.0;0.31148286728338115;0.31148286728338115;0.026719352549962917;0.9290178559790305;0.04437806122204548;0.07098214402096947;0.026719352549962938
"2.1. Área Úmida Natural não Florestal";0.006629852588488191;0.15003015594135588;0.0;0.005236579772787599;0.0;0.0;0.16189658830263168;0.16189658830263168;0.03391541188274111;0.9267036292383507;0.06021709762069925;0.0732963707616493;0.03391541188274108
"2.2. Formação Campestre (Campo)";0.03923602346535663;0.03177640404026481;0.21422710153046667;0.04690000557993099;0.0;0.0;0.3321395346160191;0.3321395346160191;-0.08434675130771663;0.64499127385763;0.03372490254872845;0.35500872614237;0.0843467513077166
"3.1. Pastagem";0.002963198241691601;0.0015058618403577314;0.018665970590061396;0.1324408936630592;0.0;0.0;0.15557592433516992;0.15557592433516992;0.03529166715123647;0.8512942746702309;0.05431842798401923;0.1487057253297691;0.03529166715123644
"3.2. Agricultura";0.0;0.0;0.0;0.0004359985698607167;0.0008551163180827486;0.0;0.0012911148879434652;0.0012911148879434652;-0.0004359985698607167;0.6623084638461639;0.30132774798992307;0.33769153615383607;0.0004359985698607166
"5.1. Rio, Lago e Oceano";0.0;0.01114368170636316;0.0;0.0;0.0;0.026470288868492287;0.037613970574855445;0.037613970574855445;-0.011143681706363161;0.7037355659066581;0.0698347595225155;0.2962644340933419;0.011143681706363158
"total";0.3382022198333441;0.19581200018537276;0.24779278330830248;0.19086759148640636;0.0008551163180827486;0.026470288868492287;1.0;1.0;0;0.8133967018592643;0.04623977282711257;0.18660329814073573;0.09592643158394046
"adj population";0.3382022198333438;0.19581200018537262;0.24779278330830215;0.1908675914864064;0.0008551163180827486;0.02647028886849228;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.041122483558818e-15;1.157631553402082e-15;1.1078839714979844e-15;1.3188136686622877e-15;1.969257816173852e-14;3.042347760683275e-15;2.7360377599542967e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8556216623309039;0.7661949002069545;0.864541326306208;0.6938888505463833;1.0;1.0;0.8133967018592643;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.040228880180232233;0.04802933909568195;0.048543648604753326;0.04254840800987869;0.5334763515242512;0.10449796369918764;0.04638237111119601;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597711198197678;0.951970660904318;0.9514563513952466;0.9574515919901213;0.4665236484757488;0.8955020363008124;0.18660329814073573;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04421944349114704;0.023732864722551594;0.06713136355567162;0.04627006134422146;0.0;0.0;0.09067686655679585;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2017 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2885027431490338;0.001356133273536131;0.0166365569380802;0.007663541851076573;0.0;0.0;0.3141589752117267;0.3141589752117267;0.02166203902738122;0.9183336014977705;0.043890031485199855;0.08166639850222945;0.021662039027381175
"2.1. Área Úmida Natural não Florestal";0.006767486268342907;0.15084251257839762;0.0;0.0011513824046957349;0.0;0.0;0.15876138125143627;0.15876138125143627;0.03827683394286779;0.9501209386651958;0.06036441152854651;0.04987906133480424;0.038276833942867766
"2.2. Formação Campestre (Campo)";0.03758706947454505;0.03220716377318361;0.2125698840345708;0.051376323556593786;0.0;0.0;0.33374044083889326;0.33374044083889326;-0.08843532612228072;0.6369317530121701;0.0342274576377291;0.3630682469878299;0.08843532612228072
"3.1. Pastagem";0.002963715347186174;0.0006024498508695744;0.016098673743961536;0.13387815965950253;0.0;0.0;0.15354299860151982;0.15354299860151982;0.04096248352599176;0.8719261762429679;0.055308875310743695;0.12807382375703213;0.040962483525991744
"3.2. Agricultura";0.0;0.0;0.0;0.00043607465564293973;0.0008552655437877177;0.0;0.0012913401994306575;0.0012913401994306575;-0.00043607465564293973;0.6623084638461639;0.30132774798992307;0.33769153615383607;0.00043607465564293984
"5.1. Rio, Lago e Oceano";0.0;0.012029955718317123;0.0;0.0;0.0;0.026474908178676884;0.03850486389699401;0.03850486389699401;-0.012029955718317123;0.6875730881558505;0.06913308888582088;0.3124269118441495;0.012029955718317123
"total";0.3358210142391079;0.19703821519430403;0.24530511471661254;0.19450548212751156;0.0008552655437877177;0.026474908178676884;0.9999999999999999;0.9999999999999999;0;0.8131234731439694;0.046338438843913;0.18687652685603062;0.10090135649624074
"adj population";0.3358210142391076;0.19703821519430392;0.24530511471661223;0.19450548212751154;0.0008552655437877177;0.02647490817867688;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0437027360504001e-15;1.14546272907362e-15;1.119629210972654e-15;1.3114150679065669e-15;1.9698844882636733e-14;3.0433403814465135e-15;2.7362395008086488e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8590967536761023;0.7655495276875514;0.8665530039197962;0.6883001866843851;1.0;1.0;0.8131234731439692;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04045110755217402;0.04670740801663951;0.05006475515100421;0.04196045943500242;0.5334763515242512;0.10479950774782963;0.04646097746216894;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9595488924478259;0.9532925919833605;0.9499352448489958;0.9580395405649976;0.4665236484757488;0.8952004922521704;0.18687652685603084;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.051312464125385815;0.015837737346077296;0.06547046136408347;0.039329677884034575;0.0;0.0;0.08597517035979058;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2018 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.28723756646733906;0.001355879331322599;0.01680426223519119;0.009268723441411589;0.0;0.0;0.31466643147526446;0.31466643147526446;0.02127855596175751;0.9128319316447913;0.04362307409464721;0.08716806835520874;0.021278555961757484
"2.1. Área Úmida Natural não Florestal";0.00819106095825709;0.20291565937483633;0.0;0.00595670201914365;0.0;0.0;0.21706342235223705;0.21706342235223705;0.021893918999920083;0.9348219850950168;0.05330844722029854;0.0651780149049832;0.02189391899992013
"2.2. Formação Campestre (Campo)";0.03749841945758876;0.023978256332753405;0.16973944841236993;0.0453616323315789;0.0;0.0;0.276577756534291;0.276577756534291;-0.07491607671739373;0.6137133026868162;0.036277617584820614;0.38628669731318377;0.07491607671739373
"3.1. Pastagem";0.0030179405538370437;0.0;0.015117969169336158;0.1350878845818223;0.0;0.0;0.1532237943049955;0.1532237943049955;0.042887141067612294;0.8816377716957378;0.05543941892917268;0.11836222830426224;0.042887141067612294
"3.2. Agricultura";0.0;0.0;0.0;0.0004359929986513445;0.0008551053913679038;0.0;0.0012910983900192483;0.0012910983900192483;-0.0004359929986513445;0.6623084638461639;0.30132774798992307;0.33769153615383607;0.0004359929986513445
"5.1. Rio, Lago e Oceano";0.0;0.010707546313244828;0.0;0.0;0.0;0.026469950629948346;0.037177496943193174;0.037177496943193174;-0.010707546313244828;0.7119885093500016;0.07108601090015597;0.2880114906499984;0.010707546313244828
"total";0.33594498743702195;0.23895734135215718;0.20166167981689728;0.1961109353726078;0.0008551053913679038;0.026469950629948346;1.0;1.0;0;0.8223056148576837;0.046858094978918206;0.17769438514231628;0.08605961602928991
"adj population";0.3359449874370216;0.23895734135215704;0.2016616798168972;0.19611093537260776;0.0008551053913679038;0.026469950629948343;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0432042609959524e-15;1.0807692552127435e-15;1.2031063851277572e-15;1.3069164629543052e-15;1.9689436664725384e-14;3.0418868744181752e-15;2.7365319903434317e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8550136992926144;0.849171062193041;0.8417040290772557;0.6888340230755486;1.0;1.0;0.8223056148576838;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.040299748102235425;0.047318010491163916;0.052669650726091866;0.0417142360462059;0.5334763515242512;0.10478985599206168;0.04687751326411572;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597002518977645;0.9526819895088361;0.9473303492739081;0.9582857639537941;0.4665236484757488;0.8952101440079383;0.17769438514231617;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.054857730015850814;0.028295525954801448;0.0638444628090547;0.03627181944634639;0.0;0.0;0.09163476911302668;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: Todos "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.30686830827212375;0.0013832083615217428;0.019348735678648275;0.01141657936928651;2.516305150767701e-05;0.0;2.9317184203075628e-05;0.339071311917291;0.339071311917291;0.020473733207313216;0.9050258676764074;0.007169571948043945;0.09497413232359264;0.020473733207313438
"2.1. Área Úmida Natural não Florestal";0.011032372198440579;0.17649706004413726;0.0;0.002330702700416469;0.0;0.0;0.0;0.1898601349429943;0.1898601349429943;0.030312314950650072;0.929616215100297;0.00959235476593908;0.07038378489970298;0.03031231495065001
"2.2. Formação Campestre (Campo)";0.03650268643643516;0.02902202909230874;0.22980797472803277;0.034220253495899924;0.0;0.0;0.00021538399451885738;0.32976832774719544;0.32976832774719544;-0.06663106005726233;0.6968770357601175;0.006292649228662377;0.3031229642398825;0.06663106005726233
"3.1. Pastagem";0.00445934736947641;0.0007001326443748934;0.01377601645942584;0.08283820634465063;0.00015263943349293584;0.0;0.0;0.1019263422514207;0.1019263422514207;0.029326393678548262;0.8127261757349695;0.009456244161781837;0.18727382426503048;0.029326393678548293
"3.2. Agricultura";0.0;0.0;2.6587315609173153e-05;0.0004469940197154847;0.00010065220603070804;0.0;0.0;0.0005742335413553659;0.0005742335413553659;-0.000295778850324045;0.17528095936914134;0.014441764043898866;0.8247190406308587;0.00029577885032404497
"3.3 Mosaico de Agricultura ou Pastagem";0.00011357379283381143;0.0;0.00017795350821702603;0.0;0.0;0.00014205944969232975;0.0;0.0004335867507431672;0.0004335867507431672;-0.0002915273010508375;0.32763789356764245;0.016411549096117126;0.6723621064323575;0.00029152730105083745
"5.1. Rio, Lago e Oceano";0.0005687570552947233;0.012570019751301644;0.0;0.0;0.0;0.0;0.025227286042376455;0.03836606284897282;0.03836606284897282;-0.01289407562787437;0.6575416962038351;0.011171702150112497;0.34245830379616493;0.012894075627874434
"total";0.35954504512460445;0.22017244989364432;0.2631372676899331;0.131252735929969;0.0002784546910313209;0.00014205944969232975;0.025471987221098388;0.9999999999999999;0.9999999999999999;0;0.821481547087049;0.007735181731052197;0.178518452912951;0.08011244183651169
"adj population";0.35954504512460744;0.220172449893655;0.2631372676899453;0.13125273592997014;0.00027845469103132095;0.00014205944969232975;0.0254719872210985;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.189356533482037e-18;5.644357399080435e-18;5.607693858148867e-18;7.712313948720021e-18;1.4544296447322145e-16;2.198713672804352e-16;1.5421389371648487e-17;4.0488944286473646e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8534905776987574;0.8016309948378979;0.8733387586847933;0.6311350826915336;0.3614670870076545;1.0;0.9903933220208574;0.8214815470870487;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.006662363560590716;0.008009590958488277;0.008279249370972411;0.007160663205987071;0.03622555467199894;0.058691892050532844;0.017610841044312847;0.007744354797418861;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9933376364394093;0.9919904090415117;0.9917207506290275;0.9928393367940129;0.963774445328001;0.9413081079494672;0.9823891589556871;0.17851845291295132;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06440600729033452;0.026726149797714094;0.0666585859238007;0.038176271813540164;0.00035560497000122575;0.0;0.0004894023574438661;0.09840601107641728;NaN;NaN;NaN;NaN;NaN;NaN
