"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pampa  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"producer's accuracy";0.9143463960226177;0.4536293002740041;0.5512643222937548;0.8228594131582778;0.8900379202995807;0.8555544045811216;0.9863746767285746;0.840229904688072;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06566978892927752;0.09036484908228665;0.10976182938292388;0.01811020662671286;0.04107006141169333;0.1183883278113776;0.12040514256204515;0.03176023831467036;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9343302110707224;0.9096351509177134;0.8902381706170761;0.9818897933732872;0.9589299385883067;0.8816116721886224;0.8795948574379548;0.15977009531192798;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.011931067897214376;0.0019168764875497;0.008088221807214139;0.054631146441607825;0.05133810038287817;0.0;0.0005946483736927327;0.06425003069507848;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06452041225091641;0.007231274040578184;0.0;0.014404460921694144;0.004726590854723511;0.0;0.0;0.09088273806791226;0.09088273806791226;-0.02133072099491906;0.7099303302537326;0.049826537252441884;0.29006966974626736;0.02133072099491906
"1.2. Floresta Plantada";0.000957128357929531;0.007227265597370972;0.0;0.0;0.0;0.0;0.0;0.008184393955300504;0.008184393955300504;0.007602268513957422;0.8830544615573324;0.19988121695572772;0.11694553844266764;0.007602268513957424
"2.1. Área Úmida Natural não Florestal";0.00021583341375452347;0.0;0.004961333160837993;0.005744579533964677;0.00029186786372997254;0.0;0.0;0.011213613972287166;0.011213613972287166;-0.0022136969448358175;0.4424383765215401;0.0832162301545222;0.55756162347846;0.002213696944835815
"2.2. Formação Campestre (Campo)";0.002766993613629015;0.0005297515453656513;0.000296088160572935;0.5221680870290969;0.019587101317980863;0.001060230107881837;0.0;0.5464082517745272;0.5464082517745272;0.09002354466823327;0.9556372645056012;0.023575710435888037;0.04436273549439884;0.09002354466823326
"3.2.1. Lavoura Temporária";0.0010916494367637153;0.0007983712859431181;0.003376328700070661;0.09339259743775005;0.21283572701029288;0.0;0.0002969178375105062;0.31179159170833093;0.31179159170833093;-0.07306875758723166;0.6826217661744791;0.02935755679639253;0.3173782338255209;0.07306875758723164
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007163444339663052;0.0;0.007163444339663052;0.007163444339663052;0.001060230107881837;1.0;0.17756563301937955;0.0;0.0010602301078818368
"5.1. Rio, Lago e Oceano";0.0;0.0;0.00036616700596976194;0.0007220715202546675;0.0012815470743720641;0.0;0.021986180581381177;0.02435596618197767;0.02435596618197767;-0.0020728677630859876;0.9027020491451483;0.10619255496438006;0.09729795085485171;0.002072867763085986
"total";0.0695520170729932;0.015786662469257928;0.008999917027451352;0.6364317964427605;0.2387228341210993;0.008223674447544889;0.022283098418891683;1.0000000000000002;1.0000000000000002;0;0.8408624499695596;0.03299123933104975;0.1591375500304404;0.09868604329007251
"adj population";0.06955201707299322;0.015786662469257924;0.00899991702745135;0.6364317964427615;0.2387228341210996;0.008223674447544889;0.022283098418891686;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1372760834714336e-15;2.2104659200560704e-15;2.6412422474075493e-15;5.724451190867543e-16;6.340889347761049e-16;3.1613110602592444e-15;1.9412456293171854e-15;1.2298074994374344e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9276569532585054;0.45780833101644813;0.5512643222937548;0.8204619724339304;0.8915599875222896;0.871075865825603;0.9866751996545156;0.8408624499695595;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06672194179305482;0.09091462007198524;0.10940234710336945;0.018428720620245028;0.040535842821529264;0.14522691222876544;0.118337425373127;0.032297174497616175;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9332780582069452;0.9090853799280147;0.8905976528966305;0.981571279379755;0.9594641571784708;0.8547730877712345;0.881662574626873;0.1591375500304405;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.010063209644153581;0.0019142567158590626;0.008077167733226717;0.048480329490860674;0.051774214221612824;0.0;0.0005938356750210122;0.060451506740366936;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1999 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06469210539286746;0.0076088024510044035;0.0;0.014842299851328363;0.0039051390546915765;0.0;0.0;0.09104834674989179;0.09104834674989179;-0.02130899903068846;0.7105247673587697;0.049505447746165034;0.2894752326412303;0.02130899903068846
"1.2. Floresta Plantada";0.0015056515307826296;0.007396748264056096;0.0;0.0;0.0;0.0;0.0;0.008902399794838726;0.008902399794838726;0.007468325776659788;0.8308712745460444;0.18934523104718612;0.16912872545395563;0.007468325776659792
"2.1. Área Úmida Natural não Florestal";0.0002164147371233331;0.0;0.004974695961604911;0.005758081901754779;0.00029265397745925707;0.0;0.0;0.011241846577942279;0.011241846577942279;-0.0022176892718686605;0.4425159093850117;0.08444890347657505;0.5574840906149883;0.002217689271868658
"2.2. Formação Campestre (Campo)";0.0027744462041291076;0.0008983316086159402;0.00029688564120382874;0.5083415824689068;0.020231357456758987;0.0010630857201214148;0.0;0.533605689099736;0.533605689099736;0.09526713537660968;0.9526539781210859;0.024187068062615894;0.047346021878914124;0.09526713537660969
"3.2.1. Lavoura Temporária";0.0005507298543008138;0.00046684324782207546;0.003385422467064339;0.09920684391452307;0.22001582944166606;0.0;0.00029771755278423855;0.3239233864781606;0.3239233864781606;-0.07884791725432183;0.6792218117801754;0.02863267781297013;0.3207781882198246;0.07884791725432186
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.00718273828272485;0.0;0.00718273828272485;0.00718273828272485;0.0010630857201214148;1.0;0.17806442373103226;0.0;0.001063085720121414
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0003671532362005425;0.0007240163398327582;0.0006304892932628631;0.0;0.02237393414740783;0.024095593016703994;0.024095593016703994;-0.0014239413165119251;0.9285488069082741;0.10923218808804182;0.07145119309172587;0.0014239413165119258
"total";0.06973934771920333;0.016370725571498518;0.009024157306073621;0.6288728244763457;0.24507546922383874;0.008245824002846264;0.02267165170019207;1.0000000000000002;1.0000000000000002;0;0.8349776339592343;0.03323453331857625;0.1650223660407657;0.1037985468733909
"adj population";0.06973934771920337;0.016370725571498514;0.009024157306073621;0.6288728244763472;0.24507546922383913;0.008245824002846265;0.022671651700192072;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1396476223762188e-15;2.151732725954129e-15;2.6464944728241648e-15;5.728998509417237e-16;6.33410814533414e-16;3.1675787620217743e-15;1.9233867577217627e-15;1.2235151006373186e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9276270499882222;0.4518277599701419;0.5512643222937548;0.8083376521989108;0.8977472536866409;0.871075865825603;0.9868682901130792;0.8349776339592343;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06638099175427783;0.08996438178895545;0.11104259728613253;0.0186016966735771;0.04014299545385341;0.14563464894022932;0.11760110770166575;0.03250746914827331;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9336190082457222;0.9100356182110445;0.8889574027138675;0.9813983033264229;0.9598570045461466;0.8543653510597706;0.8823988922983342;0.1650223660407657;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.010094484652671737;0.0030113030615652597;0.00809892268893742;0.05052821326165846;0.050119279564345365;0.0;0.0005954351055684759;0.061223819167373364;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2000 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06492558770309528;0.007898965207898435;0.0;0.01810969688182707;0.004168398402569649;0.0;0.0;0.09510264819539042;0.09510264819539042;-0.025697322747719575;0.6826895878830237;0.04743725423719639;0.3173104121169763;0.025697322747719548
"1.2. Floresta Plantada";0.0009551096858568085;0.0075441028100086205;0.0;0.0;0.0;0.0;0.0;0.00849921249586543;0.00849921249586543;0.008827219326412342;0.887623743220747;0.19853136953989314;0.112376256779253;0.00882721932641234
"2.1. Área Úmida Natural não Florestal";0.00021537820115832674;0.0;0.0055404151916573;0.00481861790257531;0.00029125228745897853;0.0;0.0;0.010865663582849915;0.010865663582849915;-0.0018847282113171474;0.5099012268705014;0.10721381370278173;0.49009877312949857;0.0018847282113171465
"2.2. Formação Campestre (Campo)";0.0027611577686381533;0.0005286342504477318;0.0002954636833062648;0.5034767272996529;0.019282867329927247;0.0010579939846997065;0.0;0.527402844316672;0.527402844316672;0.09327060250005577;0.9546340766363921;0.024308388113160086;0.045365923363607896;0.09327060250005581
"3.2.1. Lavoura Temporária";0.0005480920889222935;0.0013547295539229817;0.002452226271247348;0.09296223793886228;0.2286187443793311;0.0;0.00029629161037857566;0.3262323218426646;0.3262323218426646;-0.07357055260526961;0.7007850818950722;0.029190380772997272;0.29921491810492784;0.07357055260526962
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007148335974193387;0.0;0.007148335974193387;0.007148335974193387;0.0010579939846997065;1.0;0.1784065393935363;0.0;0.0010579939846997065
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0006928302253218551;0.0013061667938102125;0.0003005068381080217;0.0;0.022449469735122345;0.024748973592362434;0.024748973592362434;-0.002003212246861514;0.9070869000422012;0.10527753118589836;0.09291309995779884;0.0020032122468615146
"total";0.06940532544767088;0.01732643182227777;0.008980935371532769;0.6206734468167278;0.252661769237395;0.008206329958893093;0.02274576134550092;1.0;1.0;0;0.8397033830930611;0.03358769747846655;0.16029661690693886;0.10315581581116785
"adj population";0.0694053254476709;0.01732643182227777;0.008980935371532769;0.6206734468167291;0.2526617692373955;0.008206329958893093;0.022745761345500923;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1310096411606154e-15;2.078013191934742e-15;2.6265442052214426e-15;5.658414974233376e-16;6.222723214788301e-16;3.143708336506325e-15;1.9088728251355642e-15;1.2076262018860856e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9354554176400607;0.4354100652338962;0.6169084802924846;0.8111781322076109;0.9048410650703803;0.871075865825603;0.9869737659743281;0.8397033830930613;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06726537662142629;0.08430115233375535;0.13192438908955811;0.018853905125109708;0.04010106251139447;0.14592019979693435;0.11680449337454168;0.033002418056529204;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9327346233785737;0.9156988476662447;0.8680756109104419;0.9811460948748902;0.9598989374886056;0.8540798002030656;0.8831955066254583;0.16029661690693875;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.008959475489151186;0.0019102193717136177;0.006881040359750937;0.047852234034038155;0.04808604971612773;0.0;0.0005925832207571494;0.057140801095769383;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2001 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06453733840559353;0.007458019333159083;0.0003280490429807775;0.017391661487750378;0.0035653429340450275;0.0;0.0;0.0932804112035288;0.0932804112035288;-0.023928254642325474;0.6918637854713069;0.04796390600715541;0.3081362145286931;0.02392825464232548
"1.2. Floresta Plantada";0.0009568993557092676;0.007741363200465957;0.0;0.0;0.0;0.0;0.0;0.008698262556175224;0.008698262556175224;0.008408046559071597;0.889989598551503;0.19338337792278446;0.11001040144849705;0.008408046559071595
"2.1. Área Úmida Natural não Florestal";0.00021578177352200154;0.0;0.00555079673650544;0.005377305511033224;0.00029179803151962796;0.0;0.0;0.011435682052580295;0.011435682052580295;-0.002437918342355831;0.48539271299983233;0.1004583461080858;0.5146072870001677;0.0024379183423558336
"2.2. Formação Campestre (Campo)";0.0030930179309223834;0.0005496585562784013;0.0009772755560562773;0.5162928529009478;0.022275377529997503;0.0010599764375703437;0.0;0.5442481589117728;0.5442481589117728;0.07535706770255939;0.94863500123414;0.023147337228914266;0.05136499876585998;0.07535706770255923
"3.2.1. Lavoura Temporária";0.0005491190954561405;0.0013572680253433782;0.0017755629777112065;0.07982150795694354;0.22786890896795198;0.0;0.00029684679704507395;0.3116692138204513;0.3116692138204513;-0.05707061428088971;0.7311242139534014;0.030483570277962065;0.26887578604659856;0.057070614280889664
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007161730416295381;0.0;0.007161730416295381;0.007161730416295381;0.0010599764375703437;1.0;0.1784782472414025;0.0;0.0010599764375703443
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0003660793969707603;0.0007218987576570939;0.0005971720760475393;0.0;0.021821390808519213;0.023506541039194605;0.023506541039194605;-0.0013883034336303196;0.9283114334914019;0.1092545512717751;0.07168856650859812;0.0013883034336303196
"total";0.06935215656120332;0.01710630911524682;0.008997763710224461;0.619605226614332;0.25459859953956165;0.008221706853865725;0.022118237605564285;1.0;1.0;0;0.8509743814362797;0.03325009771469149;0.14902561856372032;0.08482509069920124
"adj population";0.06935215656120333;0.017106309115246823;0.008997763710224461;0.6196052266143333;0.2545985995395621;0.008221706853865723;0.02211823760556429;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1371262463903657e-15;2.0893269619136655e-15;2.6408579505565513e-15;5.682881223336573e-16;6.240886910072267e-16;3.160848435808773e-15;1.9409679073931433e-15;1.2161504315403383e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9305743556602928;0.4525443301831892;0.6169084802924846;0.8332609712188725;0.8950124210425746;0.871075865825603;0.986579093581561;0.8509743814362795;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06715334459367672;0.08506087084978124;0.13190241596388597;0.01888745265496686;0.039149995523974676;0.14597869955411247;0.117742630529387;0.0327738855577162;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9328466554063233;0.9149391291502188;0.868097584036114;0.9811125473450332;0.9608500044760253;0.8540213004458875;0.8822573694706131;0.14902561856372054;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.009629636311219575;0.0019137987114185347;0.006893933947438043;0.05591061202164993;0.05345938114321935;0.0;0.0005936935940901444;0.06420052786451778;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2002 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06450653859329591;0.006558078543465215;0.0;0.016260190756686322;0.005623591931809904;0.0;0.0;0.09294839982525735;0.09294839982525735;-0.023629340901131904;0.6940037560040622;0.04788420205304053;0.30599624399593783;0.023629340901131904
"1.2. Floresta Plantada";0.0009564426848692288;0.0075102758913717016;0.0;0.00010783939689260896;0.0;0.0;0.0;0.008574557973133539;0.008574557973133539;0.008665586588233704;0.8758790732890807;0.1958166598394839;0.12412092671091934;0.008665586588233704
"2.1. Área Úmida Natural não Florestal";0.0002156787937852179;0.0;0.005182242983993857;0.005923596278424008;0.0002916587737686631;0.0;0.0;0.011613176829971747;0.011613176829971747;-0.002619707214301225;0.44623818786770886;0.09223888603986119;0.5537618121322911;0.002619707214301225
"2.2. Formação Campestre (Campo)";0.003091541818425973;0.001750931288473064;0.001342713850040387;0.5064462211028863;0.021134825111626777;0.001059470574203127;0.0;0.5348257037456555;0.5348257037456555;0.08066154039094531;0.9469369507785185;0.02356271453384146;0.05306304922148153;0.08066154039094531
"3.2.1. Lavoura Temporária";0.0005488570337491207;0.001420858838057264;0.0021026080924701983;0.08560912893807249;0.2306459594937604;0.0;0.0002967051298202393;0.3206241175259297;0.3206241175259297;-0.062167485632945954;0.7193655963048615;0.0295715701586741;0.2806344036951385;0.062167485632945885
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.0071583125506381115;0.0;0.0071583125506381115;0.0071583125506381115;0.001059470574203127;1.0;0.1786064012153663;0.0;0.0010594705742031276
"5.1. Rio, Lago e Oceano";0.0;0.0;0.00036590468916608044;0.001140267663639202;0.000760596582018023;0.0;0.021988962614589044;0.024255731549412348;0.024255731549412348;-0.001970063805003066;0.9065470802146051;0.10562541400964504;0.09345291978539494;0.0019700638050030653
"total";0.06931905892412545;0.017240144561367243;0.008993469615670522;0.6154872441366008;0.2584566318929838;0.008217783124841239;0.022285667744409283;1.0000000000000002;1.0000000000000002;0;0.8434385132305354;0.03312483385297746;0.15656148676946458;0.09038659755338212
"adj population";0.06931905892412547;0.017240144561367243;0.008993469615670524;0.6154872441366023;0.2584566318929841;0.008217783124841239;0.02228566774440929;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.136187607624693e-15;2.115875057271067e-15;2.638678059225315e-15;5.67207980401278e-16;6.214979322842148e-16;3.1582393192892264e-15;1.939365739008947e-15;1.2177051695104742e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9305743556602928;0.4356271993334197;0.5762228823194268;0.8228378832015015;0.8923971414641871;0.871075865825603;0.986686280473033;0.8434385132305354;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0670124570738146;0.08366881052489523;0.12354418813982852;0.018977763970584177;0.03860473968921422;0.1460862648436441;0.11703524528215407;0.0326657302255614;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9329875429261854;0.9163311894751047;0.8764558118601715;0.9810222360294159;0.9613952603107858;0.8539137351563559;0.882964754717846;0.15656148676946458;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.009625040661659062;0.002128564163523675;0.00762245326335333;0.056758965285538476;0.05562134479844677;0.0;0.0005934102596404783;0.06617488921608089;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06452298781877461;0.007164091664414154;0.0;0.015911775713752165;0.002986126592040334;0.0;0.0;0.09058498178898128;0.09058498178898128;-0.020852515411353665;0.7122923308532714;0.04951396704818572;0.28770766914672863;0.020852515411353675
"1.2. Floresta Plantada";0.0009621467515560737;0.007376018610867295;0.0;0.00021696506659816473;0.0;0.0;0.0;0.008555130429021533;0.008555130429021533;0.008132887964881048;0.8621748869947861;0.1905414556265962;0.13782511300521394;0.00813288796488105
"2.1. Área Úmida Natural não Florestal";0.00021696506659816473;0.0;0.005029105585612237;0.004557596504673216;0.0002933981786715375;0.0;0.0;0.010097065335555157;0.010097065335555157;-0.0012340035901829928;0.4980759674697824;0.10728085379637667;0.5019240325302177;0.0012340035901829954
"2.2. Formação Campestre (Campo)";0.003478236413973926;0.0019694087697868195;0.0013507215743537658;0.4933412615735931;0.023787895622896387;0.001065789082257617;0.0;0.5249933130368616;0.5249933130368616;0.07674177078106817;0.9397096102421288;0.0241739531821279;0.060290389757871155;0.07674177078106814
"3.2.1. Lavoura Temporária";0.0005521303267248278;0.0001784993488343139;0.0021151477009229407;0.08688611314403165;0.2444360829688677;0.0;0.0002984746303596835;0.33446644811974113;0.33446644811974113;-0.06266521885454832;0.7308239267137435;0.029635331626545795;0.2691760732862565;0.06266521885454834
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.0072010035480183695;0.0;0.0072010035480183695;0.0072010035480183695;0.001065789082257617;1.0;0.17895271151695294;0.0;0.0010657890822576167
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0003680868844832185;0.0008213718152815066;0.00029772590271682077;0.0;0.022614873139337646;0.024102057741819193;0.024102057741819193;-0.0011887099721218624;0.938296363803778;0.10843863961574374;0.06170363619622199;0.0011887099721218618
"total";0.0697324663776276;0.016688018393902583;0.008863061745372162;0.6017350838179297;0.2718012292651928;0.008266792630275986;0.02291334776969733;1.0000000000000002;1.0000000000000002;0;0.8445213332450711;0.0337039719407062;0.15547866675492894;0.08594044782820685
"adj population";0.06973246637762762;0.016688018393902583;0.008863061745372163;0.6017350838179314;0.2718012292651931;0.008266792630275986;0.02291334776969733;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1491417136514946e-15;2.1399206487190332e-15;2.6686523254322493e-15;5.708716388904503e-16;6.201718532470335e-16;3.1941075067461304e-15;1.9394754116932782e-15;1.2282341098379669e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9252933557427654;0.44199487541087085;0.5674230565118401;0.8198645464436077;0.8993192695621502;0.871075865825603;0.9869737659743281;0.8445213332450712;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06648915147537238;0.08498954128514472;0.12444543583502753;0.019665141215302166;0.03835138279023487;0.14636772313618812;0.11509997935831576;0.033262202983866486;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9335108485246276;0.9150104587148553;0.8755545641649725;0.9803348587846978;0.9616486172097651;0.8536322768638118;0.8849000206416843;0.15547866675492883;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.01041895711770599;0.002358223636308476;0.007667912319519849;0.06330410292653699;0.054730292592650165;0.0;0.0005969492607193691;0.06953821892672042;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06368548093911686;0.00821829934647574;0.0;0.011386215874594187;0.0027421619304654477;0.0;0.0;0.08603215809065223;0.08603215809065223;-0.016300814047626174;0.7402520447297319;0.051894926719409776;0.25974795527026806;0.01630081404762619
"1.2. Floresta Plantada";0.0009593624923120039;0.007354673896073503;0.0;0.00021633721331971303;0.0;0.0;0.0;0.00853037360170522;0.00853037360170522;0.009265108861124602;0.8621748869947861;0.19129760658483574;0.13782511300521394;0.009265108861124602
"2.1. Área Úmida Natural não Florestal";0.00021633721331971303;0.0;0.004605892217485345;0.0048307401183129515;0.0002925491433348404;0.0;0.0;0.009945518692452849;0.009945518692452849;-0.0009245940081873934;0.46311231821227405;0.08752948602769958;0.536887681787726;0.0009245940081873925
"2.2. Formação Campestre (Campo)";0.004319630825703596;0.0006383289700035638;0.0021766465381014965;0.48160497433620353;0.02407049758376678;0.001062704902947439;0.0;0.5138727831567265;0.5138727831567265;0.07661705834684084;0.9372066202411007;0.024719020430338072;0.06279337975889931;0.07661705834684085
"3.2.1. Lavoura Temporária";0.0005505325725738851;0.0015841802502770147;0.0022383859286786156;0.09123724058568478;0.2545006475713201;0.0;0.0009794230270260575;0.3510904099355605;0.3510904099355605;-0.06948455370667321;0.7248863551073115;0.02851464312563975;0.2751136448926885;0.06948455370667334
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.00762533422845445;0.0;0.00762533422845445;0.00762533422845445;0.001062704902947439;1.0;0.17047422173845003;0.0;0.0010627049029474393
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0012143333754521394;0.0;0.0;0.021689088918994757;0.022903422294446897;0.022903422294446897;-0.0002349103484260819;0.9469802652267142;0.11440635162023349;0.05301973477328581;0.00023491034842608102
"total";0.06973134404302604;0.01779548246282982;0.009020924684265456;0.5904898415035673;0.2816058562288872;0.00868803913140189;0.022668511946020816;1.0000000000000002;1.0000000000000002;0;0.8410660921076489;0.03360086820434643;0.15893390789235107;0.08694487211091294
"adj population";0.06973134404302608;0.01779548246282982;0.009020924684265456;0.5904898415035686;0.28160585622888756;0.00868803913140189;0.022668511946020816;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1390191739675348e-15;2.09260231765023e-15;2.6449617981201527e-15;5.648961956364581e-16;6.11328101851597e-16;3.0719727725346854e-15;1.922282767306197e-15;1.2047063127066854e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9132977689318774;0.4132888170599207;0.5105787243206971;0.8156024718560619;0.9037477095805275;0.8776818466313742;0.9567936779724097;0.8410660921076488;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06552843224616203;0.07852343315686389;0.1009682497279427;0.020014414385430748;0.03760463395126644;0.1409514936943527;0.11545160843975984;0.03312727678572937;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.934471567753838;0.9214765668431362;0.8990317502720573;0.9799855856145693;0.9623953660487335;0.8590485063056473;0.8845483915602401;0.15893390789235118;NaN;NaN;NaN;NaN;NaN;NaN
