"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pampa  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.002207295075830145;0.00032649013594590674;0.0;0.019396816440524604;0.021930601652300655;0.021930601652300655;-0.0025337852117760513;0.8844634884191496;0.11445091015718492;0.11553651158085043;0.0025337852117760518
"total";0.07023525606489041;0.015368808593706115;0.009380374476163033;0.6681143734178002;0.21109874506003617;0.006405625946878832;0.019396816440524604;1.0000000000000002;1.0000000000000002;0;0.8220419613645414;0.030909372285530052;0.17795803863545856;0.10821649901512728
"adj population";0.07023525606489042;0.015368808593706113;0.009380374476163031;0.6681143734178008;0.2110987450600362;0.006405625946878832;0.019396816440524604;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1348907084256278e-15;2.247340456270217e-15;2.5898944366404954e-15;5.844023768601473e-16;6.604299266797668e-16;3.382658627869457e-15;2.092569187383563e-15;1.2692185720129274e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8991047274253297;0.43602961567821397;0.49068248809108356;0.8047288815973365;0.879287792574194;0.76881962116072;1.0;0.8220419613645416;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06563391085893128;0.08788698012938255;0.09834983359736296;0.01689725280719748;0.04186660065082962;0.12039482568314587;0.13008199601894918;0.0303047561273614;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9343660891410688;0.9121130198706174;0.9016501664026371;0.9831027471928026;0.9581333993491704;0.8796051743168541;0.8699180039810508;0.17795803863545845;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.014172810610037778;0.0019174307812955035;0.009555177977946522;0.06287326886935274;0.05096439100202893;0.0;0.0;0.06974153962033074;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06346178994402216;0.007594989603264865;0.0;0.017735625502228416;0.0027607644933588882;0.0;0.0;0.09155316954287433;0.09155316954287433;-0.021420393825400535;0.6931686828636011;0.048994246218870954;0.3068313171363989;0.02142039382540055
"1.2. Floresta Plantada";0.0009622980681043208;0.006726298003832426;0.0;0.0005474196382164756;0.0;0.0;0.0;0.008236015710153222;0.008236015710153222;0.007663725658836159;0.8166931973600244;0.190534109227132;0.18330680263997556;0.007663725658836157
"2.1. Área Úmida Natural não Florestal";0.0002169991886329944;0.0;0.004619985895114002;0.005215302886530946;0.0;0.0;0.0;0.010052287970277941;0.010052287970277941;-0.0006368594452305773;0.4595954581458594;0.08903282093818657;0.5404045418541406;0.0006368594452305781
"2.2. Formação Campestre (Campo)";0.004939471356608732;0.0;0.002313147021319112;0.5309538367376702;0.01874830131590822;0.0021578410633037387;0.0;0.55911259749481;0.55911259749481;0.10866264697360753;0.9496366905641022;0.022279332327998568;0.05036330943589784;0.10866264697360761
"3.2.1. Lavoura Temporária";0.0005522171601055854;0.0015784537618920866;0.00248229560861425;0.11124638576464924;0.18822329347546685;0.0;0.0;0.304082645770728;0.304082645770728;-0.09402257627069892;0.6189872920843478;0.027642543084119127;0.3810127079156522;0.09402257627069899
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.005268673350097813;0.0;0.005268673350097813;0.005268673350097813;0.0021578410633037387;1.0;0.16374290852190435;0.0;0.0021578410633037387
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0020766739391223097;0.00032771021529506096;0.0;0.01929022600664082;0.02169461016105819;0.02169461016105819;-0.0024043841544173702;0.8891713593114828;0.11373405317997339;0.11082864068851717;0.0024043841544173702
"total";0.07013277571747378;0.01589974136898938;0.009415428525047363;0.6677752444684176;0.21006006950002903;0.007426514413401552;0.01929022600664082;1.0;1.0;0;0.8185441034128444;0.031142200851874274;0.18145589658715555;0.1184842136957475
"adj population";0.07013277571747378;0.01589974136898938;0.009415428525047363;0.6677752444684182;0.21006006950002895;0.007426514413401551;0.01929022600664082;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1446608760667022e-15;2.22462351701194e-15;2.6028104051543056e-15;5.880010753417877e-16;6.653887984982114e-16;3.2850460297943928e-15;2.1030183040795996e-15;1.261354900594694e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9048806252824594;0.42304449158847945;0.49068248809108356;0.7951085954980797;0.8960450880715377;0.709440937809291;1.0;0.8185441034128444;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06672872710854691;0.08530465155603875;0.09918943761937725;0.01677080211960449;0.042773740337950526;0.11818439382083692;0.1310954566716869;0.030560844255180526;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9332712728914531;0.9146953484439613;0.9008105623806227;0.9832291978803955;0.9572262596620494;0.8818156061791631;0.8689045433283131;0.18145589658715555;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013341971546903253;0.003019435412641592;0.009590885259866722;0.05631752151427971;0.043673552049124376;0.0;0.0;0.06297168289140782;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06346568740649561;0.008416500057517295;0.0;0.019243462818782187;0.00186108643961113;0.0;0.0;0.0929867367224062;0.0929867367224062;-0.022868781274905183;0.6825240850849519;0.04824029005971744;0.3174759149150481;0.02286878127490516
"1.2. Floresta Plantada";0.0009595980117132619;0.0076205903701644226;0.0;0.0;0.0;0.0;0.0;0.008580188381877685;0.008580188381877685;0.008188296961377437;0.8881611954185015;0.19985857751755487;0.11183880458149853;0.008188296961377434
"2.1. Área Úmida Natural não Florestal";0.00021639032318314754;0.0;0.004607022944385775;0.006302005022296926;0.0;0.0;0.0;0.011125418289865848;0.011125418289865848;-0.0021022790070545265;0.4140988522276341;0.0797318466327732;0.5859011477723659;0.0021022790070545257
"2.2. Formação Campestre (Campo)";0.004925611980135977;0.0;0.0016110457148621048;0.5318086451462585;0.021522526628282704;0.0012658280278128762;0.0;0.5611336574973521;0.5611336574973521;0.09623138646913182;0.9477397016570299;0.0221763463042411;0.05226029834297008;0.09623138646913176
"3.2.1. Lavoura Temporária";0.0005506677259730482;0.0007313949155734026;0.002805070623563442;0.09887730663581912;0.195405875013932;0.0008859584742826702;0.0;0.2992562733891437;0.2992562733891437;-0.07981149543118272;0.6529716914566808;0.029062849776974455;0.34702830854331923;0.07981149543118274
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.005417285640921613;0.0;0.005417285640921613;0.005417285640921613;0.0021517865020955467;1.0;0.1598076017737207;0.0;0.002151786502095546
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0011336243433272548;0.0006552898761351236;0.0;0.019711525858969816;0.021500440078432194;0.021500440078432194;-0.0017889142194623786;0.9167963905419361;0.11509458376991985;0.08320360945806393;0.001788914219462378
"total";0.07011795544750105;0.01676848534325512;0.009023139282811322;0.6573650439664839;0.21944477795796094;0.0075690721430171585;0.019711525858969816;1.0;1.0;0;0.8280366323811278;0.03156902359889194;0.1719633676188722;0.10657146993260477
"adj population";0.07011795544750106;0.016768485343255122;0.009023139282811322;0.6573650439664845;0.219444777957961;0.007569072143017159;0.01971152585896982;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1394646251197108e-15;2.1514404106945392e-15;2.6461426873225717e-15;5.811273477757428e-16;6.527996429869409e-16;3.2702301289293022e-15;2.0663043084358234e-15;1.2507509151264631e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9051274670154046;0.4544590769034302;0.5105787243206971;0.8090004937551456;0.8904557986399928;0.7157133052192302;1.0;0.8280366323811278;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06659958359413282;0.0886125872416663;0.10417122933701334;0.01729360382817546;0.04196107964862773;0.1167287701465468;0.12707426160964638;0.03106038354058474;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9334004164058671;0.9113874127583337;0.8958287706629866;0.9827063961718245;0.9580389203513723;0.8832712298534532;0.8729257383903536;0.1719633676188722;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013304536082010876;0.0019191960234265244;0.008832232676851095;0.058650024702187276;0.04807780588805788;0.0;0.0;0.06539189768626683;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06354124008659907;0.009695913380838202;0.0;0.01624665312313009;0.0015499576619791957;0.0;0.0;0.09103376425254657;0.09103376425254657;-0.020785704183701147;0.6979964039531804;0.04927157771629215;0.3020035960468196;0.020785704183701167
"1.2. Floresta Plantada";0.0009592823736852986;0.007250636760031257;0.0;0.0;0.0;0.0;0.0;0.008209919133716556;0.008209919133716556;0.009103982607532618;0.8831556854505775;0.20709138292930718;0.11684431454942246;0.00910398260753262
"2.1. Área Úmida Natural não Florestal";0.00021631914648827515;0.0;0.004605507568552147;0.006630751743375885;0.0002925247118651971;0.0;0.0;0.011745103170281504;0.011745103170281504;-0.0027249318447340578;0.39212150815374774;0.07572778495597925;0.6078784918462523;0.002724931844734057
"2.2. Formação Campestre (Campo)";0.004980731865773773;0.00036735160037971684;0.0016105157978695821;0.5335056034256429;0.02216719876215822;0.0021510787206705864;0.0;0.5647824801724948;0.5647824801724948;0.09292365688722834;0.944621375759922;0.022292924644031403;0.055378624240078;0.09292365688722837
"3.2.1. Lavoura Temporária";0.0005504865962989893;0.0;0.002804147959125717;0.1003063422350533;0.19365848145161343;0.0;0.0;0.29731945824209144;0.29731945824209144;-0.07887935310472487;0.6513481579598723;0.029201102883406525;0.34865184204012767;0.07887935310472491
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.0054155037475290225;0.0;0.0054155037475290225;0.0054155037475290225;0.0021510787206705864;1.0;0.15945838013827743;0.0;0.0021510787206705864
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0010167865325209544;0.000771942549750504;0.0;0.019705042199068143;0.021493771281339603;0.021493771281339603;-0.0017887290822714585;0.916779188777151;0.11246940784279634;0.08322081122284897;0.0017887290822714598
"total";0.0702480600688454;0.017313901741249176;0.009020171325547447;0.6577061370597231;0.21844010513736653;0.007566582468199609;0.019705042199068143;1.0000000000000002;1.0000000000000002;0;0.827682015239036;0.03162865988813508;0.17231798476096405;0.10417871821543158
"adj population";0.07024806006884543;0.017313901741249173;0.009020171325547447;0.6577061370597238;0.21844010513736659;0.007566582468199609;0.019705042199068146;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1351914475376312e-15;2.1214445018060966e-15;2.6456110914249276e-15;5.807575339317862e-16;6.530774541399086e-16;3.2695763106429982e-15;2.0658854204256435e-15;1.247154375990899e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9045266164549822;0.41877543654744875;0.5105787243206971;0.8111610541003633;0.8865518597412817;0.7157133052192302;1.0;0.8276820152390361;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06648905216847303;0.08358079357591502;0.10430568775842333;0.017465549724514418;0.04221953844579817;0.11654542260095116;0.12495040771237637;0.031112335017941094;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.933510947831527;0.916419206424085;0.8956943122415767;0.9825344502754856;0.9577804615542018;0.8834545773990489;0.8750495922876236;0.17231798476096394;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013413639964492657;0.0019185647473705988;0.0088293275139906;0.06255375349370373;0.04956324737150619;0.0;0.0;0.06813926654553189;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06190796666644098;0.008928509642130922;0.0;0.013297922823900653;0.002638409605309424;0.0;0.0;0.08677280873778198;0.08677280873778198;-0.01733610831598368;0.7134489198513805;0.050603814800836325;0.2865510801486195;0.017336108315983687
"1.2. Floresta Plantada";0.0009555414472740964;0.007056246203414193;0.0;0.0;0.0;0.0;0.0;0.008011787650688289;0.008011787650688289;0.009063338304905048;0.8807330537284016;0.20914505318622165;0.1192669462715984;0.009063338304905048
"2.1. Área Úmida Natural não Florestal";0.00021547556379506057;0.0;0.004587547408569222;0.007809932204561797;0.0002913839493008421;0.0;0.0;0.012904339126226922;0.012904339126226922;-0.003919343884459349;0.355504250445917;0.0673189917045919;0.6444957495540831;0.003919343884459348
"2.2. Formação Campestre (Campo)";0.0058093768879935795;0.00021558318360081666;0.001931345728029625;0.531048770454593;0.021813766107808646;0.0017771302257740265;0.0;0.5625959725877997;0.5625959725877997;0.090213294742643;0.9439256523858542;0.022323315130918963;0.05607434761414576;0.09021329474264306
"3.2.1. Lavoura Temporária";0.0005483398562945875;0.0008747869264474056;0.002466102105168727;0.09961063847988863;0.19783591638714396;0.0;0.0;0.3013357837549433;0.3013357837549433;-0.07769094996013498;0.6565297818994874;0.029051185506578578;0.3434702181005126;0.07769094996013501
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.005759944738718324;0.0;0.005759944738718324;0.005759944738718324;0.0017771302257740265;1.0;0.15629527199065;0.0;0.0017771302257740262
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0010420033674986636;0.001065357745245401;0.0;0.02051200229109673;0.022619363403840798;0.022619363403840798;-0.002107361112744065;0.9068337567631884;0.11312665263810884;0.09316624323681155;0.002107361112744066
"total";0.0694367004217983;0.017075125955593337;0.008984995241767574;0.6528092673304428;0.2236448337948083;0.00753707496449235;0.02051200229109673;1.0;1.0;0;0.8287083941499764;0.03170764193339569;0.17129160585002356;0.10105376327332212
"adj population";0.06943670042179832;0.017075125955593337;0.008984995241767574;0.6528092673304434;0.22364483379480837;0.007537074964492349;0.02051200229109673;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1323519868530674e-15;2.1381426282436217e-15;2.6298063856957235e-15;5.750984476451717e-16;6.436468125030163e-16;3.25005658565874e-15;2.0275321425721382e-15;1.239663498917148e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8915741429298414;0.4132470953224659;0.5105787243206971;0.8134822788687277;0.8845986425452433;0.764214866623166;1.0;0.8287083941499765;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06580331652115995;0.08318545483090704;0.10410915492608465;0.01760867006579039;0.04171737643859426;0.12324580985096348;0.1278051988478555;0.03130041972035148;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.93419668347884;0.916814545169093;0.8958908450739154;0.9823913299342096;0.9582826235614057;0.8767541901490365;0.8721948011521445;0.17129160585002345;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.015057467510714628;0.0019110828945481922;0.008794895666396704;0.06309440426641344;0.05161783481532867;0.0;0.0;0.07023784257670082;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.0628956949704407;0.007727117202582657;0.0;0.0114368748620127;0.003178898079006465;0.0;0.0;0.08523858511404252;0.08523858511404252;-0.01571478497049651;0.7378782142651853;0.05278949177071741;0.2621217857348147;0.015714784970496512
"1.2. Floresta Plantada";0.0009567400554117297;0.007388877797327154;0.0;0.0005492816424593008;0.0;0.0;0.0;0.008894899495198186;0.008894899495198186;0.007304789687272503;0.8306870472584833;0.1862104645110436;0.1693129527415167;0.007304789687272502
"2.1. Área Úmida Natural não Florestal";0.00021574585114362367;0.0;0.004959320371077828;0.007486015349442215;0.0002917494542967834;0.0;0.0;0.012952831025960449;0.012952831025960449;-0.003956565222937684;0.3828754008400333;0.07188983010929778;0.6171245991599668;0.003956565222937683
"2.2. Formação Campestre (Campo)";0.004906591585969135;0.00032799443085271816;0.001567749907793789;0.527223418848151;0.025204753950143446;0.0019431198149702448;0.0;0.5611736285378803;0.5611736285378803;0.08671766434104368;0.9395014163830444;0.02250814305136125;0.06049858361695559;0.08671766434104378
"3.2.1. Lavoura Temporária";0.0005490276805808268;0.0007556997517081565;0.00246919552415115;0.10080144439749121;0.19997424756754764;0.0;0.0;0.304549614921479;0.304549614921479;-0.07560399783149965;0.6566228876011102;0.028644191973527414;0.3433771123988898;0.07560399783149968
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.005950179101291801;0.0;0.005950179101291801;0.005950179101291801;0.0019431198149702448;1.0;0.15241914076850666;0.0;0.0019431198149702442
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0003942577793676154;0.00029596803898496914;0.0;0.020550035985794125;0.02124026180414671;0.02124026180414671;-0.0006902258183525845;0.9675038930914763;0.12251125685888896;0.03249610690852367;0.0006902258183525863
"total";0.069523800143546;0.016199689182470688;0.008996265803022766;0.6478912928789241;0.2289456170899793;0.007893298916262045;0.020550035985794125;1.0000000000000002;1.0000000000000002;0;0.8289417746416303;0.03195084807482823;0.17105822535836968;0.0959655738432865
"adj population";0.06952380014354603;0.016199689182470688;0.008996265803022766;0.6478912928789252;0.22894561708997935;0.007893298916262047;0.020550035985794125;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.13514945300887e-15;2.17415365795185e-15;2.636267052637607e-15;5.751104752488453e-16;6.410059628440545e-16;3.2580378963563986e-15;2.032517149104303e-15;1.2452241647151927e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.904664227797959;0.45611231882908515;0.5512643222937548;0.8137529005914224;0.8734574180075024;0.7538266527615011;1.0;0.8289417746416304;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06650308222893116;0.09028347986869932;0.1114142390308213;0.017910688277790507;0.040631468768833445;0.117525070442447;0.12768578090941043;0.03154660699748305;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9334969177710688;0.9097165201313007;0.8885857609691787;0.9820893117222095;0.9593685312311666;0.882474929557553;0.8723142190905896;0.17105822535836956;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013256210346210606;0.003012043395742063;0.008073890863889877;0.06790041937945857;0.0579427390448633;0.0;0.0;0.07509265151508221;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06335150487721017;0.006660564255815292;0.0;0.016830890639228484;0.0022325644112822294;0.0;0.0;0.08907552418353618;0.08907552418353618;-0.019395180450706054;0.7112111374913405;0.050021713098564353;0.28878886250865954;0.019395180450706054
"1.2. Floresta Plantada";0.0009588943036256763;0.007072118949286202;0.0;0.000550518435034806;0.0;0.0;0.0;0.008581531687946686;0.008581531687946686;0.007498271235496954;0.8241091691381213;0.18589322430933858;0.17589083086187873;0.007498271235496949
"2.1. Área Úmida Natural não Florestal";0.00021623163629693007;0.0;0.004970487047952442;0.0064772059679766;0.00029240637331808255;0.0;0.0;0.011956331025544055;0.011956331025544055;-0.002939808738611443;0.4157200931735049;0.07851167706612638;0.5842799068264951;0.002939808738611445
"2.2. Formação Campestre (Campo)";0.004060049335680452;0.0009496672531963874;0.0008886014116342618;0.5209024197832623;0.024381180682637945;0.0010621862810329364;0.0;0.5522441047474443;0.5522441047474443;0.09483053124555113;0.9432466825906357;0.02288084590035607;0.05675331740936429;0.09483053124555108
"3.2.1. Lavoura Temporária";0.0010936635800168969;0.0013974524651457548;0.003157433827345907;0.10074023456501455;0.20251812993680332;0.0;0.0;0.30890691437432644;0.30890691437432644;-0.07918599851348264;0.6555959757229535;0.0285410678883326;0.3444040242770465;0.07918599851348268
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.006454627986449892;0.0;0.006454627986449892;0.006454627986449892;0.0010621862810329364;1.0;0.14440249553908904;0.0;0.0010621862810329362
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.001573366602478694;0.0002966344568021831;0.0;0.020910964935470542;0.02278096599475142;0.02278096599475142;-0.0018700010592808771;0.9179138821544394;0.11385894073136274;0.08208611784556064;0.0018700010592808784
"total";0.06968034373283012;0.016079802923443635;0.00901652228693261;0.6470746359929954;0.22972091586084376;0.0075168142674828286;0.020910964935470542;0.9999999999999999;0.9999999999999999;0;0.8261802535164351;0.031967897030630237;0.1738197464835649;0.103390988762081
"adj population";0.06968034373283012;0.016079802923443635;0.00901652228693261;0.6470746359929963;0.22972091586084384;0.007516814267482829;0.02091096493547055;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1421755643978074e-15;2.1876921857160832e-15;2.6526937765095096e-15;5.776523621163832e-16;6.431763307941051e-16;3.27834834756657e-15;2.0199428310137653e-15;1.2501681398114224e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9091732543701831;0.4398137827283546;0.5512643222937548;0.805011339973;0.8815833298326268;0.8586919613501862;1.0;0.826180253516435;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06571797402877061;0.0882128074024813;0.1109440955017619;0.01781479314252936;0.04094532207578425;0.11583015938325808;0.12579748130246135;0.031432743678402986;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9342820259712294;0.9117871925975187;0.8890559044982381;0.9821852068574707;0.9590546779242157;0.884169840616742;0.8742025186975386;0.17381974648356502;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.012657677711239906;0.0030188254773209668;0.008092070477960336;0.06268336992836399;0.05440557184808087;0.0;0.0;0.07042875772148303;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06368166910641493;0.007080181705874165;0.0;0.017335008982964632;0.003585967531264553;0.0;0.0;0.09168282732651828;0.09168282732651828;-0.022035624271496156;0.6945866632103271;0.04845894093634886;0.30541333678967286;0.022035624271496163
"1.2. Floresta Plantada";0.0009584382437748493;0.007425469792887572;0.0;0.0;0.0;0.0;0.0;0.008383908036662422;0.008383908036662422;0.007985117924408413;0.8856812074293221;0.20222007816482498;0.1143187925706779;0.007985117924408414
"2.1. Área Úmida Natural não Florestal";0.0002161287943388323;0.0;0.0049681230339281065;0.005159851639598558;0.0002922673018828972;0.0;0.0;0.010636370769748394;0.010636370769748394;-0.0016241368322132185;0.4670881771119029;0.08888038804592886;0.5329118228880971;0.0016241368322132185
"2.2. Formação Campestre (Campo)";0.0036978234879614076;0.0;0.0012548469106171065;0.528575742034993;0.021301221727754876;0.0010616810944706148;0.0;0.5558913152557969;0.5558913152557969;0.0864732655979692;0.9508616658127956;0.022797409105528903;0.04913833418720437;0.0864732655979693
"3.2.1. Lavoura Temporária";0.0010931434225321026;0.001863374462309097;0.002789263992989963;0.09031472165073433;0.20776642375896154;0.0;0.0002973241868463663;0.3041242514743734;0.3041242514743734;-0.07068877752397279;0.6831629597170374;0.029750018202314554;0.31683704028296256;0.07068877752397276
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.006288360223105328;0.0;0.006288360223105328;0.006288360223105328;0.0010616810944706148;1.0;0.14836704794059083;0.0;0.0010616810944706146
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0009792565454756655;0.0004895936305367698;0.0;0.02152411673778133;0.022992966913793763;0.022992966913793763;-0.001171525989166069;0.9361174144459256;0.11529781743237011;0.06388258555407444;0.0011715259891660681
"total";0.06964720305502212;0.016369025961070836;0.009012233937535176;0.6423645808537662;0.23343547395040062;0.007350041317575943;0.021821440924627695;0.9999999999999999;0.9999999999999999;0;0.8402299046880717;0.032388220107578546;0.15977009531192832;0.09552006461684827
"adj population";0.06964720305502214;0.016369025961070833;0.009012233937535176;0.6423645808537674;0.23343547395040082;0.007350041317575943;0.0218214409246277;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1403361854035682e-15;2.1841420247699114e-15;2.6483854921958847e-15;5.75244905666958e-16;6.389172750692056e-16;3.2730207889609005e-15;1.9690393863085296e-15;1.2429086058374958e-14;NaN;NaN;NaN;NaN;NaN;NaN
