"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
" ANO: 1999 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.1990452425795369;0.02135003480465218;0.001356105577704844;0.01043469963791177;0.009522941624964;0.0;0.2417090242247697;0.2417090242247697;-0.011351822182838325;0.8234911510562427;0.04558365463265986;0.1765088489437573;0.01135182218283834
"1.1.2. Formação Savânica";0.012125584363167694;0.06989818521039644;0.0;0.0075562320948875045;0.0043324580287041154;0.0;0.09391245969715577;0.09391245969715577;0.034756782550667636;0.7442908580586713;0.06482625616015661;0.25570914194132865;0.03475678255066765
"2.1. Área Úmida Natural não Florestal";0.0019680941275673595;0.004806436225692143;0.16011732836282105;0.0;0.001566605160865777;0.0;0.16845846387694632;0.16845846387694632;0.03472017546866091;0.9504855065031447;0.059018095577996914;0.04951449349685533;0.034720175468660935
"2.2. Formação Campestre (Campo)";0.014842040719302084;0.02672541497689028;0.029142327502959003;0.26183742066392574;0.03272663449010112;0.0;0.3652738383531782;0.3652738383531782;-0.07271139111586467;0.7168250040692995;0.03513266775675537;0.2831749959307005;0.07271139111586472
"3.1. Pastagem";0.00237624025235733;0.005889171030192366;0.0006024375472488653;0.012734094840588536;0.07098995120593396;0.0;0.09259189487632105;0.09259189487632105;0.02654669563424793;0.7666972503452734;0.056732325295803035;0.23330274965472664;0.026546695634247913
"5.1. Rio, Lago e Oceano";0.0;0.0;0.01196044035487348;0.0;0.0;0.026093878616756105;0.038054318971629586;0.038054318971629586;-0.01196044035487348;0.6857008434761299;0.06941743631639213;0.3142991565238701;0.01196044035487348
"total";0.23035720204193136;0.12866924224782342;0.20317863934560726;0.2925624472373135;0.11913859051056896;0.026093878616756105;1.0;1.0;0;0.78798200663937;0.04777570273958147;0.21201799336062999;0.09602365365357653
"adj population";0.2303572020419313;0.12866924224782342;0.20317863934560698;0.29256244723731323;0.11913859051056896;0.0260938786167561;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2134052086646025e-15;1.4179065672765873e-15;1.153853617976083e-15;1.0750053759351018e-15;1.563661589496439e-15;3.025439074677615e-15;9.449271434026428e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8640721488851265;0.5432392698463945;0.7880618202706887;0.8949795954213321;0.5958602573834908;1.0;0.7879820066393701;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04768643177877957;0.04529662122983385;0.04690386044723402;0.046456551538008616;0.04301177075812408;0.10679420570673463;0.04784553666801495;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9523135682212205;0.9547033787701662;0.953096139552766;0.9535434484619913;0.9569882292418759;0.8932057942932654;0.21201799336062987;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06262391892478891;0.04802854897351866;0.01668227102825054;0.06145005314677554;0.04320388734077418;0.0;0.11599433970705392;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2000 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.19465690279318254;0.021363721590605362;0.0013569749311715615;0.009349995780152128;0.00937116864255939;0.0;0.236098763737671;0.236098763737671;-0.010411240317632107;0.8244723509415134;0.046198746004510974;0.1755276490584866;0.010411240317632103
"1.1.2. Formação Savânica";0.012458011161906195;0.06925071808540462;0.0;0.007851973004554086;0.002484056629450981;0.0;0.09204475888131589;0.09204475888131589;0.03396522351225571;0.7523591666386753;0.06615848686558135;0.2476408333613247;0.0339652235122557
"2.1. Área Úmida Natural não Florestal";0.0019693558062159515;0.006137630787924671;0.1701007754593352;0.0;0.0022422918368767224;0.0;0.18045005389035254;0.18045005389035254;0.03423606048321937;0.942647407368989;0.0569808851439844;0.057352592631011;0.034236060483219366
"2.2. Formação Campestre (Campo)";0.014851555450134711;0.02467971562625527;0.030212136303648763;0.24729335232203475;0.03376071889481498;0.0;0.3507974785968885;0.3507974785968885;-0.07234492698891756;0.7049462080262174;0.03552883575008953;0.29505379197378256;0.07234492698891759
"3.1. Pastagem";0.001751698208599475;0.004578196303381673;0.000602823749605667;0.013957230501229954;0.08119498568044972;0.0;0.1020849344432665;0.1020849344432665;0.026968287240885312;0.7953669767557492;0.05758376831104574;0.2046330232442508;0.02696828724088529
"5.1. Rio, Lago e Oceano";0.0;0.0;0.012413403929810718;0.0;0.0;0.02611060652069554;0.038524010450506255;0.038524010450506255;-0.012413403929810718;0.6777748789742737;0.06865152312519983;0.3222251210257263;0.012413403929810714
"total";0.2256875234200389;0.12600998239357158;0.2146861143735719;0.2784525516079709;0.1290532216841518;0.02611060652069554;1.0;1.0;0;0.7886073408611023;0.04826580579030494;0.2113926591388977;0.09516957123636038
"adj population";0.2256875234200388;0.12600998239357158;0.21468611437357166;0.27845255160797067;0.12905322168415181;0.026110606520695533;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2195738487549216e-15;1.4249746260796914e-15;1.1343324839520951e-15;1.0906610811814845e-15;1.5296449226229876e-15;3.0231045345974436e-15;9.422291497188624e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8625062646059365;0.549565334190043;0.792323136294439;0.8880987115901715;0.6291589207991136;1.0;0.7886073408611023;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0480857553592834;0.04628587487802182;0.04637990974040938;0.04745876283883981;0.044033390759729396;0.1069499493147632;0.04833215251625344;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9519142446407166;0.9537141251219782;0.9536200902595906;0.9525412371611602;0.9559666092402705;0.8930500506852368;0.2113926591388977;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06206124125371271;0.04558808159182254;0.0206985568620347;0.06231839857187227;0.04177989752563355;0.0;0.11622308790253788;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2001 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.19333630222046083;0.021644196680101778;0.0013542108241195899;0.008734360367515456;0.008427587117214507;0.0;0.23349665720941218;0.23349665720941218;-0.007857700651233812;0.8280045827254245;0.046658524489707;0.17199541727457546;0.007857700651233812
"1.1.2. Formação Savânica";0.013914566513667903;0.07063499792678099;0.0;0.006767380801631021;0.0024789966992420755;0.0;0.09379594194132199;0.09379594194132199;0.034963550370211816;0.7530709374502544;0.06555781777027118;0.24692906254974556;0.034963550370211816
"2.1. Área Úmida Natural não Florestal";0.0016054207591214274;0.004598211227801215;0.13473896692237802;0.0;0.0016376881095101993;0.0;0.14258028701881087;0.14258028701881087;0.04897424430017231;0.9450041779239908;0.06364359197376863;0.05499582207600917;0.048974244300172276
"2.2. Formação Campestre (Campo)";0.013422730897984457;0.02788258453605293;0.04454420375292706;0.26573142337642003;0.036336644397839075;0.0;0.3879175869612235;0.3879175869612235;-0.09396926256614171;0.6850203040755215;0.03283522967237203;0.3149796959244785;0.09396926256614163
"3.1. Pastagem";0.003359936166943736;0.003999501940796899;0.0006015958202319516;0.012715159849515368;0.08516035889812847;0.0;0.10583655267561642;0.10583655267561642;0.028204722546317913;0.8046403321463103;0.05708831018634558;0.19535966785368974;0.028204722546317895
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010315553999326503;0.0;0.0;0.026057420194288756;0.03637297419361526;0.03637297419361526;-0.010315553999326503;0.7163950920148495;0.07346653984760938;0.2836049079851505;0.010315553999326502
"total";0.22563895655817837;0.1287594923115338;0.19155453131898315;0.2939483243950819;0.13404127522193432;0.026057420194288756;1.0;1.0;0;0.7756594695384569;0.04756957794657274;0.22434053046154312;0.11214251721670196
"adj population";0.2256389565581783;0.1287594923115338;0.19155453131898317;0.2939483243950817;0.13404127522193432;0.026057420194288753;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.215549448670953e-15;1.411332782661724e-15;1.1715088634922578e-15;1.0676150711651208e-15;1.5125680498660102e-15;3.016761338197468e-15;9.395335554053534e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8568391964293246;0.548580898065981;0.7033974398548999;0.9040072738066135;0.6353293696820406;1.0;0.775659469538457;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.047883871582998803;0.04574866227681727;0.04459710075229189;0.046652055959856054;0.043505724518669985;0.10743681426204417;0.04758220076792303;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9521161284170012;0.9542513377231827;0.9554028992477082;0.953347944040144;0.95649427548133;0.8925631857379558;0.224340530461543;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06460530867543507;0.04632188802908199;0.015682640192865693;0.05643380203732373;0.04135238755497592;0.0;0.1121980132448412;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2002 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.1907217152454167;0.023246987486007634;0.0013514244102309605;0.008716388614075839;0.008422313148903826;0.0;0.23245882890463493;0.23245882890463493;-0.01103945246592919;0.8204537386001343;0.04651412461813848;0.17954626139986574;0.011039452465929162
"1.1.2. Formação Savânica";0.013239284916609867;0.06955146768585738;0.0;0.006163570309143652;0.0034668960806617825;0.0;0.09242121899227267;0.09242121899227267;0.03432118036573407;0.752548694382321;0.06665222556312682;0.24745130561767903;0.034321180365734075
"2.1. Área Úmida Natural não Florestal";0.0024992251165881197;0.005039248600113679;0.15800599347433048;0.0;0.0022753809672214076;0.0;0.16781984815825368;0.16781984815825368;0.03324555597557921;0.941521489909413;0.05939259017590614;0.05847851009058702;0.03324555597557921
"2.2. Formação Campestre (Campo)";0.01248405591848901;0.024074779299429062;0.029781911545400528;0.2535340292415313;0.034895939310667305;0.0;0.3547707153155172;0.3547707153155172;-0.07413115137754486;0.7146419315248423;0.03536291024376948;0.28535806847515766;0.07413115137754489
"3.1. Pastagem";0.00247509524160209;0.004829916286598986;0.0006003579812492914;0.01222557577322155;0.09506892197928196;0.0;0.11519986726195389;0.11519986726195389;0.02892958422478241;0.825252009736296;0.05781537827480415;0.17474799026370402;0.028929584224782395
"5.1. Rio, Lago e Oceano";0.0;0.0;0.01132571672262165;0.0;0.0;0.026003804644746522;0.03732952136736817;0.03732952136736817;-0.01132571672262165;0.6966016089206518;0.071870114326207;0.3033983910793482;0.011325716722621646
"total";0.22141937643870577;0.12674239935800674;0.2010654041338329;0.2806395639379723;0.14412945148673628;0.026003804644746522;0.9999999999999999;0.9999999999999999;0;0.7928859322711642;0.048828880170587736;0.20711406772883578;0.0964963205660957
"adj population";0.2214193764387057;0.12674239935800674;0.2010654041338327;0.28063956393797196;0.1441294514867363;0.026003804644746515;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2160631319082858e-15;1.4090491200267945e-15;1.1509709036054691e-15;1.0739731067642324e-15;1.468960192141573e-15;3.0005781153034624e-15;9.319594569749818e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8613596439163177;0.5487624349717155;0.7858437614118772;0.9034151339316077;0.6596078802674886;1.0;0.7928859322711642;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04852319301432389;0.046485817733979674;0.04768019510755364;0.047470265223873286;0.04410364069749005;0.10744758604914695;0.04869525102616703;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9514768069856762;0.9535141822660204;0.9523198048924464;0.9525297347761267;0.9558963593025099;0.892552413950853;0.20711406772883578;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06139532238657813;0.04573950261283058;0.019627709367846413;0.054211069392882005;0.04026189056534385;0.0;0.11061774716274049;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18834323536068495;0.022241764718242064;0.0013506962444876087;0.009311726606298112;0.00919656906780584;0.0;0.23044399199751858;0.23044399199751858;-0.010446840443105954;0.8173059046933757;0.04677899770774014;0.18269409530662428;0.010446840443105954
"1.1.2. Formação Savânica";0.013232151410903026;0.07069665071701446;0.0;0.007403224643426991;0.003465028070181443;0.0;0.09479705484152592;0.09479705484152592;0.03290268853234374;0.7457684295698787;0.06494100701171766;0.25423157043012135;0.03290268853234374
"2.1. Área Úmida Natural não Florestal";0.0041367283969465755;0.005689883865839798;0.16231999744883596;0.0;0.001802287993799361;0.0;0.17394889770542168;0.17394889770542168;0.034830180508116565;0.9331476059349396;0.05873242420347731;0.06685239406506038;0.03483018050811659
"2.2. Formação Campestre (Campo)";0.013418897745017661;0.02401816168604129;0.034503845956025514;0.2393202070864881;0.03777691127602702;0.0;0.3490380237495996;0.3490380237495996;-0.07930248957977229;0.6856565497235817;0.03470097313049036;0.3143434502764183;0.07930248957977232
"3.1. Pastagem";0.0008661386408604146;0.005053282386732061;0.000600034500252216;0.013700375833614078;0.09555790283730363;0.0;0.1157777341987624;0.1157777341987624;0.03202096504635489;0.8253564772070403;0.05728892007237532;0.1746435227929597;0.03202096504635489
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010004504063936956;0.0;0.0;0.025989793443235164;0.03599429750717212;0.03599429750717212;-0.010004504063936956;0.7220530818265452;0.07397405949072078;0.27794691817345485;0.010004504063936954
"total";0.21999715155441263;0.12769974337386966;0.20877907821353828;0.26973553416982726;0.1477986992451173;0.025989793443235164;1.0;1.0;0;0.7822277868935621;0.048559980375780416;0.2177722131064379;0.09975383408681522
"adj population";0.21999715155441257;0.12769974337386966;0.2087790782135382;0.26973553416982704;0.1477986992451173;0.025989793443235158;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2179439509428242e-15;1.4079833397906768e-15;1.127819987295188e-15;1.0922646146789777e-15;1.446823818958684e-15;2.9984281271568826e-15;9.291263838823234e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8561166998296403;0.5536162317103028;0.7774725266428077;0.8872401918532932;0.6465408919386041;1.0;0.7822277868935622;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04872178934037382;0.04638162833949255;0.04694881748494416;0.047792860141489986;0.04300478693291318;0.10740597975153056;0.04848245120553129;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9512782106596261;0.9536183716605074;0.9530511825150558;0.95220713985851;0.9569952130670868;0.8925940202484695;0.2177722131064378;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06330783238745535;0.048200808249022925;0.023257800513171445;0.06083065416667832;0.040439662722917546;0.0;0.1180183790196228;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18759031067135565;0.023713793845629286;0.0013508390803656284;0.008340848281084542;0.008815866086278353;0.0;0.22981165796471345;0.22981165796471345;-0.009362100211246761;0.8162784792238839;0.04684321634485259;0.18372152077611614;0.009362100211246754
"1.1.2. Formação Savânica";0.014435534201068046;0.06707416482400834;0.0;0.007819616166094364;0.0037643393670045698;0.0;0.09309365455817532;0.09309365455817532;0.03114781076110148;0.720502005666701;0.06356035386584535;0.279497994333299;0.031147810761101485
"2.1. Área Úmida Natural não Florestal";0.0029542085232372793;0.0052099579785735844;0.15374307921604122;0.0;0.0018733912326987586;0.0;0.16378063695055084;0.16378063695055084;0.03429224221083723;0.9387134039688697;0.059345892359081734;0.06128659603113029;0.03429224221083721
"2.2. Formação Campestre (Campo)";0.014603274122944248;0.02433485052636431;0.032373300872800374;0.2483313445637964;0.03753920088665909;0.0;0.35718197097256443;0.35718197097256443;-0.07714083579824918;0.6952516217087309;0.03478912671830696;0.3047483782912691;0.07714083579824915
"3.1. Pastagem";0.000866230234861478;0.003908698144701281;0.0006000979537896308;0.015549326163339967;0.09920962315982843;0.0;0.12013397565652079;0.12013397565652079;0.031068445075948418;0.8258248561046718;0.05636184749984175;0.17417514389532818;0.031068445075948414
"5.1. Rio, Lago e Oceano";0.0;0.0;0.01000556203839121;0.0;0.0;0.025992541859084516;0.03599810389747572;0.03599810389747572;-0.010005562038391208;0.7220530818265452;0.07417223739933068;0.27794691817345485;0.010005562038391206
"total";0.2204495577534667;0.12424146531927681;0.19807287916138805;0.2800411351743153;0.1512024207324692;0.025992541859084516;1.0000000000000002;1.0000000000000002;0;0.7819410642941144;0.04826897246333302;0.21805893570588564;0.09650849804788711
"adj population";0.22044955775346667;0.12424146531927678;0.1980728791613879;0.2800411351743149;0.15120242073246923;0.025992541859084513;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2153718979410426e-15;1.4227051154643007e-15;1.1522201322930828e-15;1.0735559731739256e-15;1.4338647360771424e-15;2.9951920531496724e-15;9.292909908099166e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8509443728671109;0.5398693958706987;0.7761944990498808;0.8867673829747164;0.6561377964666684;1.0;0.7819410642941144;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04853819781230674;0.046002855714483155;0.047155454829213926;0.04725559420312864;0.04296324577897889;0.10772599076550085;0.048285632483469364;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9514618021876933;0.9539971442855169;0.9528445451707861;0.9527444057968714;0.9570367542210211;0.8922740092344992;0.21805893570588564;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0657184941642221;0.05203897946833397;0.020075115469019245;0.06341958122103775;0.04184870499338472;0.0;0.12155043765799889;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18441373701840283;0.023572012113535514;0.0013528064755024014;0.006877971239201519;0.008966702889049069;0.0;0.22518322973569135;0.22518322973569135;-0.006851504033872323;0.8189496936999187;0.04721763631852389;0.18105030630008134;0.00685150403387233
"1.1.2. Formação Savânica";0.014054688280940182;0.06802250602053306;0.0;0.007340615347242038;0.0049780684094313885;0.0;0.09439587805814667;0.09439587805814667;0.032197338960299145;0.7206088594104929;0.06302329951779416;0.2793911405895071;0.03219733896029914
"2.1. Área Úmida Natural não Florestal";0.003461239355100169;0.005186613899969728;0.14212879639750242;0.0;0.0008924345012826709;0.0;0.151669084153855;0.151669084153855;0.04506149247497202;0.9370980064290835;0.060397272977330316;0.06290199357091653;0.04506149247497199
"2.2. Formação Campestre (Campo)";0.01509985481593336;0.02589769411595196;0.04140196032904284;0.24742135163905443;0.03921969966727536;0.0;0.3690405605672579;0.3690405605672579;-0.09178040597476751;0.6704448726685737;0.03323317709550054;0.32955512733142633;0.0917804059747675
"3.1. Pastagem";0.0013022062314424691;0.003914390868455555;0.0015024298778849013;0.01562021636699246;0.10132147172220664;0.0;0.12366071506698202;0.12366071506698202;0.031717662122263096;0.8193505242738155;0.05523369277361887;0.1806494757261845;0.03171766212226311
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010344583548894415;0.0;0.0;0.025705948869172955;0.03605053241806737;0.03605053241806737;-0.010344583548894415;0.7130532379125127;0.0730250788562263;0.28694676208748726;0.010344583548894414
"total";0.21833172570181902;0.1265932170184458;0.19673057662882698;0.2772601545924904;0.15537837718924513;0.025705948869172955;1.0;1.0;0;0.7690138116668722;0.047469379842224796;0.23098618833312778;0.10897649355753423
"adj population";0.218331725701819;0.1265932170184458;0.1967305766288269;0.27726015459249015;0.1553783771892451;0.025705948869172945;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2250653041222984e-15;1.419153254250726e-15;1.1648280823645597e-15;1.0742726754473379e-15;1.4218598175862835e-15;3.0387256878307394e-15;9.343904821601945e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.844649289633066;0.53733136437019;0.7224540223132563;0.8923797651440671;0.6520950569512052;1.0;0.7690138116668722;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0484032367779273;0.04505487058083765;0.04430350851686968;0.04765326109320764;0.042210798537246706;0.10761912871658812;0.04752490573591268;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9515967632220727;0.9549451294191623;0.9556964914831303;0.9523467389067923;0.9577892014627533;0.8923808712834119;0.23098618833312778;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06783597736683239;0.052746744075227225;0.019080575512705145;0.05967760590687199;0.04467848668955077;0.0;0.12200969477559376;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.1841553561815835;0.023603476549291583;0.001353161088675397;0.006277590202663906;0.010555502398704572;0.0;0.22594508642091896;0.22594508642091896;-0.009165681548319982;0.8150447486984325;0.0469330173950642;0.18495525130156754;0.009165681548319954
"1.1.2. Formação Savânica";0.014058372457278053;0.06709518102550954;0.0;0.008026043934074903;0.004006960434888157;0.0;0.09318655785175065;0.09318655785175065;0.0309635551617798;0.7200092220623754;0.0641532192937905;0.2799907779376246;0.03096355516177983
"2.1. Área Úmida Natural não Florestal";0.005707622402256187;0.005110048894237579;0.19566737156630942;0.0;0.0032686531306423054;0.0;0.2097536959934455;0.2097536959934455;0.01750522228477379;0.9328434983687905;0.054657557872369936;0.06715650163120945;0.017505222284773775
"2.2. Formação Campestre (Campo)";0.011555506250782992;0.02565300658720874;0.01834630318720867;0.21094178997978458;0.04455204311885739;0.0;0.3110486491238424;0.3110486491238424;-0.06901336009344343;0.6781633373877768;0.036292922291681635;0.3218366626122232;0.06901336009344347
"3.1. Pastagem";0.0013025475806982484;0.002688399957283024;0.0015028237120628476;0.01678986491387555;0.10168042851438636;0.0;0.12396406467830602;0.12396406467830602;0.040099522919172764;0.8202411624550469;0.055210037097227556;0.17975883754495314;0.04009952291917275
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010389258723962954;0.0;0.0;0.025712687207773803;0.036101945931736754;0.036101945931736754;-0.010389258723962952;0.7122244118472879;0.07286098097677386;0.2877755881527121;0.01038925872396295
"total";0.216779404872599;0.12415011301353047;0.22725891827821929;0.24203528903039892;0.16406358759747877;0.025712687207773803;0.9999999999999999;0.9999999999999999;0;0.7852528144753471;0.048810475387077716;0.21474718552465288;0.08856830036572635
"adj population";0.21677940487259895;0.12415011301353047;0.22725891827821929;0.2420352890303987;0.16406358759747877;0.025712687207773796;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2272912089609917e-15;1.4264917026047622e-15;1.1023253254120715e-15;1.1298615227515708e-15;1.3973772890938932e-15;3.036816078957856e-15;9.320163127781145e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8495057742676774;0.5404359238738443;0.8609887482029012;0.8715332000751794;0.6197623129140258;1.0;0.7852528144753471;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.048794044059667196;0.045927670969092296;0.04927812831016633;0.04937449819873647;0.039722776311167364;0.10761375799082484;0.04871283454006227;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9512059559403327;0.9540723290309077;0.9507218716898337;0.9506255018012635;0.9602772236888326;0.8923862420091752;0.21474718552465288;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06524809738203102;0.052182753652482206;0.028172648854272175;0.062186998101228685;0.04456727232783933;0.0;0.12617888515892672;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.184616703845078;0.024407289663966242;0.0013525724023307562;0.007809046444989469;0.009694635634687383;0.0;0.22788024799105186;0.22788024799105186;-0.011442765475269012;0.8101478977341086;0.04664551982636274;0.18985210226589144;0.01144276547526904
"1.1.2. Formação Savânica";0.013925973986702539;0.06703559066985734;0.0;0.007362453241177772;0.0027088981484615915;0.0;0.09103291604619924;0.09103291604619924;0.03416115860253298;0.73638847991903;0.0653205373236591;0.26361152008097;0.03416115860253298
