"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj pop stdErr";1.1872042530229752e-15;1.3803705210420384e-15;1.1125612250831123e-15;1.099118044238833e-15;1.936087733451336e-15;3.104305244989045e-15;9.81964702182734e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.866006307506692;0.5866694770359041;0.806176766295729;0.861779621541571;0.6034246242511142;0.9630089848166214;0.7949884490076694;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.046638652764643095;0.046515062512109455;0.04561404936194312;0.04474286784572184;0.04924257409650873;0.10124688927141709;0.04736568807000642;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9533613472353569;0.9534849374878905;0.9543859506380569;0.9552571321542782;0.9507574259034912;0.8987531107285829;0.2050115509923306;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06612115396688018;0.06962433962430487;0.02764915640938531;0.07918934619089757;0.030247863512432513;0.001798804225480559;0.1373153319646905;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.21306974550715918;0.025525106323582063;0.0013571741719743278;0.01012287702906696;0.007945519824954603;0.0;0.25802042285673715;0.25802042285673715;-0.012442833370066991;0.8257863588785128;0.04437577966937403;0.17421364112148718;0.012442833370067047
"1.1.2. Formação Savânica";0.015114704134275743;0.08217152710825758;0.0;0.01615641715716859;0.0025408379886869372;0.0;0.11598348638838886;0.11598348638838886;0.02449852980540297;0.7084760914419607;0.05719510892730607;0.29152390855803934;0.024498529805402944
"2.1. Área Úmida Natural não Florestal";0.007168497296139758;0.0052159282079018736;0.2184912436213532;0.0;0.002009987570185006;0.0;0.2328856566955798;0.2328856566955798;0.016781050439065595;0.9381910707663608;0.05179612971360188;0.06180892923363923;0.016781050439065637
"2.2. Formação Campestre (Campo)";0.008673898572226871;0.025681873625949387;0.013460109698864213;0.22376285681578523;0.01823807781526325;0.0008968429616330445;0.290713659489722;0.290713659489722;-0.026875278905607758;0.7697019025818984;0.04107506345626562;0.2302980974181016;0.026875278905607758
"3.1. Pastagem";0.0;0.0018875809281009152;0.0;0.013796229582093483;0.045455996982999375;0.0;0.06113980749319377;0.06113980749319377;0.015050612688895397;0.7434762856925847;0.061345222952499424;0.2565237143074153;0.015050612688895404
"5.1. Rio, Lago e Oceano";0.0015507439768685858;0.0;0.016358179642453688;0.0;0.0;0.023348043457056773;0.04125696707637905;0.04125696707637905;-0.017012080657689232;0.5659175919022967;0.05647272870091773;0.43408240809770327;0.01701208065768923
"total";0.2455775894866701;0.1404820161937918;0.24966670713464545;0.26383838058411424;0.07619042018208917;0.02424488641868982;0.9999999999999999;0.9999999999999999;0;0.8062994134926112;0.04816773189709696;0.19370058650738875;0.05633019293336401
"adj population";0.24557758948667008;0.14048201619379178;0.2496667071346451;0.2638383805841141;0.07619042018208916;0.024244886418689812;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1854667546153864e-15;1.3710933473843855e-15;1.0807014059961019e-15;1.1258384324265113e-15;1.899037119847453e-15;3.0944490778611088e-15;9.756586138130947e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8676269929700752;0.5849255964187172;0.8751316750595851;0.8481057847626056;0.5966103989761845;0.9630089848166214;0.8062994134926112;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04670507392925379;0.04604512093391413;0.047450102921754354;0.04593250636442997;0.047654553359458694;0.10186997696660362;0.04800434640713804;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9532949260707462;0.9539548790660859;0.9525498970782457;0.95406749363557;0.9523454466405413;0.8981300230333964;0.19370058650738875;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06501568795902185;0.06762391856026256;0.02878882614845324;0.08015104753665803;0.031367621020388786;0.0017936859232660918;0.1373703935740253;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.21247735009044763;0.02436487346933689;0.0013621502349535368;0.01050757506483598;0.0069526459107353954;0.0;0.25566459477030945;0.25566459477030945;-0.009923320431870844;0.8310785084705941;0.044727067145261486;0.16892149152940594;0.00992332043187083
"1.1.2. Formação Savânica";0.015210464913666111;0.08045577803455117;0.0;0.012716523935561273;0.002934649821599555;0.0;0.1113174167053781;0.1113174167053781;0.025227264659903232;0.7227600173968471;0.05987081055619563;0.27723998260315286;0.02522726465990323
"2.1. Área Úmida Natural não Florestal";0.0070396604467896;0.0071385424335933595;0.1935753720287355;0.0;0.0;0.0;0.20775357490911847;0.20775357490911847;0.028274164114741252;0.9317547104227436;0.05397553592591606;0.0682452895772564;0.028274164114741235
"2.2. Formação Campestre (Campo)";0.009457369126297304;0.022283260143842677;0.026053435292804742;0.2407305598693229;0.02156325426440354;0.0009001312256979686;0.32098800992236914;0.32098800992236914;-0.044355386075390246;0.7499674518295666;0.038118837019569494;0.2500325481704334;0.0443553860753903
"3.1. Pastagem";0.0;0.002302227283957238;0.0009076842467369601;0.012677964977258722;0.04926935142197268;0.0;0.06515722792992559;0.06515722792992559;0.015562673488785574;0.7561609507844654;0.06142003710173912;0.24383904921553456;0.01556267348878558
"5.1. Rio, Lago e Oceano";0.0015564297612379579;0.0;0.014129097220628972;0.0;0.0;0.023433648781032698;0.039119175762899625;0.039119175762899625;-0.014785395756168964;0.5990322731507297;0.060991861874116315;0.4009677268492703;0.014785395756168957
"total";0.24574127433843862;0.13654468136528133;0.2360277390238597;0.27663262384697884;0.08071990141871117;0.024333780006730667;1.0;1.0;0;0.7999420602260624;0.04793700236750439;0.2000579397739376;0.06906410226343007
"adj population";0.24574127433843856;0.1365446813652813;0.23602773902385957;0.2766326238469786;0.08071990141871116;0.024333780006730664;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1938693730068559e-15;1.3935370335589974e-15;1.0995985301308912e-15;1.1195388965395394e-15;1.859892482233209e-15;3.1127381960731416e-15;9.779174511542636e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8646384318729485;0.5892267441696805;0.8201382296390477;0.8702175344383261;0.610374276430321;0.9630089848166214;0.7999420602260624;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04650743161371001;0.047336400866452764;0.0462889054551165;0.04582382807608902;0.04837463968090631;0.10182687758283011;0.04787678976019293;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.95349256838629;0.9526635991335473;0.9537110945448835;0.954176171923911;0.9516253603190937;0.8981731224171698;0.2000579397739376;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06652784849598198;0.061723277341653865;0.028356405760765924;0.07180412795531188;0.03177575301590582;0.0018002624513959384;0.1309938375105077;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.21003173803528416;0.025214064402582184;0.0013621338412203616;0.007703414783712125;0.008106691831450899;0.0;0.25241804289424974;0.25241804289424974;-0.009719321517434716;0.8320789418499561;0.04493396456129728;0.16792105815004388;0.009719321517434737
"1.1.2. Formação Savânica";0.014277418642271817;0.07709813145901581;0.0;0.01203252815041132;0.0038969649697222944;0.0;0.10730504322142125;0.10730504322142125;0.031322663365222436;0.7184949480885605;0.060307362233576293;0.2815050519114395;0.03132266336522245
"2.1. Área Úmida Natural não Florestal";0.007510623301766804;0.009262025195909487;0.18401901141688423;0.0;0.0;0.0;0.20079165991456052;0.20079165991456052;0.02301599509064841;0.9164674045485093;0.05372638201265775;0.08353259545149072;0.023015995090648417
"2.2. Formação Campestre (Campo)";0.009322530368177937;0.024097913582061183;0.02338990925021939;0.24941317132912777;0.02367446007698678;0.0;0.32989798460657305;0.32989798460657305;-0.04597949412145529;0.7560312065154647;0.03832915280857244;0.24396879348453526;0.045979494121455244
"3.1. Pastagem";0.0;0.0029555719470750114;0.0009076733225870634;0.014769376221866557;0.05093582252292432;0.0;0.06956844401445295;0.06956844401445295;0.017045495386631335;0.7321684888099885;0.058740584927409877;0.2678315111900115;0.017045495386631346
"5.1. Rio, Lago e Oceano";0.0015564110293142996;0.0;0.014128927174297885;0.0;0.0;0.02433348714513116;0.04001882534874335;0.04001882534874335;-0.015685338203612186;0.6080510093206739;0.06128721995688618;0.3919489906793261;0.015685338203612186
"total";0.242698721376815;0.1386277065866437;0.22380765500520894;0.2839184904851178;0.08661393940108429;0.02433348714513116;1.0;1.0;0;0.7958313619083673;0.04778508083930018;0.20416863809163266;0.07138415384250218
"adj population";0.24269872137681492;0.13862770658664364;0.2238076550052088;0.28391849048511736;0.08661393940108429;0.024333487145131154;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2025099075274414e-15;1.391721917504523e-15;1.1217631042659714e-15;1.1055674066737992e-15;1.7929918662853704e-15;3.119851497982709e-15;9.734405700239814e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8654010900584352;0.5561523980837748;0.8222194697165355;0.8784675168671385;0.5880788112760366;1.0;0.7958313619083673;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04674344383320249;0.04467668270358815;0.04690782649005302;0.04628139398172594;0.04599846674532636;0.10525273986363605;0.04772174888081755;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9532565561667975;0.9553233172964118;0.953092173509947;0.9537186060182741;0.9540015332546736;0.894747260136364;0.20416863809163266;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06533396668306168;0.06041382352481087;0.03354529699535258;0.06901063831198007;0.03726524298305725;0.0;0.13278448424913122;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.2110076079155234;0.02515441126145126;0.0013636839588390293;0.008761323376893783;0.009037539055775102;0.0;0.2553245655684826;0.2553245655684826;-0.01378950158926125;0.8264289315276535;0.04464874356539629;0.1735710684723465;0.01378950158926126
"1.1.2. Formação Savânica";0.012716720597951802;0.06999761666950875;0.0;0.011137514988633624;0.004251662520651092;0.0;0.09810351477674527;0.09810351477674527;0.03717771431367049;0.7135077354649599;0.06258491441243569;0.28649226453504006;0.03717771431367049
"2.1. Área Úmida Natural não Florestal";0.005395704290863905;0.006044619191049157;0.1522681826180049;0.0;0.0;0.0;0.16370850609991797;0.16370850609991797;0.05000753564818148;0.930117721097946;0.05917549452798068;0.06988227890205401;0.05000753564818147
"2.2. Formação Campestre (Campo)";0.011120789601118373;0.02759178059599527;0.044903284450070746;0.25739469668729104;0.02638208939220233;0.0;0.36739264072667777;0.36739264072667777;-0.07508932325015383;0.7005984011497388;0.03388126974849768;0.2994015988502612;0.07508932325015383
"3.1. Pastagem";0.0;0.006492801372411322;0.0009087062610302316;0.015009782423705507;0.05269366812054028;0.0;0.07510495817768734;0.07510495817768734;0.017260000911481468;0.701600392292008;0.055911903602170604;0.298399607707992;0.01726000091148147
"5.1. Rio, Lago e Oceano";0.0012942415737638476;0.0;0.014272184460154505;0.0;0.0;0.02479938861657142;0.04036581465048977;0.04036581465048977;-0.015566426033918354;0.6143661122982074;0.06126342203121739;0.38563388770179263;0.015566426033918352
"total";0.24153506397922134;0.13528122909041576;0.21371604174809944;0.29230331747652394;0.09236495908916881;0.02479938861657142;1.0;1.0;0;0.7681611606274397;0.04634719122109092;0.23183883937256033;0.10444525087333345
"adj population";0.2415350639792212;0.13528122909041576;0.21371604174809933;0.29230331747652344;0.09236495908916882;0.02479938861657142;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2074191431766375e-15;1.406628825921113e-15;1.1475817843438632e-15;1.0902676259434618e-15;1.7556908469867621e-15;3.0902124949063367e-15;9.697800721278175e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8736106652145375;0.5174229798187712;0.7124789574639357;0.8805739835914226;0.5704941423691857;1.0;0.7681611606274397;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04727239526275366;0.04298612515464629;0.042762380554409805;0.04516952965063151;0.04472638162900633;0.1042296919755522;0.04629134997860037;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9527276047372464;0.9570138748453537;0.9572376194455902;0.9548304703493685;0.9552736183709937;0.8957703080244478;0.23183883937256033;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06105491212739589;0.05621179621447303;0.022880646963826134;0.0698172415784658;0.04482258011429412;0.0;0.1273935884992275;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.2097359978983259;0.02623392368945185;0.0013563415327801749;0.008337848092574058;0.011577953566872636;0.0;0.2572420647800046;0.2572420647800046;-0.01892657129589524;0.8153254331778658;0.04394674792671922;0.18467456682213423;0.018926571295895228
"1.1.2. Formação Savânica";0.012160305007006239;0.06880939336928776;0.0;0.01198136128835027;0.004229963026083466;0.0;0.09718102269072774;0.09718102269072774;0.036685225273277014;0.708053809932307;0.062347325277808056;0.29194619006769296;0.036685225273276986
"2.1. Área Úmida Natural não Florestal";0.0077374347957424984;0.012631404317813491;0.22379968411404616;0.0;0.0032806222952197145;0.0;0.24744914552282188;0.24744914552282188;0.014417321678900481;0.904426982930945;0.047605317618619865;0.09557301706905497;0.014417321678900474
"2.2. Formação Campestre (Campo)";0.007394482739622873;0.01925724572983437;0.02205253103725973;0.2066702119974436;0.024566752316991482;0.0;0.27994122382115205;0.27994122382115205;-0.03833779232042741;0.7382628723859559;0.040357534837739434;0.2617371276140441;0.038337792320427416
"3.1. Pastagem";0.0;0.006934280857617252;0.0009038135522118975;0.014614010122356713;0.055881922876421;0.0;0.07833402740860686;0.07833402740860686;0.021203186672981437;0.7133799285581102;0.05462208081132263;0.28662007144188983;0.021203186672981447
"5.1. Rio, Lago e Oceano";0.0012872730434118835;0.0;0.013754096965424394;0.0;0.0;0.024811145767851133;0.039852515776687414;0.039852515776687414;-0.015041370008836277;0.6225741407864882;0.062244895084318484;0.3774258592135118;0.01504137000883628
"total";0.23831549348410938;0.13386624796400473;0.26186646720172235;0.24160343150072464;0.0995372140815883;0.024811145767851133;1.0;1.0;0;0.7897083560233755;0.047200945108271414;0.21029164397662448;0.07230573362515892
"adj population";0.23831549348410933;0.13386624796400473;0.2618664672017221;0.24160343150072439;0.09953721408158833;0.02481114576785113;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2011485304194096e-15;1.39847964840126e-15;1.0625501719610927e-15;1.165472608344974e-15;1.686880566277716e-15;3.0618255212622582e-15;9.576357046666709e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8800770559733281;0.5140160004169977;0.8546328459139733;0.855410913304117;0.5614173893858021;1.0;0.7897083560233754;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.047762952427719094;0.04280816406846227;0.044758399044332785;0.048271070064088234;0.042364981810098186;0.10364465151049958;0.04728483470986196;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9522370475722809;0.9571918359315377;0.9552416009556672;0.9517289299359117;0.9576350181899018;0.8963553484895004;0.2102916439766246;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.057158991171566975;0.05674325864287996;0.047298922817551436;0.06986643900656209;0.04490420906437172;0.0;0.1379859103514661;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.20573641487033426;0.02570060738106157;0.00135980147734958;0.0076930138009572;0.01051957454356029;0.0;0.2510094120732629;0.2510094120732629;-0.013481299625598388;0.8196362565491578;0.04486324132490284;0.18036374345084216;0.01348129962559838
"1.1.2. Formação Savânica";0.011221317464209051;0.06598711771692796;0.0;0.011105805885141163;0.005544000899762424;0.0;0.0938582419660406;0.0938582419660406;0.03868275393639378;0.7030508598360828;0.06264532928795735;0.29694914016391716;0.038682753936393796
"2.1. Área Úmida Natural não Florestal";0.007218782611325732;0.006653847792695561;0.18389649607907124;0.0;0.0013867678843905234;0.0;0.19915589436748304;0.19915589436748304;0.02672210262266443;0.9233796301290732;0.05388428556537162;0.0766203698709268;0.026722102622664445
"2.2. Formação Campestre (Campo)";0.010584983883386216;0.026238466570983218;0.02574592473824232;0.245779437390594;0.027712291358845488;0.0;0.33606110394205124;0.33606110394205124;-0.05852522169238445;0.7313534190882587;0.0369006950932628;0.2686465809117413;0.058525221692384444
"3.1. Pastagem";0.0014760568199340392;0.007960956440766071;0.0009061191254883572;0.012957625172974427;0.056479940235277054;0.0;0.07978069779443994;0.07978069779443994;0.02186187712739584;0.7079399127443236;0.05501172280103638;0.29206008725567645;0.021861877127395846
"5.1. Rio, Lago e Oceano";0.0012905567984752306;0.0;0.013969655569995998;0.0;0.0;0.02487443748825155;0.04013464985672278;0.04013464985672278;-0.015260212368471226;0.6197746231012637;0.06183511413522092;0.38022537689873626;0.015260212368471228
"total";0.2375281124476645;0.1325409959024344;0.2258779969901475;0.2775358822496668;0.10164257492183579;0.02487443748825155;0.9999999999999998;0.9999999999999998;0;0.7827538437804559;0.0471437420030201;0.21724615621954413;0.08726673368645406
"adj population";0.23752811244766442;0.13254099590243434;0.22587799699014738;0.27753588224966635;0.1016425749218358;0.024874437488251546;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2076157419187303e-15;1.4104481601576458e-15;1.1128684585966628e-15;1.1087915006982296e-15;1.6724867411150995e-15;3.071045478283985e-15;9.583256080770352e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8661560635929565;0.4978619427720474;0.8141408128702885;0.8855771563602531;0.5556720722464059;1.0;0.782753843780456;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.047371941581075674;0.041848342134596504;0.04639796384836447;0.04682298785369077;0.041910793155537356;0.10362078179168067;0.04711155678465469;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9526280584189243;0.9581516578654035;0.9536020361516355;0.9531770121463092;0.9580892068444626;0.8963792182083193;0.21724615621954402;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0635833951546605;0.05574224849822529;0.030518796576823604;0.06351288971814562;0.046601515118325776;0.0;0.1299794225330904;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.2059437827027027;0.025387678466329902;0.0013518215656896997;0.009236697036711726;0.01072362445225792;0.0;0.2526436042236919;0.2526436042236919;-0.018962425478510795;0.8151553384282746;0.044405887048376946;0.1848446615717254;0.018962425478510736
"1.1.2. Formação Savânica";0.009788512776024109;0.06621038017200867;0.0;0.0095139785053654;0.006835855561085846;0.0;0.09234872701448402;0.09234872701448402;0.04144473702030533;0.7169603990494009;0.06391531681568216;0.2830396009505991;0.04144473702030535
"2.1. Área Úmida Natural não Florestal";0.005492118028972635;0.008193492796988068;0.21767498897334603;0.0;0.0037929791186447404;0.0;0.23515357891795147;0.23515357891795147;0.0172773792651341;0.9256715971535182;0.049629153753390436;0.07432840284648179;0.01727737926513412
"2.2. Formação Campestre (Campo)";0.010306921735535319;0.02592556806893537;0.019371672840522266;0.21510400799791468;0.025065854006921;0.0;0.29577402464982866;0.29577402464982866;-0.04918924443844244;0.7272579404245504;0.039396074684079234;0.2727420595754496;0.04918924443844244
"3.1. Pastagem";0.000866860256975428;0.008076344530527343;0.0;0.012730096671394396;0.06236284231083351;0.0;0.08403614376973068;0.08403614376973068;0.024745011680012346;0.7420954783660151;0.055254096985348715;0.2579045216339849;0.02474501168001235
"5.1. Rio, Lago e Oceano";0.001282983244970962;0.0;0.014032474803527572;0.0;0.0;0.024728463375815406;0.04004392142431394;0.04004392142431394;-0.015315458048498534;0.6175335106116938;0.06171611534730848;0.3824664893883062;0.015315458048498536
"total";0.23368117874518118;0.13379346403478937;0.2524309581830856;0.24658478021138622;0.10878115544974302;0.024728463375815406;1.0;1.0;0;0.7920244655326208;0.047558866697511124;0.20797553446737915;0.08346712796545178
"adj population";0.23368117874518105;0.13379346403478934;0.25243095818308525;0.24658478021138594;0.10878115544974302;0.024728463375815402;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.199563065635138e-15;1.3916311497983603e-15;1.067917315735504e-15;1.1418569124180513e-15;1.6196989736383782e-15;3.041518040341333e-15;9.462185457566764e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8813023958907498;0.49487006446587284;0.8623149495612522;0.8723328658545572;0.5732871842829909;1.0;0.792024465532621;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04825924685866527;0.04149296578182175;0.04565521431540523;0.049229142765694546;0.041564360963916636;0.10394112506945645;0.04758443567658627;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9517407531413348;0.9585070342181783;0.9543447856845948;0.9507708572343054;0.9584356390360833;0.8960588749305436;0.20797553446737904;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05547479208495698;0.05227669368495069;0.034957179889210876;0.06296154442694307;0.043346602917794325;0.0;0.12450840650192797;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.20112656805258547;0.024916468343988706;0.001357657970971859;0.010543274626928379;0.010721309754105398;0.0;0.24866527874857983;0.24866527874857983;-0.01639212685784333;0.8088244931691498;0.04469785000648029;0.19117550683085016;0.016392126857843303
"1.1.2. Formação Savânica";0.009854823196390411;0.067438889762474;0.0;0.00781304340786285;0.0015583253571424447;0.0;0.0866650817238697;0.0866650817238697;0.044372530075305554;0.778155266469906;0.07060226094389609;0.22184473353009404;0.044372530075305575
"2.1. Área Úmida Natural não Florestal";0.004536606176868593;0.002214078326337818;0.16357826683535992;0.0;0.003283806402155573;0.0;0.17361275774072188;0.17361275774072188;0.0382300777209435;0.9422018805763814;0.06003307165139226;0.057798119423618566;0.038230077720943556
"2.2. Formação Campestre (Campo)";0.013273063554459499;0.02858994998980301;0.03444031214934032;0.2570805955256162;0.029783373269416217;0.0;0.3631672944886352;0.3631672944886352;-0.07700333249767934;0.7078847666819872;0.034506342746782104;0.2921152333180128;0.07700333249767938
"3.1. Pastagem";0.0021935684653349215;0.00787822537657174;0.0006031271838136887;0.010727048430548471;0.0685003971007888;0.0;0.08990236655705762;0.08990236655705762;0.02394484532655082;0.7619420903376798;0.056710161173247405;0.2380579096623202;0.02394484532655082
"5.1. Rio, Lago e Oceano";0.0012885224450976077;0.0;0.011863471322179617;0.0;0.0;0.024835226973859252;0.037987220741136474;0.037987220741136474;-0.013151993767277225;0.6537784678457697;0.06528956977723346;0.34622153215423035;0.013151993767277222
"total";0.23227315189073652;0.13103761179917528;0.21184283546166544;0.28616396199095584;0.11384721188360844;0.024835226973859252;1.0;1.0;0;0.7825599442506834;0.04776618330553603;0.21744005574931657;0.10654745312279992
"adj population";0.2322731518907364;0.13103761179917525;0.21184283546166524;0.28616396199095545;0.11384721188360844;0.024835226973859245;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.211877320892708e-15;1.4071409085977982e-15;1.1367390473352344e-15;1.0846440044371756e-15;1.6072155652474942e-15;3.0581613537934508e-15;9.505778200303861e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8659053636435661;0.5146529216804486;0.7721680390034271;0.8983681723477854;0.6016870854142663;1.0;0.7825599442506835;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04789935443580471;0.04353450690360342;0.04706248469487449;0.046365463072363576;0.04364467454906766;0.10391331342427573;0.047617901893281654;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9521006455641953;0.9564654930963966;0.9529375153051255;0.9536345369276364;0.9563553254509324;0.8960866865757242;0.21744005574931646;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06229316767630211;0.038452383922791405;0.020068981810723918;0.05816673293067931;0.04280393891253764;0.0;0.11089260262651719;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
