"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Cerrado  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.2. Formação Savânica";0.05200666656129715;0.24864755910141634;0.0018804657634467652;0.0328394677801105;0.046907770310767816;0.0008644100835701708;0.00024159389497072304;0.0004351829418199437;0.3838231164373994;0.3838231164373994;-0.05664071243175217;0.6478180923789413;0.008594325341536275;0.3521819076210587;0.05664071243175217
"1.2. Floresta Plantada";0.0004090472644970511;0.00017528029206013472;0.00537839268877226;0.0;0.0002719787159916198;0.0;0.0;0.0;0.006234698961321066;0.006234698961321066;0.004454386089526453;0.86265475240085;0.05050139833592321;0.13734524759915;0.004454386089526454
"2.2. Formação Campestre (Campo)";0.00020838132908521963;0.03534842225964389;0.0003289534669850939;0.048642516461157886;0.015338455466536158;0.0005415152846393309;4.584079742488754e-05;0.00035109697157822544;0.10080518203705069;0.10080518203705069;-0.007316150248439589;0.4825398404943061;0.012365138187819345;0.5174601595056939;0.007316150248439596
"3.1. Pastagem";0.004177585024084942;0.014408432074265214;0.0006765926209036676;0.010394031469787186;0.24565951666221456;0.009146782488984189;0.0011373803609206416;2.286344538810953e-05;0.2856231841465485;0.2856231841465485;0.0412404175821009;0.8600825503582736;0.011887763477861444;0.13991744964172637;0.04124041758210095
"3.2.1. Lavoura Temporária";6.0924342811313104e-05;0.0006407040262053952;5.3272428902461514e-05;0.0010948211197185735;0.009080811137684856;0.03178833145961626;6.203452802094454e-05;0.0;0.0427808990429598;0.0427808990429598;-0.00023563053302065595;0.7430496359530686;0.02313159990799718;0.2569503640469314;0.00023563053302065595
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.246679024587746e-05;0.0;0.0014825962954538795;0.0;0.001555063085699757;0.001555063085699757;0.0014464759559193593;0.9533994531075449;0.05212029237618965;0.046600546892455075;0.0014464759559193597
"5.1. Rio, Lago e Oceano";0.0001428413943292978;0.0;0.0;0.00010017491977873818;9.238864399166446e-05;0.0;0.0;0.005277869266050725;0.005613274224150425;0.005613274224150425;0.0008315007664878195;0.9402478937058405;0.051075090946674354;0.0597521062941595;0.00083150076648782
"total";0.18978429488404985;0.32718240400564724;0.01068908505084752;0.0934890317886111;0.3268636017286495;0.042545268509939144;0.0030015390416191167;0.006444774990638245;1.0;1.0;0;0.7196556309026265;0.011838716651777532;0.2803443690973735;0.06419249321321238
"adj population";0.18978429488405013;0.32718240400564724;0.01068908505084752;0.09348903178861112;0.3268636017286475;0.042545268509939164;0.0030015390416191163;0.006444774990638241;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.847557423868767e-17;2.345435898131238e-17;1.0606264860810545e-16;3.674210963484232e-17;2.365029885404148e-17;5.55445489799456e-17;2.0365927383066726e-16;1.4629542629138556e-16;6.238842394189877e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.6996303305764427;0.7599661719495302;0.5031667970820213;0.5203018528541825;0.751565837747061;0.7471649039467241;0.4939453643268704;0.8189377090305585;0.7196556309026265;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011765131512213933;0.010304643582362305;0.027525870759811884;0.01348327466920624;0.010178954409029226;0.023050622170989958;0.026961687233839134;0.043414883890016735;0.011827650240105632;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9882348684877861;0.9896953564176377;0.9724741292401882;0.9865167253307937;0.9898210455909707;0.97694937782901;0.9730383127661608;0.9565851161099833;0.2803443690973735;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.08157146619385447;0.1570696898084618;0.0017126125450976117;0.08969303065490641;0.07992733496866794;0.021513874100645772;0.0001449335804917548;0.0006708099161994007;0.21615187588416257;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.13100484931276246;0.027612324616577102;0.0024941440932828786;0.0004175857061869696;0.010316043011056092;0.0002395218784023785;3.205981933484665e-05;0.00033708580671171955;0.17245361424431443;0.17245361424431443;0.01404795422915335;0.7596526746442579;0.01283542591981415;0.2403473253557421;0.014047954229153253
"1.1.2. Formação Savânica";0.05125195932127903;0.2433120504551047;0.00125995716703212;0.032568577506009895;0.048796397890274804;0.0007772098808621914;0.00024134287368243425;0.0004981459842695158;0.37870564107851473;0.37870564107851473;-0.05956630978592521;0.6424833011786596;0.008597446406597486;0.3575166988213404;0.05956630978592531
"1.2. Floresta Plantada";0.0004086222555318308;0.00015969353457818215;0.006002671399515029;0.0;0.0003279650780581908;0.0;0.0;0.0;0.006898952267683232;0.006898952267683232;0.0037918685332921404;0.8700844949505373;0.048878366829436144;0.1299155050494627;0.003791868533292141
"2.2. Formação Campestre (Campo)";0.00016270827145214853;0.033954930202451564;0.0003074161607652918;0.04849503870118983;0.015688422536168353;0.0007643164213709766;4.579316784373784e-05;0.00035073217422218906;0.0997693576354641;0.0997693576354641;-0.00665298396879882;0.4860714737522954;0.012458387116231926;0.5139285262477046;0.006652983968798806
"3.1. Pastagem";0.00348527978849477;0.01351476553417531;0.0005829100911288327;0.010602110245767822;0.25134948282643693;0.010211386618987078;0.0011767174701320844;4.5679379546543826e-05;0.29096833195466937;0.29096833195466937;0.04448271010380095;0.8638379343137415;0.011795249643955532;0.13616206568625855;0.04448271010380106
"3.2.1. Lavoura Temporária";4.5456544919914e-05;0.0005855669497025915;4.3721889251221904e-05;0.000956064317803291;0.008854191928473492;0.033397981009461016;6.197007280305051e-05;0.0;0.043944952712414574;0.043944952712414574;0.001445463096669054;0.759995834516531;0.02336705411503829;0.24000416548346903;0.0014454630966690696
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.23914956816341e-05;0.0;0.0015562430544165254;0.0;0.0016286345500981596;0.0016286345500981596;0.0014854919081145194;0.9555508043979105;0.05078474102547947;0.044449195602089486;0.0014854919081145196
"5.1. Rio, Lago e Oceano";0.0001426929790275376;0.0;0.0;7.699718970747166e-05;4.614729232090713e-05;0.0;0.0;0.005364678095787624;0.00563051555684354;0.00563051555684354;0.0009658058836940519;0.9527863020051852;0.05164754970556281;0.047213697994814785;0.000965805883694053
"total";0.1865015684734677;0.3191393312925894;0.010690820800975373;0.0931163736666653;0.33545104205847043;0.045390415809083644;0.0031141264582126792;0.006596321440537593;1.0;1.0;0;0.7204829948546739;0.011882012160671116;0.27951700514532607;0.0662192937547241
"adj population";0.18650156847346813;0.3191393312925895;0.010690820800975373;0.0931163736666653;0.3354510420584679;0.04539041580908364;0.0031141264582126792;0.006596321440537588;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.8570513077801745e-17;2.3521856647154368e-17;1.0592426172408017e-16;3.668650031869071e-17;2.3435438089893256e-17;5.3667226571567215e-17;1.9916919757826118e-16;1.4367166624665912e-16;6.146466602541077e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.7024329628166086;0.7624007027577379;0.5614790025259219;0.5208003360911659;0.749288126470107;0.7357936783380894;0.49973662768650556;0.8132833040577853;0.7204829948546736;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011901601098952563;0.010446898332268405;0.02992785872591524;0.01350555419609271;0.01001153733257317;0.02232711885932068;0.026540295704794884;0.042749469061690554;0.011867681941905107;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9880983989010474;0.9895531016677316;0.9700721412740848;0.9864944458039073;0.9899884626674268;0.9776728811406793;0.9734597042952051;0.9572505309383095;0.2795170051453264;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.08289752986310395;0.15165456167496943;0.0017925617363364066;0.08924266993095092;0.07923769825646487;0.021093943405907117;0.00014478299136326837;0.0005316749221118324;0.2132977113906039;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.12915982090544934;0.02671744847848631;0.002037226311597141;0.00038575584934260536;0.01059492688076682;0.00020316324506596692;5.3638033443051555e-05;0.000335675204410412;0.16948765490856166;0.16948765490856166;0.01466461401113598;0.7620603457822991;0.01297578553057654;0.2379396542177009;0.014664614011135835
"1.1.2. Formação Savânica";0.05073194706864294;0.24097433594827422;0.00113689016638627;0.032260284338047784;0.04892521739178141;0.0006083442083646341;0.00024033292664152615;0.0004960613937652391;0.37537341344190406;0.37537341344190406;-0.05973112906758789;0.6419589862231135;0.008621259212758485;0.35804101377688646;0.059731129067587874
"1.2. Floresta Plantada";0.0005004751415534505;0.00015902526536335708;0.007262040002757469;0.0;0.0001828360462972812;0.0;0.0;0.0;0.008104376455971557;0.008104376455971557;0.00288626291122119;0.8960640022350603;0.049585988405048936;0.10393599776493967;0.0028862629112211893
"2.2. Formação Campestre (Campo)";0.0001756551897180957;0.03426327541568903;0.00024092966834398521;0.04770737000227769;0.015042849217922618;0.0005996575790669457;0.00013161855599725088;0.0003492644659940478;0.09851062009500967;0.09851062009500967;-0.007040966804315409;0.4842865668317368;0.0125418098000203;0.5157134331682631;0.007040966804315429
"3.1. Pastagem";0.003400714532400761;0.012958918631481091;0.0003135532181078818;0.01019624092901801;0.25715311148781367;0.009953731240370554;0.0010310748681478597;4.548822513829619e-05;0.2950528331324781;0.2950528331324781;0.0467423226224963;0.8715493722182024;0.011758402365241076;0.1284506277817976;0.046742322622496446
"3.2.1. Lavoura Temporária";0.0;0.0005692806350221233;0.0;0.0008433271922864967;0.00977817199141933;0.03481870332625269;0.0;0.0;0.04600948314498064;0.04600948314498064;0.00017411645414015103;0.7567723205352115;0.02286568427181895;0.24322767946478852;0.00017411645414015103
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.208855913440969e-05;0.0;0.0016951332112100633;0.0;0.001767221770344473;0.001767221770344473;0.0013845758250952786;0.9592079724547771;0.04884287420750803;0.04079202754522293;0.0013845758250952789
"5.1. Rio, Lago e Oceano";0.00018365608193291703;0.0;0.0;7.667497972166689e-05;4.5954179839008256e-05;0.0;0.0;0.005388111809258401;0.005694397050751993;0.005694397050751993;0.000920204047814403;0.9462128757858315;0.05136177767555873;0.053787124214168536;0.0009202040478144026
"total";0.1841522689196975;0.3156422843743162;0.010990639367192747;0.09146965329069424;0.34179515575497454;0.04618359959912079;0.0031517975954397518;0.006614601098566396;1.0;1.0;0;0.7241586266932936;0.011972970728545605;0.27584137330670644;0.0667720958719033
"adj population";0.18415226891969813;0.3156422843743162;0.010990639367192745;0.09146965329069429;0.34179515575497177;0.04618359959912081;0.0031517975954397518;0.006614601098566391;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.8433657436990026e-17;2.3382041281281364e-17;1.0382279254208237e-16;3.6635294505761515e-17;2.31675441296743e-17;5.284798229981228e-17;1.95897707817572e-16;1.419225696803675e-16;6.061095896935413e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.7013751264817247;0.7634412367340048;0.6607477290570358;0.5215650031017587;0.7523603162830094;0.753919218694152;0.5378306061476488;0.8145784952060349;0.7241586266932933;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01196647438106092;0.010498003111342497;0.03477011829718074;0.013680731944547914;0.00991344911776632;0.022645708722651994;0.02814648618806561;0.042914351317560204;0.011957587302782544;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9880335256189391;0.9895019968886575;0.9652298817028193;0.9863192680554521;0.9900865508822336;0.977354291277348;0.9718535138119344;0.9570856486824398;0.27584137330670666;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.08065566800622465;0.14933589685208393;0.0016846729064281772;0.08752456657683311;0.07579944328932886;0.022381559637455903;0.00014417711826881932;0.0006125704829871848;0.2090692774348053;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.12826881290167258;0.025933150081119998;0.002034206051126907;0.0003858069608415358;0.010633813364204093;0.0002889954952231429;1.0214637132555113e-05;0.0003357196803733312;0.16789071917169415;0.16789071917169415;0.013596275103416308;0.7640018074524898;0.013035320866179685;0.2359981925475102;0.013596275103416183
"1.1.2. Formação Savânica";0.04916751300202932;0.2361327019735252;0.0010779352432519005;0.03198683950363507;0.0492296883483938;0.0005741771041434101;0.0002833004249524697;0.000540683157131008;0.3689928387570622;0.3689928387570622;-0.06010678933190032;0.639938440997741;0.00868078171860705;0.360061559002259;0.060106789331900334
"1.2. Floresta Plantada";0.000500541453016273;0.0001590463357364814;0.007173013394275725;0.0;0.0001612122935795702;0.0;0.0;0.0;0.007993813476608049;0.007993813476608049;0.0030315694749603263;0.8973205861339901;0.049436538162096526;0.10267941386600987;0.003031569474960326
"2.2. Formação Campestre (Campo)";0.00017567846350657283;0.03323715596551544;0.00024096159080609918;0.04788162110155662;0.014877651295586297;0.0007165812159470645;0.00013877584896155207;0.00034931074249357604;0.09761773622437321;0.09761773622437321;-0.007110360171310642;0.4905012444818564;0.012704401575891816;0.5094987555181436;0.007110360171310601
"3.1. Pastagem";0.003246467668305977;0.012915890639720925;0.00045207150480454985;0.009268031571733141;0.2668000604628923;0.009870349219950697;0.000999067697093332;2.274712609619437e-05;0.3035746858905971;0.3035746858905971;0.047336672741989806;0.8788613572313533;0.011619526802616577;0.12113864276864672;0.04733667274198988
"3.2.1. Lavoura Temporária";4.52723206600052e-05;0.0005081044295437858;4.719516730319415e-05;0.000908391776368565;0.009035585125009061;0.03584843899059293;0.0;0.0;0.04639298780947754;0.04639298780947754;0.0009055542163797052;0.7727124439109638;0.02320022685314176;0.22728755608903617;0.0009055542163797087
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.00012738747429119707;0.0;0.001815651604425907;0.0;0.0019430390787171042;0.0019430390787171042;0.0013039711338487115;0.9344390569976057;0.04817185743228054;0.06556094300239435;0.0013039711338487118
"5.1. Rio, Lago e Oceano";8.27084659196247e-05;0.0;0.0;7.668513892767949e-05;4.596026863070823e-05;0.0;0.0;0.0053888257179948345;0.005594179591472847;0.005594179591472847;0.0010431068326160972;0.9632915121654244;0.05224117344274833;0.03670848783457559;0.001043106832616097
"total";0.18148699427511034;0.30888604942516185;0.011025382951568375;0.09050737605306261;0.350911358632587;0.047298542025857246;0.003247010212565816;0.006637286424088944;1.0;1.0;0;0.7293091261469359;0.012016585419426804;0.2706908738530641;0.06721714950321092
"adj population";0.18148699427511103;0.3088860494251617;0.011025382951568373;0.09050737605306261;0.3509113586325842;0.047298542025857294;0.0032470102125658163;0.006637286424088939;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.854360917189474e-17;2.3476300743011464e-17;1.0384633214230147e-16;3.675245274020772e-17;2.300934135877469e-17;5.217825477171068e-17;1.9206893407865565e-16;1.4095114027098227e-16;6.008263652775387e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.706765867240239;0.7644654150388762;0.6505908616312825;0.529035568034639;0.7603061397115904;0.7579184781424185;0.5591764378810387;0.8119019390871808;0.7293091261469357;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.012104704431902449;0.01060982197561755;0.03418489132783696;0.01388513967856648;0.009810925615959365;0.022578150105477326;0.028431606094981448;0.042792083250243355;0.011994701343106783;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9878952955680975;0.9893901780243824;0.965815108672163;0.9861148603214335;0.9901890743840407;0.9774218498945226;0.9715683939050186;0.9572079167497567;0.27069087385306434;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.07924381254004315;0.14550669490327328;0.0016416001646646482;0.08525150990301197;0.07354925085540964;0.021089097637769214;0.0002547749485823942;0.00041070774695602455;0.20347372434985517;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.1277445086858072;0.026040713188522465;0.001766047581904855;0.0004318876954545407;0.010590201018961055;0.00024038388188198255;1.0177784206545646e-05;0.0002917277032522409;0.1671156475399909;0.1671156475399909;0.012389437206212786;0.764407825157354;0.013080504018933072;0.23559217484264605;0.012389437206212689
"1.1.2. Formação Savânica";0.04828281438383732;0.2314072877118183;0.0009399663173736134;0.031447573513093775;0.05002489628505433;0.000644047138160985;0.00028227831819882407;0.000560930093395646;0.36358979376093276;0.36358979376093276;-0.05934922570471639;0.6364515497483212;0.008693738795846482;0.3635484502516788;0.0593492257047164
"1.2. Floresta Plantada";0.0003865156220991577;0.0001584725196755767;0.007652960284082381;0.0;9.552692120227834e-05;0.0;0.0;0.0;0.008293475347059393;0.008293475347059393;0.0029113436052891043;0.9227687988239913;0.048576336293517396;0.07723120117600868;0.002911343605289104
"2.2. Formação Campestre (Campo)";0.00023707221662437372;0.03354566813982144;0.00024009223641182522;0.046825792810961525;0.015125814997330811;0.0005390800767799587;0.00013827516587048256;0.00034805048010927653;0.09699984612390969;0.09699984612390969;-0.00795058652467507;0.4827408978684903;0.012614472676565373;0.5172591021315097;0.007950586524675035
"3.1. Pastagem";0.002704770948442055;0.012840666433505298;0.0005228849831635499;0.009491316330065728;0.2707620573749321;0.010564128857898704;0.000952769970397062;2.2665057771683915e-05;0.3078612599561762;0.3078612599561762;0.04853152800544847;0.8794937609671142;0.011544490475947444;0.12050623903288582;0.04853152800544852
"3.2.1. Lavoura Temporária";6.699282359666244e-05;0.0002477600628732682;8.286754941227376e-05;0.0007762807795659606;0.009671770119707957;0.03763545196605542;0.0;0.0;0.048481123301211536;0.048481123301211536;0.001141968619565505;0.7762908407098505;0.0226812640506649;0.22370915929014945;0.0011419686195655102
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.672679377411992e-05;0.0;0.0020081305722899007;0.0;0.0020848573660640205;0.0020848573660640205;0.0013067744448987946;0.9631980609210827;0.053676462687971944;0.03680193907891727;0.0013067744448987946
"5.1. Rio, Lago e Oceano";8.241006579680701e-05;0.0;0.0;7.640847009311849e-05;4.579445066211642e-05;0.0;0.0;0.005369383618105623;0.005573996604657665;0.005573996604657665;0.0010187603479768054;0.9632915121654244;0.051963614997805725;0.03670848783457559;0.001018760347976805
"total";0.17950508474620358;0.30424056805621635;0.011204818952348497;0.08904925959923465;0.3563927879616247;0.049623091920777046;0.003391631810962815;0.00659275695263447;1.0;1.0;0;0.7294055730240522;0.012028647475856217;0.2705944269759478;0.06729981222939144
"adj population";0.17950508474620425;0.3042405680562158;0.011204818952348492;0.08904925959923465;0.3563927879616224;0.049623091920777095;0.003391631810962815;0.006592756952634466;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.8446413486826854e-17;2.3393576806961742e-17;1.0242588976628811e-16;3.673216202313261e-17;2.2786575251836014e-17;5.060096708919347e-17;1.8610544439392276e-16;1.4069939690632757e-16;5.911904257244891e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.7116484130041283;0.7606062833443689;0.6830061526766874;0.5258414614753746;0.7597293394278405;0.7584261784038002;0.592083894778612;0.8144367609304956;0.7294055730240521;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.012231937375223474;0.010605582182167103;0.03461629776621843;0.013941263108847314;0.009703912088414339;0.02213248394840243;0.031239021659393976;0.042752415176895556;0.011996165920545138;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9877680626247766;0.9893944178178329;0.9653837022337816;0.9860587368911526;0.9902960879115856;0.9778675160515976;0.968760978340606;0.9572475848231045;0.27059442697594793;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.07874227770836739;0.14566656068879613;0.001281030125954024;0.08444693357654626;0.07419840516248821;0.02169134267031224;0.00015345358754823967;0.00040922597310408433;0.2032946147465583;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.12689145201260932;0.025336468827501457;0.0014273026698651031;0.00048153725634391764;0.010401561201407587;0.0002258755361750192;1.0172593166329286e-05;0.00035447714976700263;0.1651288472468357;0.1651288472468357;0.012828844307151303;0.7684390349006144;0.013204968725812855;0.23156096509938562;0.012828844307151255
"1.1.2. Formação Savânica";0.04769450415563258;0.22747638832038455;0.0006824668973982403;0.03111826559420868;0.04901519790903795;0.0006268012457588328;0.0002821343459871678;0.0005664024011240254;0.35746216086953203;0.35746216086953203;-0.05992526771359842;0.6363649449414304;0.008768945969014542;0.36363505505856963;0.05992526771359846
"1.2. Floresta Plantada";0.000386318485070326;0.00015839169292526157;0.008067723476728668;0.0;0.00024769461189222506;0.0;0.0;0.0;0.00886012826661648;0.00886012826661648;0.0019494826030406224;0.9105650882196068;0.04833162072556602;0.0894349117803932;0.0019494826030406216
"2.2. Formação Campestre (Campo)";0.00023695130116913277;0.03257821263488332;0.00020478095035218258;0.0469699652685897;0.01522666068063675;0.000995512576188377;0.00013820464050539417;0.0003478729617022338;0.09669816101402708;0.09669816101402708;-0.008510062585118862;0.485737937268282;0.012706475629562449;0.514262062731718;0.008510062585118827
"3.1. Pastagem";0.002566671532048045;0.011711304160625565;0.00042733687531290907;0.009018068000239464;0.2780754250294873;0.010863002779404541;0.0008920470976248597;9.151760754945413e-05;0.3136453730822921;0.3136453730822921;0.04963770857868164;0.8865918291628284;0.011490338983764462;0.11340817083717158;0.04963770857868177
"3.2.1. Lavoura Temporária";9.942603379240985e-05;0.0002761275196133942;0.0;0.0005238928105328918;0.010148314299223518;0.039255001866590006;4.0144164751257566e-05;0.0;0.050342906694503475;0.050342906694503475;0.0016232873096132944;0.7797523910329941;0.02274753546644186;0.2202476089670059;0.0016232873096132944
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.668766031794998e-05;0.0;0.002121155778473876;0.0;0.002197843438791826;0.002197843438791826;0.0012860151817170582;0.9651077692958393;0.052704146112418866;0.0348922307041607;0.0012860151817170587
"5.1. Rio, Lago e Oceano";8.236803366514628e-05;0.0;0.0;7.63694989936066e-05;9.154026897059926e-05;0.0;0.0;0.0054143015857737705;0.005664579387403123;0.005664579387403123;0.0011099923185133639;0.9558170546279359;0.05251789828658741;0.04418294537206413;0.0011099923185133639
"total";0.17795769155398697;0.29753689315593357;0.010809610869657102;0.08818809842890825;0.3632830816609739;0.05196619400411677;0.0034838586205088846;0.006774571705916487;0.9999999999999999;0.9999999999999999;0;0.734271413338637;0.012134400802322363;0.265728586661363;0.06843533029871733
"adj population";0.17795769155398755;0.29753689315593324;0.010809610869657092;0.08818809842890826;0.3632830816609716;0.051966194004116804;0.0034838586205088846;0.006774571705916482;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.8455862743333086e-17;2.3466598246104023e-17;1.0490005768575859e-16;3.679280143816196e-17;2.2637288438085216e-17;4.934781508826541e-17;1.8392453521125758e-16;1.376487510446218e-16;5.871737098955877e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.7130428075603261;0.7645317053208872;0.7463472620809138;0.532611158482502;0.7654510740166943;0.7553949758852884;0.6088524275890509;0.7992094291429903;0.7342714133386369;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.012298190916787898;0.01075601408366605;0.03839788196264846;0.01413065174514373;0.00964610448813359;0.021967752542994556;0.03150881225143507;0.04246062279628964;0.012093361984189963;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9877018090832121;0.989243985916334;0.9616021180373515;0.9858693482548563;0.9903538955118664;0.9780322474570055;0.9684911877485649;0.9575393772037104;0.2657285866613631;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.07647479046845279;0.14012100967109803;0.0015848095797756263;0.0824362663206371;0.07113989610560967;0.02217580965582694;0.00015337532063589964;0.0005005556032587049;0.19729325636264738;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.12545174526976197;0.02496216328795568;0.0012705168307429668;0.00048016198353639046;0.01021931287701056;0.0002750305177815538;8.89128764566062e-05;0.0004269101211490497;0.16317475376439475;0.16317475376439475;0.011783465843795096;0.7688183519547372;0.01323978487202629;0.23118164804526276;0.011783465843795027
