"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para BRASIL  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"3.1. Pastagem";0.0036729075131987665;0.004526767372565918;0.00022259174397797768;1.004305439502296e-05;0.0030759035919336077;0.0005050327149817535;0.18237114003946264;0.0038321661743420054;0.0;0.00045346896249595967;7.572018004112072e-05;0.0011816684754755648;0.19992740982287036;0.19992740982287036;0.024066530619740584;0.9121867791967;0.007509042231072104;0.08781322080330001;0.024066530619740595
"3.2.1. Lavoura Temporária";5.0141223106064974e-05;3.4517392009754256e-05;5.727861271577206e-05;5.043774453736755e-05;0.002138223848707451;1.6274969449304017e-05;0.0046729397050446556;0.0337913068419549;0.0;1.3808460922873435e-05;7.117416504955174e-06;5.909377592285434e-05;0.04089113999087596;0.04089113999087596;-0.0018554616907772662;0.8263723351683203;0.013569680695361302;0.17362766483167968;0.0018554616907772783
"3.3 Mosaico de Agricultura ou Pastagem";0.0013407651903216261;0.00253882335232273;0.00033740647722141647;0.0;0.0015293743583429703;0.00023371295046384293;0.0;0.0;0.01698915162557561;0.0003233690380224428;9.343368083074142e-05;0.0;0.023386036673101383;0.023386036673101383;-0.006396885047525772;0.726465619765171;0.013680021167974728;0.273534380234829;0.006396885047525773
"4.1. Infraestrutura Urbana";5.3107883598879704e-05;0.0;0.0;0.0;4.188243856281662e-06;1.771990462137738e-05;0.0001041066784521209;1.3989362556634513e-05;0.0;0.0035396858561831997;0.0;0.0;0.003732797929268494;0.003732797929268494;0.0007541580105001419;0.9482661326049499;0.022878820549095222;0.05173386739505015;0.0007541580105001411
"5.1. Rio, Lago e Oceano";0.00015475159057574866;4.906169190399094e-06;0.0;0.00018613265618028484;6.149882765587236e-05;0.00033140879533453797;5.450540013990665e-05;7.099562369491112e-06;0.0;0.0;0.01327129797597593;0.0;0.014071600977422171;0.014071600977422171;0.0005089960125487039;0.9431263718513394;0.0211953944580606;0.05687362814866059;0.0005089960125487028
"3.2.2. Lavoura Perene";0.0;1.9777407781991355e-05;0.0;0.0;0.0;0.0;0.00014603173918581114;0.0;0.0;0.0;0.0;0.00021878397686446495;0.00038459312383226743;0.00038459312383226743;0.001887780542245552;0.5688712649992234;0.036493821531802265;0.43112873500077664;0.001887780542245552
"total";0.5062347379977208;0.1220020481622552;0.0063022665827951714;0.0037156853534944623;0.05529197318240832;0.0050945917572331745;0.22399394044261095;0.03903567830009868;0.01698915162557561;0.004486955939768635;0.014580596989970874;0.0022723736660778195;1.0;1.0;0;0.8787976052765321;0.006357276492945251;0.12120239472346794;0.03411079947117445
"adj population";0.5062347379977099;0.12200204816225448;0.006302266582795175;0.0037156853534944605;0.055291973182408534;0.0050945917572331745;0.2239939404426128;0.0390356783000984;0.016989151625575627;0.004486955939768641;0.014580596989970898;0.0022723736660778195;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.785871241091134e-18;2.4022762901906096e-18;9.154270405756287e-18;1.0991466111491237e-17;3.415414594859808e-18;1.1730001483875418e-17;1.966939905104256e-18;3.9910487134505785e-18;5.544057416991284e-18;1.1428559515724298e-17;7.526077535249776e-18;1.3939198555462067e-17;8.387518176924676e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9661385513902737;0.7567710405116543;0.6323873757764098;0.7634523223581663;0.7281813422847973;0.021772089578481504;0.8141789000144315;0.8656518424548405;1.0;0.7888835780200953;0.9102026470592711;0.09627992971864184;0.8787976052765328;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0036051516934921704;0.007503083528150451;0.017085644591730793;0.03578186934475929;0.01143129669042365;0.0014561263496647076;0.006566718563977033;0.014354078342959398;0.019290774697155975;0.018210107210357335;0.020208758408073454;0.005020689623451404;0.006367287196441245;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9963948483065078;0.9924969164718496;0.9829143554082692;0.9642181306552408;0.9885687033095764;0.9985438736503353;0.9934332814360229;0.9856459216570406;0.980709225302844;0.9817898927896427;0.9797912415919265;0.9949793103765486;0.12120239472346717;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.034283683130335696;0.05934886245990453;0.0012514764776586761;0.0011869775176293175;0.030058779865734603;0.00013368012724043272;0.035112539566815426;0.010488742916287555;0.0;0.00038622414617058877;0.0016006060028924823;0.00033161829393560496;0.08709159525230246;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.4849608624951502;0.008916615886772719;0.0014227972741157485;2.259092328816475e-05;0.000607874321079429;0.005619905259614074;0.0103599031965313;0.0002584079796253228;0.0;1.796362859392814e-05;0.0005161402526997548;0.00046155460067004206;0.5131646158181407;0.5131646158181407;-0.010978401753550516;0.9450395595221902;0.0035146057939021294;0.05496044047780979;0.01097840175355036
"1.1.2. Formação Savânica";0.010585654860279936;0.09112124720448994;0.00017235895311436768;0.0;0.006969466575073113;0.0001853725621489212;0.01788102513601107;0.0001979676139252071;0.0;5.7874486999702245e-05;0.0002822798794000731;0.00032482036532800013;0.12777806763677033;0.12777806763677033;-0.012436853545818853;0.7131211865209647;0.00711816756045723;0.2868788134790353;0.012436853545818805
"1.2. Floresta Plantada";0.0001644130169138168;3.425684288273809e-05;0.004172237504730065;0.0;5.170011003892966e-06;0.0;0.00043574101358623756;4.810333597659687e-06;0.0;0.0;0.0;2.3375514160951312e-05;0.0048400042368753615;0.0048400042368753615;0.0017357152878474105;0.8620317876877734;0.024132684836927428;0.13796821231222656;0.0017357152878474105
"2.1. Área Úmida Natural não Florestal";5.457508011666393e-05;8.71293722096497e-05;0.0;0.0026812125475280985;0.00018376704279262252;0.00013239744602411402;0.00012256038460138502;1.538193826099369e-05;0.0;6.197646835075289e-06;0.0;0.0;0.0032832214583686024;0.0032832214583686024;0.00025475419128116966;0.8166407845239789;0.037099159104886016;0.18335921547602108;0.00025475419128117
"2.2. Formação Campestre (Campo)";0.0010781503479099556;0.008679187252509789;8.492285908488735e-05;0.0005934162144599802;0.04428171456832406;1.6763987603033287e-05;0.007612925976756401;0.0008337622715431406;0.0;6.411644210970051e-05;0.00025222386777297613;3.054078898689546e-05;0.06352772457706081;0.06352772457706081;-0.00490392753062152;0.6970455004194148;0.010342666070751337;0.3029544995805852;0.004903927530621528
"2.5. Outra Formação não Florestal";4.885476199969091e-06;0.0;0.0;0.0;1.1163397056463434e-05;0.00012705476054868567;6.836637122246815e-05;0.0;0.0;0.0;0.0;0.0;0.00021147000502758635;0.00021147000502758635;0.0075960799660013244;0.6008169363409781;0.0598617223892849;0.3991830636590219;0.007596079966001324
"3.1. Pastagem";0.0035681765257913845;0.003946590699658546;0.00025678436116557274;1.0035811842056573e-05;0.0027509533239155766;0.001115604005492193;0.18427229874485687;0.0036145865336573804;0.0;0.000435196678903208;0.00010359006556942577;0.0012027956147142576;0.20127661236556646;0.20127661236556646;0.025284574564159657;0.9155176877191004;0.007518954122276045;0.08448231228089964;0.025284574564159668
"3.2.1. Lavoura Temporária";7.471088964848808e-05;5.031553888886827e-05;0.00012193319052588687;5.349278427251108e-05;0.0022040277225569473;4.914736089030843e-05;0.005463037724826795;0.036519116924109626;0.0;1.3798502945381269e-05;2.340618033064711e-05;9.125270291405591e-05;0.04466423952190952;0.04466423952190952;-0.0032018468896706197;0.8176365995484054;0.013115977564547182;0.1823634004515946;0.0032018468896706093
"3.3 Mosaico de Agricultura ou Pastagem";0.0014023198013932367;0.002481205517138962;0.00034468538198624457;0.0;0.0015483514733051137;0.0002207992333074523;0.0;0.0;0.016216132569981515;0.00032849170166782913;0.00011285463284177445;0.0;0.022654840311622126;0.022654840311622126;-0.006438707741640615;0.7157910780621352;0.013580862000287724;0.28420892193786484;0.006438707741640612
"4.1. Infraestrutura Urbana";5.3069584825939835e-05;0.0;0.0;0.0;4.1852235024358926e-06;1.770712590459145e-05;0.00010403160187649087;1.835903751957175e-05;0.0;0.0035821211933127154;0.0;0.0;0.003779473766941745;0.003779473766941745;0.000726286514425795;0.9477830550498245;0.022636996262558117;0.05221694495017548;0.0007262865144257945
"5.1. Rio, Lago e Oceano";0.00023939598636053017;4.902631104391998e-06;0.0;0.00017722736825896132;5.7123387829621874e-05;0.0003227982294955381;8.033302794245184e-05;0.0;0.0;0.0;0.013530610912230233;0.0;0.014412391543221728;0.014412391543221728;0.0004087142476231565;0.9388178826291879;0.020493282445349943;0.06118211737081214;0.0004087142476231556
"3.2.2. Lavoura Perene";0.0;1.9763145295922382e-05;0.0;0.0;0.0;0.0;0.00016096375151466438;0.0;0.0;0.0;0.0;0.00022661186169486728;0.000407338758505454;0.000407338758505454;0.0019536126899636153;0.5563228564998759;0.03591781771162608;0.4436771435001241;0.0019536126899636157
"total";0.5021862140645903;0.11534121409095152;0.006575719524722772;0.0035379756496497724;0.05862379704643928;0.00780754997102891;0.22656118692972613;0.04146239263223891;0.016216132569981515;0.00450576028136754;0.014821105790844884;0.0023609514484690696;1.0;1.0;0;0.8816912212869563;0.0064238499814595375;0.11830877871304368;0.037959737461302025
"adj population";0.502186214064578;0.1153412140909508;0.006575719524722775;0.0035379756496497694;0.058623797046439406;0.007807549971028912;0.22656118692972857;0.04146239263223868;0.016216132569981546;0.004505760281367544;0.014821105790844905;0.002360951448469069;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.786399604781999e-18;2.4389099905298792e-18;8.985385021571899e-18;1.1315370748152017e-17;3.3705794747371297e-18;9.365929084599938e-18;1.960568354263574e-18;3.87493214262599e-18;5.648971962995007e-18;1.1400908566831697e-17;7.417704387083139e-18;1.3592562330225062e-17;8.115822166839734e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9656992743189383;0.7900146354679152;0.634491402658474;0.7578380444177205;0.7553539142687397;0.01627332018624812;0.8133445151927731;0.8807768825119445;1.0;0.7950092702724765;0.9129285697824383;0.09598327904701769;0.8816912212869569;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0036496463892442283;0.007971426926733562;0.016825298756773445;0.0350914100542402;0.011408578792945104;0.0013357925238703216;0.006540108306843107;0.014308985088720872;0.019431663991321676;0.018227439156310577;0.019805958190579478;0.004913567766052789;0.006443671902961699;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9963503536107557;0.9920285730732664;0.9831747012432266;0.9649085899457598;0.9885914212070549;0.9986642074761297;0.9934598916931568;0.9856910149112791;0.9805683360086783;0.9817725608436895;0.9801940418094205;0.9950864322339472;0.11830877871304313;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03445070313888021;0.04843993377292316;0.0013355334642905937;0.0012040178216810079;0.02868416495623044;0.00016883048895780135;0.034008627241419176;0.009886551416258563;0.0;0.00039470514725805945;0.0017635612619829912;0.00036145379362117347;0.0803490412517516;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.48202962252715736;0.010220572028288924;0.0016185485394684793;2.26062049939673e-05;0.0009067747130545375;0.0038880293763675845;0.01024721455388936;0.00022339425462467182;0.0;1.7975780150720094e-05;0.00048413335528066983;0.00045657117576390887;0.5101154425090402;0.5101154425090402;-0.011141680812584848;0.9449422275010115;0.0035413017615089437;0.055057772498988466;0.011141680812584875
"1.1.2. Formação Savânica";0.01059526606975906;0.09044469223818032;0.0001585058458292547;0.0;0.006922872198881871;1.889792471948635e-05;0.01859977845588361;0.00016526715318719224;0.0;5.770391195968844e-05;0.0003040007719891365;0.000346215785202384;0.127613200355592;0.127613200355592;-0.007882766459608122;0.7087408824961489;0.0070962758115150635;0.29125911750385114;0.00788276645960806
"1.2. Floresta Plantada";0.0001645242346503625;3.3529915163119796e-05;0.004258839660526025;0.0;5.173508275170889e-06;0.0;0.0004569551092631343;9.070527208935416e-06;0.0;0.0;0.0;2.540494566597156e-05;0.004953497900752719;0.004953497900752719;0.0019071104235706422;0.8597640991992475;0.023879757549874602;0.14023590080075254;0.0019071104235706422
"2.1. Área Úmida Natural não Florestal";6.301288723402975e-05;8.667141913534383e-05;0.0;0.002489591392223876;0.00018389135262486533;0.00013248700672038755;9.69303470830098e-05;1.7458013257159938e-05;0.0;6.201839254056738e-06;0.0;0.0;0.0030762442575327288;0.0030762442575327288;0.0004324848509334316;0.8092957463074234;0.03766263597864107;0.1907042536925766;0.00043248485093343083
"2.2. Formação Campestre (Campo)";0.0011799436747913282;0.011974576486139943;7.729446772274416e-05;0.0007351270462760026;0.039853121619648484;2.5016960078464224e-06;0.007500875732115295;0.0007539362099589458;0.0;7.39714524013472e-05;0.00030446034469532957;2.9518547448048388e-05;0.06248532727720531;0.06248532727720531;-0.007888178666420734;0.6377996780403683;0.009830100436250091;0.3622003219596317;0.007888178666420755
"2.5. Outra Formação não Florestal";4.888780996724893e-06;0.0;0.0;0.0;1.1170948573831621e-05;0.00011541299184860806;5.9790099131637715e-05;0.0;0.0;0.0;0.0;0.0;0.00019126282055080229;0.00019126282055080229;0.005066629530400737;0.6034261730337321;0.05799195767572893;0.39657382696626786;0.0050666295304007385
"3.1. Pastagem";0.0033980743887528533;0.004315264912836417;0.00028256535724474814;2.5106501501564587e-05;0.002907543839040234;0.0004895895975760479;0.1865245997287956;0.0035267277581940396;0.0;0.0004712030728914932;0.00011992064791336566;0.001124322025612291;0.20318491783035866;0.20318491783035866;0.026214188117720222;0.9180041595632964;0.0075274621018111805;0.0819958404367036;0.026214188117720166
"3.2.1. Lavoura Temporária";5.5943934437706794e-05;5.034703110472401e-05;9.761491480919384e-05;5.3528969645786203e-05;0.0022162047768603376;2.1253410532733715e-05;0.005529370379694531;0.03857751229848049;0.0;1.3807836988963165e-05;2.3422013519809496e-05;9.524945295627032e-05;0.04673425501903055;0.04673425501903055;-0.0034327113016947765;0.825465438205261;0.013030557938469545;0.17453456179473903;0.0034327113016947783
"3.3 Mosaico de Agricultura ou Pastagem";0.001333795542509191;0.0025759785125953876;0.00036723953872291654;0.0;0.0015136646284593719;0.00022125683199543546;0.0;0.0;0.016547775061797627;0.0003251190470471044;9.855609016845442e-05;0.0;0.022983385253295487;0.022983385253295487;-0.006435610191497863;0.7199885865127249;0.01360987998059985;0.2800114134872751;0.0064356101914978606
"4.1. Infraestrutura Urbana";5.31054839245304e-05;0.0;0.0;0.0;4.188054610906597e-06;1.7719103949279178e-05;0.0001091015471272452;1.8371456552057205e-05;0.0;0.0036263442162027485;0.0;0.0;0.003828829862366767;0.003828829862366767;0.0007634972945293546;0.9471155278655153;0.022502449454780526;0.05288447213448466;0.0007634972945293542
"5.1. Rio, Lago e Oceano";9.558417224212266e-05;1.2871082517019116e-05;0.0;0.00018276899382496312;7.254297075494351e-05;0.00035074441123412987;0.00010770347849676799;0.0;0.0;0.0;0.01359825148989654;0.0;0.014420466598966487;0.014420466598966487;0.0005122781144968194;0.9429827666513322;0.02059813215586956;0.05701723334866782;0.000512278114496818
"3.2.2. Lavoura Perene";0.0;1.5930270022757404e-05;0.0;0.0;0.0;0.0;0.000166786516598693;9.806045872280992e-06;0.0;0.0;0.0;0.00022064748282684088;0.0004131703153205723;0.0004131703153205723;0.0018847591001551424;0.5340351778555146;0.03420122514089555;0.4659648221444854;0.001884759100155143
"total";0.4989737616964553;0.11973043389598395;0.006860608324323361;0.0035087291084661596;0.05459714861078455;0.0052578923509515405;0.22939910594807883;0.04330154371733577;0.016547775061797627;0.004592327156896121;0.014932744713463305;0.0022979294154757152;1.0000000000000002;1.0000000000000002;0;0.8782864107075838;0.00642009268630049;0.12171358929241616;0.036780947431806314
"adj population";0.49897376169644103;0.11973043389598331;0.006860608324323363;0.003508729108466158;0.0545971486107848;0.005257892350951539;0.22939910594808138;0.04330154371733568;0.01654777506179763;0.004592327156896126;0.014932744713463324;0.0022979294154757152;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7908025170093604e-18;2.4199641309682672e-18;8.815571982788047e-18;1.1438872844579579e-17;3.4346026895852093e-18;1.146806928283389e-17;1.9581186476209023e-18;3.804543707621594e-18;5.59361457219122e-18;1.1296188727760822e-17;7.404101883474677e-18;1.3702525073810493e-17;8.312697606024407e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9660420237094425;0.7554026933265289;0.6207670601784514;0.7095422060987205;0.7299487726686221;0.02195042883061716;0.8131008137887561;0.8909038566917412;1.0;0.7896528475235497;0.9106330919617484;0.09602013070586968;0.8782864107075843;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.003672981178447748;0.007574764519074886;0.016338193482131273;0.03346845429311096;0.011553735962659304;0.0017377093602856729;0.00651521105136835;0.014267603096977015;0.019362425311787394;0.017973851096924433;0.019711139669710328;0.004865553218977004;0.006429972299169983;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9963270188215523;0.9924252354809251;0.9836618065178687;0.966531545706889;0.9884462640373407;0.9982622906397143;0.9934847889486317;0.985732396903023;0.9806375746882126;0.9820261489030756;0.9802888603302897;0.995134446781023;0.12171358929241571;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03388827833859587;0.05857148331560727;0.0013893164804533887;0.0011733057306177056;0.02948805398227214;0.00015169965740438845;0.03332063620312614;0.00944806283771056;0.0;0.0004049712923280373;0.0016444302181398938;0.00038504566498746287;0.08493264186062141;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.4790663057448548;0.008854954949974675;0.0017301174833054996;2.2583903745930336e-05;0.0005245318509325508;0.005638106896086794;0.009759994734544662;0.00018001484962759716;0.0;1.7958046863248528e-05;0.00047353856800051096;0.0005443083036157377;0.506812415331552;0.506812415331552;-0.010573936384867717;0.9452536900293836;0.003571041510218;0.05474630997061636;0.0105739363848677
"1.1.2. Formação Savânica";0.010596014247620633;0.0897915351905359;0.00019531588765959963;0.0;0.006918501482360793;0.0001845982542944978;0.018694634380770042;0.0001651714468518543;0.0;4.544478637296516e-05;0.0002784653674382509;0.0003533706835801141;0.12722305172748466;0.12722305172748466;-0.013687026391722479;0.705780390985053;0.007084530975683532;0.29421960901494704;0.013687026391722423
"1.2. Floresta Plantada";0.00016436192984219109;3.349683756540223e-05;0.004583765936066339;0.0;5.168404557351083e-06;0.0;0.0004706310830063761;3.2746854632907034e-05;0.0;0.0;0.0;2.3368250827496062e-05;0.005313539296498063;0.005313539296498063;0.0020804456475393782;0.8626577654346723;0.02298927879269961;0.13734223456532768;0.0020804456475393774
"2.1. Área Úmida Natural não Florestal";0.00010864540820569421;8.528537609474752e-05;0.0;0.0033800583659989764;0.00021002786182021987;0.00015124730553235454;0.00013953336061891205;2.6351150272502045e-05;0.0;6.195721077408909e-06;0.0;0.0;0.004107344549620816;0.004107344549620816;-9.342749833262873e-05;0.822930320347977;0.0371084932417813;0.17706967965202303;9.342749833262873e-05
"2.2. Formação Campestre (Campo)";0.0011300516326707111;0.008416815113950019;0.00013774702202858053;0.0003578992464541407;0.04319919792603752;2.4992280596349045e-06;0.007578118475250928;0.0007681269136899568;0.0;6.895985233738812e-05;0.00024399904094457592;1.6953542807210155e-05;0.06192036799423067;0.06192036799423067;-0.004819845797428342;0.697657318994981;0.010450794368262776;0.30234268100501904;0.004819845797428349
"2.5. Outra Formação não Florestal";4.883958165221973e-06;0.0;0.0;0.0;1.1159928320984241e-05;0.00010061191084295486;5.560063488069143e-05;0.0;0.0;0.0;0.0;0.0;0.00017225643220985251;0.00017225643220985251;0.0077883270600267234;0.5840821707045676;0.05844507402190029;0.4159178292954324;0.007788327060026726
"3.1. Pastagem";0.0035502862658129417;0.0037488379237900285;0.0002734986905938323;2.508173368593714e-05;0.0027284969254949562;0.0012378195700605455;0.1878850351921713;0.003363516725695437;0.0;0.0004725755256330003;0.0001712896892234848;0.001089049929704058;0.20454548817186552;0.20454548817186552;0.02639134390697591;0.9185489099339341;0.00751959829739826;0.08145109006606588;0.026391343906975923
"3.2.1. Lavoura Temporária";5.817033438865416e-05;5.6395564127513466e-05;7.656780355644377e-05;4.500475064553432e-05;0.0019069686907912627;2.8194868182550317e-05;0.005980692348347113;0.04003665219404441;0.0;1.3794215419238082e-05;2.7348295076473838e-05;0.0001032128049484055;0.048333001869527596;0.048333001869527596;-0.0037256488059551557;0.8283502088722158;0.012862474728137114;0.17164979112778422;0.003725648805955148
"3.3 Mosaico de Agricultura ou Pastagem";0.0014077929313482168;0.002527888717333192;0.0003969721208271452;0.0;0.0015596268055679517;0.00024963210344161434;0.0;0.0;0.016121141901269346;0.0003489740546831897;7.364901174497793e-05;0.0;0.022685677646215634;0.022685677646215634;-0.006564535744946288;0.7106308285200656;0.013433763180180584;0.28936917147993435;0.0065645357449462885
"4.1. Infraestrutura Urbana";5.765211659339434e-05;0.0;0.0;0.0;4.1839230530137486e-06;1.7701623875455595e-05;0.00012637497216012902;2.0846014589294714e-05;0.0;0.0036848709717741744;0.0;0.0;0.003911629622045462;0.003911629622045462;0.0007471435521151513;0.9420296213646345;0.0220357115511525;0.05797037863536547;0.0007471435521151509
"5.1. Rio, Lago e Oceano";9.431437718178166e-05;4.901107739204217e-06;0.0;0.0001832890507576679;3.26583978657072e-05;0.0003501717318601751;8.273962234881783e-05;0.0;0.0;0.0;0.013816855091767695;0.0;0.014564929379521049;0.014564929379521049;0.0005202156846749206;0.9486386601499639;0.020706697950441662;0.0513613398500361;0.0005202156846749201
"3.2.2. Lavoura Perene";0.0;1.591455465154989e-05;0.0;0.0;0.0;0.0;0.00016347727474246406;1.392691416849041e-05;0.0;0.0;0.0;0.00021697923567768067;0.00041029797924018504;0.00041029797924018504;0.0019369447719205168;0.5288333032482784;0.033454003194189036;0.4711666967517216;0.0019369447719205174
"total";0.49623847894668427;0.11353602533576224;0.00739398494403744;0.004013917051288187;0.05710052219680232;0.007960583492236578;0.23093683207884144;0.04460735306357245;0.016121141901269346;0.004658773174160613;0.01508514506419597;0.0023472427511607025;0.9999999999999999;0.9999999999999999;0;0.8818830096610404;0.006508969386644019;0.11811699033895962;0.03946442062325258
"adj population";0.4962384789466704;0.11353602533576176;0.007393984944037442;0.004013917051288184;0.057100522196802464;0.007960583492236575;0.230936832078844;0.04460735306357236;0.01612114190126935;0.004658773174160616;0.015085145064195987;0.002347242751160701;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.789729679725385e-18;2.4521108474274518e-18;8.490237225269923e-18;1.0592886552918855e-17;3.4157503872270117e-18;9.272942444540428e-18;1.953112039355366e-18;3.752121690842153e-18;5.658417566764097e-18;1.1196097781146582e-17;7.350633959497124e-18;1.353388368619622e-17;7.945792386091058e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9653953211401912;0.7908638242795062;0.6199317378598015;0.8420847573106209;0.7565464598930898;0.012638760832177057;0.8135776069190563;0.8975348108412958;1.0;0.7909530758466452;0.9159245756649357;0.09244004931760269;0.8818830096610409;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.003698759316552758;0.008051733247375136;0.015668702275451807;0.038739474171233496;0.011530099086699214;0.0010453043681438185;0.00650487873619029;0.014161421051316937;0.019355551875076274;0.017836762078312512;0.019712600464165637;0.004649162043067677;0.006525006357036412;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9963012406834473;0.9919482667526248;0.9843312977245482;0.9612605258287665;0.9884699009133008;0.9989546956318561;0.9934951212638097;0.9858385789486831;0.9806444481249237;0.9821632379216875;0.9802873995358343;0.9953508379569324;0.11811699033895906;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03434434640365891;0.047488980290452676;0.0014595467208634479;0.001267717370578421;0.027802648541529598;0.00014328904273379532;0.033320905959388414;0.009141401739056074;0.0;0.00045351730054257484;0.0014961485755067075;0.00038663748712500874;0.07865256971571781;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
