"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para BRASIL  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj pop stdErr";1.7729503720638746e-18;2.3366924889994274e-18;9.986080785878067e-18;1.06952739598967e-17;3.3451369219153888e-18;1.1322689258170228e-17;2.039369794374195e-18;4.718151200872614e-18;5.4768839280270225e-18;1.2620410276964869e-17;7.845351488423842e-18;1.5516113709476478e-17;8.76751041850627e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.963873190866668;0.7549983033344313;0.5918267887999875;0.803089095366015;0.7149570038323014;0.015265204223121408;0.7754566080673123;0.8233842800564395;1.0;0.7127299150262949;0.9135052385578561;0.020399328952918606;0.870943352378674;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.003335690307940171;0.007206203059272462;0.01664249041074854;0.036258775643184665;0.011047553749635567;0.0009685712857846083;0.006677520398625804;0.015435494110879744;0.01887228305577953;0.017465015792280963;0.020935881043618848;0.0018899606161527267;0.006025051664734986;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9966643096920599;0.9927937969407276;0.9833575095892515;0.9637412243568153;0.9889524462503644;0.9990314287142154;0.9933224796013742;0.9845645058891203;0.9811277169442205;0.982534984207719;0.9790641189563811;0.9981100393838472;0.12905664762132596;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03877735065273269;0.0648353996730496;0.0007319263800609974;0.0015544523901502858;0.033293370762041946;0.00018830325388546258;0.03618381036498203;0.009392889257149956;0.0;0.0002042308482376621;0.0018069491260772272;0.00012372969417823415;0.09354620620127306;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.513414755960814;0.00974398308724641;0.0012674981671480458;2.2626203067265914e-05;0.0007737500518964302;0.005422524296882983;0.011980040497740423;0.000193858712439113;0.0;3.795270388551164e-05;0.0005004470740736088;0.00036644959732749137;0.5437238863525211;0.5437238863525211;-0.010917119468526693;0.9442563934517739;0.0032534020309599536;0.05574360654822608;0.010917119468526693
"1.1.2. Formação Savânica";0.012001492796766672;0.09853916641642808;0.00020285989675294423;0.0;0.007936210196002795;0.0002655948177700243;0.01934959177007732;0.0001831412608061457;0.0;0.00010643953548523362;0.00024662439144085697;0.00027875491840684025;0.1391098759999369;0.1391098759999369;-0.01401468696864525;0.7083549295700095;0.006809263692575368;0.29164507042999055;0.014014686968645163
"1.2. Floresta Plantada";0.00024205149173949685;3.3248283841227666e-05;0.0033890676931940984;0.0;0.0;0.0;0.00017815253281166824;0.0;0.0;0.0;0.0;1.0901383157975874e-05;0.003853421384744467;0.003853421384744467;0.0015221335098217002;0.8794957402300396;0.026199735191798433;0.12050425976996038;0.0015221335098217002
"2.1. Área Úmida Natural não Florestal";0.00012042517298248503;0.0001002921390946089;0.0;0.0026366722616824466;0.00026417081694161986;0.00015400968840912152;9.568643588974089e-05;7.00223636693023e-06;0.0;0.0;8.223753927281876e-06;0.0;0.003386482505294235;0.003386482505294235;0.0003853192578478653;0.7785872974569991;0.03378290829774671;0.22141270254300094;0.0003853192578478649
"2.2. Formação Campestre (Campo)";0.001189612919661635;0.009100540369644273;6.128836124174926e-05;0.0008013596140542145;0.04628051607557517;1.2028081410289416e-05;0.006920819788404687;0.0007478798089682466;0.0;8.148661320525204e-05;0.000314845484107288;5.118666437038161e-05;0.0655615637806432;0.0655615637806432;-0.003150730645896032;0.7059092768198949;0.010326256963094681;0.2940907231801051;0.00315073064589607
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;0.0;1.1180830703470546e-05;8.576545867208613e-05;4.34595502809308e-05;0.0;0.0;0.0;0.0;0.0;0.00014040583965648748;0.00014040583965648748;0.007570257486974005;0.6108396836051634;0.05069159383633827;0.3891603163948366;0.007570257486974006
"3.1. Pastagem";0.0038925072112123973;0.00448995408012613;0.00017631869867384373;1.5077226843725717e-05;0.003018070800974785;0.001207902429515713;0.15429815222330975;0.0037439277385784868;0.0;0.0004802995671252371;0.00012969804968305547;0.0009414649114950599;0.17239337293753815;0.17239337293753815;0.02634368012818443;0.8950352881558578;0.007815675147745187;0.10496471184414224;0.0263436801281845
"3.2.1. Lavoura Temporária";5.871926694849689e-05;6.522068418108324e-05;2.6995189572656795e-05;5.92628038943453e-05;0.0025140365109610984;0.0;0.005737262631919319;0.0224764364803715;0.0;4.246212240650794e-05;0.0;0.00010207011597364332;0.03108246580622865;0.03108246580622865;-0.0036996101799512716;0.7231226962652172;0.013244621290347943;0.2768773037347828;0.0036996101799512647
"3.3 Mosaico de Agricultura ou Pastagem";0.0017048481748223293;0.0029921081132326826;0.00025152688798282916;0.0;0.001505179821480079;0.0002618724738147119;0.0;0.0;0.017150080608317658;0.00036711011553257344;9.31969826230922e-05;0.0;0.024325923177805953;0.024325923177805953;-0.0071758425694882985;0.7050125285261416;0.013175985205188572;0.2949874714738584;0.007175842569488295
"4.1. Infraestrutura Urbana";1.6444711226186473e-05;0.0;0.0;0.0;0.0;9.213367855281573e-06;6.154289080446967e-05;5.007818154458649e-06;0.0;0.00270146816307897;0.0;0.0;0.002793676951119366;0.002793676951119366;0.0010235418695999196;0.9669937542336632;0.024468186470427547;0.03300624576633682;0.0010235418695999196
"5.1. Rio, Lago e Oceano";0.0001659091778208037;4.910287442301307e-06;0.0;0.00023680365360010167;0.0001077180302116846;0.0002917527123002815;5.02475079877836e-05;2.5601570592504077e-05;0.0;0.0;0.01263453896244977;0.0;0.01351748190240523;0.01351748190240523;0.0004100927958997228;0.9346814039530282;0.021571216107651336;0.06531859604697177;0.00041009279589972365
"3.2.2. Lavoura Perene";0.0;2.5765570054963145e-05;0.0;0.0;0.0;0.0;2.2097236496525334e-05;0.0;0.0;0.0;0.0;6.358055555567968e-05;0.00011144336210716815;0.00011144336210716815;0.0017029647841799033;0.5705190004456093;0.0445589001730186;0.4294809995543907;0.001702964784179904
"total";0.5328067668839944;0.12509518903129174;0.005375554894566167;0.0037718017631421;0.062410833134747136;0.007710663326630493;0.19873705306572265;0.027382855626277385;0.017150080608317658;0.0038172188207192858;0.013927574698304954;0.001814408146287072;1.0000000000000002;1.0000000000000002;0;0.8736702008594489;0.006060149640498269;0.1263297991405511;0.03895798983250755
"adj population";0.532806766883993;0.12509518903129166;0.005375554894566167;0.0037718017631420985;0.06241083313474729;0.007710663326630491;0.19873705306572312;0.02738285562627733;0.017150080608317634;0.0038172188207192875;0.013927574698304983;0.0018144081462870712;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.771990266871983e-18;2.3698746026851525e-18;1.0044608334851832e-17;1.099417315691329e-17;3.2834531516212085e-18;9.38509224009161e-18;2.024386331541405e-18;4.649000108688876e-18;5.525156959213782e-18;1.242635017241661e-17;7.794411646524188e-18;1.5172494957733174e-17;8.544099192915311e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9636040453528949;0.7877134778682752;0.6304591357852021;0.699048472655139;0.7415461988090112;0.011122967640913077;0.7763934799429837;0.8208214945559746;1.0;0.7077058691044406;0.9071600214779282;0.03504203598610835;0.8736702008594492;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0033675832440510354;0.007640233317694274;0.017770196047361173;0.03109665860515498;0.010995012332608663;0.0007163129314659544;0.006626586509318677;0.015301394753873581;0.0190924041607546;0.017159548906816296;0.020693721192780574;0.002241499365228462;0.006075736319531454;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9966324167559489;0.9923597666823057;0.9822298039526388;0.968903341394845;0.9890049876673913;0.9992836870685341;0.9933734134906813;0.9846986052461264;0.9809075958392454;0.9828404510931837;0.9793062788072194;0.9977585006347716;0.12632979914055076;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03878402184636087;0.05311204522972732;0.0009287073831007369;0.0014996204872235767;0.03226063411834393;0.00010928076196880271;0.03619044142845679;0.009812838291811773;0.0;0.00018441757608079253;0.0017658858799109202;9.572561310297695e-05;0.08737180930804424;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.5111664367400552;0.010911001580419752;0.0012405090851936146;2.263487575333745e-05;0.0010420413197383183;0.003763801550674194;0.011839656966509552;0.000210966834584383;0.0;6.289473399875034e-05;0.0007517509482201353;0.00037143426558463184;0.541383128900732;0.541383128900732;-0.011517525708248183;0.9441861215327654;0.003269138677108761;0.05581387846723462;0.011517525708248377
"1.1.2. Formação Savânica";0.011669542693293787;0.09807315999718136;0.00019214013241575614;0.0;0.00793132589413838;3.239045813246001e-05;0.01982017548271637;0.0001748598255978855;0.0;8.46634590374728e-05;0.0002272214422750306;0.00034380032072535416;0.1385492797055138;0.1385492797055138;-0.009018803984512276;0.7078575955474874;0.006811657628681898;0.2921424044525126;0.00901880398451213
"1.2. Floresta Plantada";0.00018470262829547125;3.3261028000170954e-05;0.0035167848864001284;0.0;1.318828225684979e-05;0.0;0.00015138240726269542;0.0;0.0;0.0;0.0;1.0905561688222138e-05;0.003910224793903538;0.003910224793903538;0.0015638623535544028;0.8993817674838479;0.026475449550813414;0.1006182325161521;0.0015638623535544046
"2.1. Área Úmida Natural não Florestal";0.00014250887460727287;0.0002107951872105775;0.0;0.0038538836442297037;0.0002562595962752789;0.00013875342224194494;0.0001504707380871096;7.004920343451988e-06;0.0;0.0;8.226906114855232e-06;0.0;0.0047679032891101945;0.0047679032891101945;-0.00017190954070664735;0.8082973606096213;0.03423047678286739;0.19170263939037868;0.0001719095407066466
"2.2. Formação Campestre (Campo)";0.0010898884702217947;0.012545995770638226;6.45854321921025e-05;0.00041557581534059734;0.04085320566859876;2.504868832488036e-06;0.00720972923277238;0.0008604570323972086;0.0;8.544974340140359e-05;0.00034953122182059877;5.6540416184715547e-05;0.06353346367240029;0.06353346367240029;-0.006080347853651757;0.6430187071060949;0.009801127689496569;0.3569812928939051;0.006080347853651795
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;0.0;1.1185116346732118e-05;9.858534858363348e-05;3.496070333494222e-05;0.0;0.0;0.0;0.0;0.0;0.00014473116826530782;0.00014473116826530782;0.004975041210823053;0.6811618379457556;0.054545047767906814;0.3188381620542444;0.004975041210823054
"3.1. Pastagem";0.0037320601838194013;0.004761792589502456;0.00013800692604369605;1.5083005986379755e-05;0.003195423653005584;0.0004910770583232778;0.15757690989881137;0.003699254627053537;0.0;0.0005086384708649686;0.0001051216140223597;0.000895300467917914;0.17511866849535093;0.17511866849535093;0.027568584729778373;0.8998293057658491;0.00780911684721607;0.10017069423415093;0.02756858472977841
"3.2.1. Lavoura Temporária";3.786307764741952e-05;6.191116165152171e-05;3.371663587279541e-05;5.928551949061069e-05;0.002540591426578346;0.0;0.005730558288521071;0.023226165841352543;0.0;3.0085221846731172e-05;0.0;7.033586117099759e-05;0.031790513034132044;0.031790513034132044;-0.0035996880063456664;0.730600535336301;0.013251334966273905;0.269399464663699;0.003599688006345674
"3.3 Mosaico de Agricultura ou Pastagem";0.0016537225848224984;0.002916977973179339;0.00028834404933984813;0.0;0.0015730486894646816;0.00027344018568914815;0.0;0.0;0.017401108715772533;0.00034206655588058665;0.00010717319452077098;0.0;0.024555881948669405;0.024555881948669405;-0.007154773232896876;0.7086330172195432;0.013293159492629348;0.2913669827804568;0.007154773232896872
"4.1. Infraestrutura Urbana";1.645101452937781e-05;0.0;0.0;0.0;0.0;9.216899364604321e-06;8.245417891253734e-05;5.009737664976072e-06;0.0;0.002811074825593317;0.0;0.0;0.0029242066560648127;0.0029242066560648127;0.0010006663545584177;0.9613119578136314;0.024040192335142627;0.038688042186368565;0.0010006663545584177
"5.1. Rio, Lago e Oceano";0.00017242692519135795;4.912169569027629e-06;0.0;0.00022953088760291872;3.6846172345555713e-05;0.00031000258724661015;6.53912576081158e-05;7.106208792385251e-06;0.0;0.0;0.012380243104937842;0.0;0.013206459313293813;0.013206459313293813;0.0007228091186177794;0.9374384769788909;0.021636405982126558;0.06256152302110907;0.0007228091186177801
"3.2.2. Lavoura Perene";0.0;1.0668263649267525e-05;0.0;0.0;0.0;0.0;2.5564070593170843e-05;0.0;0.0;0.0;0.0;7.93066883219657e-05;0.00011553902256440407;0.00011553902256440407;0.001712084559029396;0.6864060865475847;0.04805248741190572;0.3135939134524153;0.0017120845590293968
"total";0.5298656031924837;0.12953047572100168;0.0054740871474579424;0.004595993748403548;0.05745311581874849;0.005119772379088361;0.20268725322512934;0.02819082502778637;0.017401108715772533;0.00392487301062323;0.013929268431911593;0.001827623581593801;1.0000000000000002;1.0000000000000002;0;0.8710368653598386;0.006087738184233521;0.1289631346401614;0.03754304832636148
"adj population";0.5298656031924821;0.12953047572100165;0.0054740871474579424;0.004595993748403542;0.05745311581874871;0.005119772379088361;0.20268725322513048;0.028190825027786304;0.017401108715772495;0.003924873010623232;0.013929268431911612;0.0018276235815938;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7744861917523017e-18;2.3514562470533895e-18;9.967708225011433e-18;9.929815131881475e-18;3.371894701790246e-18;1.1606522844237626e-17;2.0155581958374125e-18;4.586784632235145e-18;5.491235235028945e-18;1.2280712647292143e-17;7.794596874572059e-18;1.50060728374125e-17;8.617684376410468e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9647096049644204;0.7571435173944947;0.6424422541451965;0.83853108929236;0.7110703238007389;0.019255806954681026;0.7774386765397002;0.8238909580851073;1.0;0.7162205803817706;0.8887934901573886;0.04339333827855591;0.8710368653598387;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0033911589217481023;0.007290957917962616;0.01789543658606396;0.03622877261081593;0.011086623097012957;0.0012368229253541224;0.006590821597637991;0.015188678377484905;0.01918481209756799;0.017110624135038728;0.02026473016818539;0.0024749486032221496;0.006100868468869722;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9966088410782519;0.9927090420820374;0.982104563413936;0.9637712273891841;0.9889133769029871;0.9987631770746459;0.993409178402362;0.9848113216225151;0.980815187902432;0.9828893758649613;0.9797352698318146;0.9975250513967778;0.1289631346401613;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.037398332904856835;0.06291463144764065;0.0007868798150068189;0.0014842202083476886;0.03319982030029946;9.229163936334868e-05;0.03508351719307912;0.009929318372867653;0.0;0.0002262636609429913;0.0016524324167119415;7.246466848487675e-05;0.09142008631380069;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.5080388520918617;0.009372837029925895;0.0012230118740867851;2.2608409984546615e-05;0.000842139605311541;0.0055374585142072994;0.011176853398367851;0.00015748100990536573;0.0;9.911845467886435e-05;0.0006910073690091181;0.0003644576675785309;0.5375258254249174;0.5375258254249174;-0.010798494797325201;0.9451431504528246;0.003308983016751734;0.0548568495471754;0.010798494797325198
"1.1.2. Formação Savânica";0.011529703972057886;0.0967005362273244;0.00019463972520202645;0.0;0.007637464875243823;0.0002449649090731718;0.019813822212007063;0.00020357450378817178;0.0;7.021535754246224e-05;0.00026977044157548187;0.00035051138121016664;0.13701520360502462;0.13701520360502462;-0.014298458169838442;0.705765007700051;0.006829812562036245;0.294234992299949;0.01429845816983831
"1.2. Floresta Plantada";0.00017603558980618924;3.32221376308846e-05;0.0036044473091852614;0.0;1.3172861892595899e-05;0.0;0.00017245694597042618;0.0;0.0;0.0;0.0;1.5574368689559202e-05;0.004014909213174916;0.004014909213174916;0.0015555230435372166;0.8977655826829846;0.026038585779540466;0.10223441731701544;0.0015555230435372177
"2.1. Área Úmida Natural não Florestal";0.00013339083703296976;0.00011062858908290348;0.0;0.0031764448878868327;0.00023141774026599259;0.00014728391672885364;0.00012172697983471038;6.996729858811016e-06;0.0;0.0;8.217286826573185e-06;0.0;0.003936106967517647;0.003936106967517647;4.50529120825092e-05;0.807001667917093;0.0357551667352341;0.19299833208290695;4.505291208250963e-05
"2.2. Formação Campestre (Campo)";0.0011229077314430704;0.00897958543941159;8.627688677974966e-05;0.00045922671368195454;0.04554444826895013;1.2018622613917287e-05;0.0074255180790132455;0.000834201114245939;0.0;6.416607198723834e-05;0.0003445833831033551;4.61761727790652e-05;0.06491910848400924;0.06491910848400924;-0.003460086669123053;0.7015568964593623;0.010309796260211659;0.29844310354063774;0.0034600866691230567
"2.5. Outra Formação não Florestal";1.3389471878284951e-05;0.0;0.0;0.0;1.1172038178936674e-05;0.00010628931741176702;3.49198256247524e-05;0.0;0.0;0.0;0.0;0.0;0.00016577065309374107;0.00016577065309374107;0.0074222734824321256;0.6411829562598262;0.05383057806187249;0.35881704374017376;0.007422273482432124
"3.1. Pastagem";0.004007428795483561;0.004552014179870182;0.00012306799526184072;1.5065370221401129e-05;0.002924168663843249;0.0010700780878830655;0.1610471667134205;0.003753863427340824;0.0;0.0004739800282245118;0.00014999403370760065;0.0009067817379062931;0.17902360903316306;0.17902360903316306;0.026518345883183105;0.8995861919172218;0.007737340612843252;0.10041380808277822;0.02651834588318308
"3.2.1. Lavoura Temporária";5.0821329900404615e-05;6.679844145803661e-05;6.670332067874402e-05;7.555140227049522e-05;0.002528441173464859;0.0;0.005600202208415098;0.024167204004870133;0.0;4.829904741458434e-05;6.015897106412708e-06;0.00011613636025399051;0.03272617318583276;0.03272617318583276;-0.0035907506159046;0.7384671549477759;0.013267693308533229;0.26153284505222407;0.0035907506159046053
"3.3 Mosaico de Agricultura ou Pastagem";0.0015258334337201955;0.0028828568905721564;0.00027228514551772616;0.0;0.001644906099270827;0.00026680886787213223;0.0;0.0;0.01727893190220465;0.0003540985492476846;0.00010836342106354017;0.0;0.02433408430946891;0.02433408430946891;-0.007055152407264264;0.7100711776313292;0.013468558371572724;0.2899288223686708;0.0070551524072642625
"4.1. Infraestrutura Urbana";1.6431779224017456e-05;7.241805948272532e-06;0.0;0.0;0.0;9.206122529325424e-06;8.235776958125946e-05;5.003880042421001e-06;0.0;0.002876213997788216;0.0;0.0;0.002996455355113512;0.002996455355113512;0.00098963615177005;0.9598721345472071;0.024015375272211082;0.0401278654527929;0.00098963615177005
"5.1. Rio, Lago e Oceano";0.00011253559518394635;1.102469396198231e-05;0.0;0.00023226309555492578;8.16904884642306e-05;0.000193935777206332;5.4707698025002684e-05;7.097899876492442e-06;0.0;0.0;0.01253881981782397;0.0;0.01323207506609688;0.01323207506609688;0.0008846965841191695;0.9476079719310873;0.02191450059010627;0.052392028068912744;0.0008846965841191705
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;0.0;1.2223086086220009e-05;0.0;0.0;0.0;0.0;9.845561650372188e-05;0.00011067870258994189;0.00011067870258994189;0.0017874146023313853;0.8895624379379851;0.06949166221153343;0.11043756206201494;0.0017874146023313855
"total";0.5267273306275922;0.1227167454351863;0.0055704322567121335;0.003981159879600156;0.06145902181488618;0.007588044135525865;0.20554195491634614;0.029135422569928158;0.01727893190220465;0.003986091506883562;0.014116771650216051;0.0018980933049213273;1.0000000000000002;1.0000000000000002;0;0.8751778101552311;0.006154696085430807;0.1248221898447689;0.03920294265945548
"adj population";0.5267273306275881;0.12271674543518603;0.005570432256712135;0.003981159879600154;0.06145902181488628;0.007588044135525866;0.20554195491634777;0.029135422569928102;0.017278931902204614;0.0039860915068835635;0.014116771650216077;0.0018980933049213271;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.773057036735801e-18;2.3834750201796543e-18;9.877668314180817e-18;1.0601667729239693e-17;3.3062676204116396e-18;9.42734905219181e-18;2.0047106559267855e-18;4.527762896178763e-18;5.498435606975067e-18;1.2139168967523358e-17;7.716339856263457e-18;1.475973513499869e-17;8.401563789080554e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.964519633880658;0.7879978880176333;0.6470677934988003;0.7978692099664824;0.7410539075309315;0.014007472217266032;0.7835245450446636;0.8294784105796378;1.0;0.7215624610777992;0.8882214806975411;0.05187079910584412;0.8751778101552316;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0034213436305310057;0.007714363310462327;0.01779567641752486;0.03628905563286237;0.011038295065780914;0.000962880379415365;0.00658823551885242;0.015135138755286617;0.019459510882660395;0.01720693798310245;0.02021187396485707;0.003155026057970622;0.006169378501849338;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.996578656369469;0.9922856366895376;0.9822043235824751;0.9637109443671377;0.9889617049342191;0.9990371196205846;0.9934117644811475;0.9848648612447134;0.9805404891173396;0.9827930620168975;0.979788126035143;0.9968449739420294;0.12482218984476845;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03737695707146105;0.05203241841572381;0.0008209238079793088;0.001519324159261628;0.03182914709187211;0.0001189626713639481;0.035952884639485094;0.00993643713011605;0.0;0.0002404827146505915;0.0013865104965458223;2.4446172172440004e-05;0.08561924718531592;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.5061713132061421;0.010713882495869112;0.0012283029979852356;2.2609665817302656e-05;0.0012019014828021468;0.0038689516345040663;0.010624902496895641;0.00021320711641177923;0.0;8.827714223665047e-05;0.0007857327211479107;0.00033540505096443254;0.5352544860107765;0.5352544860107765;-0.011154420758911914;0.9456647752335717;0.003323801218980085;0.05433522476642827;0.011154420758912154
"1.1.2. Formação Savânica";0.01140899862915393;0.09653879586664486;0.0002125081574336831;0.0;0.00753142145901041;3.2354382768647306e-05;0.01983752387356212;0.00020213252367308964;0.0;5.248042474263672e-05;0.00022238886957054815;0.0003794234600047843;0.1364180276465647;0.1364180276465647;-0.00852374070866841;0.7076689022125434;0.006860157482146075;0.2923310977874566;0.008523740708668237
"1.2. Floresta Plantada";0.0001760453680816212;4.181849315007512e-05;0.00358616278860203;0.0;0.0;0.0;0.0002283847221528146;0.0;0.0;0.0;0.0;1.5575233801363543e-05;0.004047986605787904;0.004047986605787904;0.001505593988934867;0.8859127111424856;0.02577799960821746;0.1140872888575144;0.0015055939889348675
"2.1. Área Úmida Natural não Florestal";0.0001134454847055605;0.00013703889530853944;0.0;0.0037596276054441473;0.00019996580630892815;0.0001816007144588662;0.0001758238727911168;6.997118507218749e-06;0.0;0.0;8.217743273442719e-06;0.0;0.004582717240797819;0.004582717240797819;-0.00013505881654155374;0.8203926639797701;0.035494677331482885;0.17960733602022994;0.00013505881654155352
"2.2. Formação Campestre (Campo)";0.0009920705803266434;0.01248213660326898;6.084791447240601e-05;0.0003540397411333318;0.040396958499328665;2.50207899684985e-06;0.007288140764704557;0.0008249051841583582;0.0;6.065867258359362e-05;0.00044036549288247574;3.2045528100518735e-05;0.06293467105995637;0.06293467105995637;-0.006561106587495934;0.6418871794983014;0.009848317492856811;0.35811282050169857;0.006561106587495959
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;0.0;1.1172658753824799e-05;0.00010923270241639083;4.384409388066424e-05;0.0;0.0;0.0;0.0;0.0;0.00016424945505087986;0.00016424945505087986;0.005112704710875347;0.6650414905946179;0.0649061662758634;0.3349585094053821;0.005112704710875347
"3.1. Pastagem";0.003581635159677262;0.005056694035624856;0.0001547134841109777;0.0;0.0030702948494710164;0.0004415987511014131;0.16419050096950474;0.0037582757877008036;0.0;0.0005278766709412592;0.00020224056751758242;0.0009206687455006052;0.18190449902115052;0.18190449902115052;0.02643092803705716;0.9026192417066826;0.007715432300516417;0.09738075829331738;0.0264309280370571
"3.2.1. Lavoura Temporária";5.082415288047434e-05;9.714191868195222e-05;6.990845732505746e-05;6.677726376209114e-05;0.0022544493057630654;0.0;0.005780351507833523;0.025319498227566403;0.0;4.748223122100152e-05;1.3134415746033325e-05;0.00014313185106781923;0.03384269933184742;0.03384269933184742;-0.003492191149330634;0.7481524443217116;0.013267913021032796;0.2518475556782884;0.00349219114933063
