"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Mata Atlântica  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"alloc dis";0.053840668654426715;0.017098274430851747;0.004844596823942601;0.008857198613915717;0.0011846953910882394;0.062430091862777704;0.024524599716902712;0.0;0.0008562527008185682;0.0008038498027675145;8.495398160692847e-05;0.08726259098954922;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.23141721924578756;0.003281290843955377;0.005602672400654487;0.0004461701306549642;0.0009384664452188524;0.02810270189673775;0.000610876483919549;0.0;7.7665355672036e-05;0.00011457697361033783;0.001828236529047088;0.272419876305258;0.272419876305258;-0.015882894116754268;0.8494872781840453;0.015396056407518758;0.15051272181595465;0.015882894116754254
"1.1.2. Formação Savânica";0.00413656171406407;0.0034589967507534496;0.0004402397636749624;0.0004986302987344609;0.00010726879847476126;0.009073490745619786;0.00026607799411006833;0.0;0.0001854104358178285;1.7813288360952887e-05;0.0006343937666941214;0.018818883556304462;0.018818883556304462;-0.007234710266863748;0.18380456738596798;0.015368738693884035;0.816195432614032;0.00723471026686375
"1.2. Floresta Plantada";0.0011037592795104599;0.0;0.012364245960625202;0.0;0.0;0.0005968389347287894;0.0;0.0;0.0;0.0;0.0;0.014064844174864451;0.014064844174864451;0.007360377014305691;0.8790887269637566;0.0461629175775397;0.12091127303624338;0.007360377014305692
"2.2. Formação Campestre (Campo)";0.0;0.0;6.470296696288988e-05;0.0017443625666562887;2.157335682548429e-05;0.015867564537051366;4.314671365096858e-05;0.0;0.0;0.0;8.62706226171865e-05;0.017827620763764183;0.017827620763764183;-0.011603071247053731;0.09784606649260907;0.010331614119003118;0.9021539335073909;0.011603071247053717
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;9.633259153251961e-05;0.0007012302988717311;0.0006039908973110695;0.0;0.0;0.00011012906163391926;0.0;0.0;0.0015116828493492397;0.0015116828493492397;0.0045870406485896305;0.463873952908576;0.05001671130551312;0.536126047091424;0.00458704064858963
"3.1. Pastagem";0.005801444820604115;0.0025926167132697743;0.0006703772908081312;0.0020187832885477054;0.0016281259289367075;0.38678762960981955;0.010948494388803376;0.0;0.0015786069378322166;5.372295553393185e-05;0.005441155217660383;0.41752095715181586;0.41752095715181586;0.043441954369334;0.9263909343577653;0.013254655573985578;0.07360906564223468;0.04344195436933396
"3.2.1. Lavoura Temporária";0.00025826670579670835;0.0;0.00012386987725303747;8.89661812465622e-05;0.0;0.019469249709331133;0.07942642709804595;0.0;0.0001865074169578435;0.0;0.00011558388375224691;0.09966887087238348;0.09966887087238348;-0.008288297556345497;0.7969030490948766;0.025882278041555275;0.20309695090512336;0.008288297556345497
"3.3 Mosaico de Agricultura ou Pastagem";0.013704277673239992;0.0022512689814621115;0.0021591129291914303;0.0012943143957736471;0.002564617341633395;0.0;0.0;0.10268842437308764;0.0026992268809313867;0.0005567397260357845;0.0;0.1279179823013554;0.1279179823013554;-0.02522955792826774;0.8027676994714411;0.022045920216759513;0.1972323005285589;0.025229557928267754
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.938118604784792e-05;0.00027071461670639474;4.314671365096858e-05;0.0;0.013932303653504638;0.0;0.0;0.014325546169909848;0.014325546169909848;0.00444430357244002;0.9725495620382558;0.051685607732820424;0.02745043796174418;0.004444303572440019
"5.1. Rio, Lago e Oceano";0.00011545274950087452;0.0;0.0;3.699006356431599e-05;5.806014193008974e-05;0.00019073057384402063;0.0;0.0;0.0;0.01540214572281162;0.0;0.01580337925165092;0.01580337925165092;0.0003416194147017061;0.9746109029942197;0.0579443979934049;0.025389097005780292;0.00034161941470170487
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;0.0;4.240392385709808e-05;0.0;0.0;0.0;7.795267949037208e-05;0.00012035660334747017;0.00012035660334747017;0.008063236095913928;0.6476809524552822;0.15908096892638948;0.35231904754471777;0.00806323609591393
"total";0.25653698218850374;0.011584173289440712;0.021425221189170143;0.006224549516710465;0.006098723497938869;0.4609629115211498;0.09138057331603798;0.10268842437308764;0.018769849742349867;0.016144998666352627;0.008183592699261399;1.0000000000000002;1.0000000000000002;0;0.848000937959454;0.01800159787550175;0.15199906204054603;0.06823853111528494
"adj population";0.2565369821885064;0.011584173289440714;0.021425221189170132;0.006224549516710465;0.006098723497938869;0.4609629115211446;0.09138057331603786;0.10268842437308724;0.018769849742349853;0.016144998666352616;0.008183592699261399;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.410905288156495e-17;2.333037203227543e-16;1.821468468034933e-16;2.972758578827965e-16;2.9286693100166784e-16;5.540232571471896e-17;9.671648249528985e-17;8.88994536057375e-17;2.080313541572855e-16;2.3258851850767994e-16;2.746341775357123e-16;2.025974720908701e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9020813189255577;0.29859677202053053;0.5770883694248619;0.280239166219718;0.11497984768594932;0.8390862256866672;0.8691828494372775;1.0;0.7422703881357974;0.9539886649176895;0.009525483776509016;0.8480009379594533;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016513732523089436;0.02532232535791145;0.028028770259426915;0.03143311115816029;0.01170287059019031;0.01181887354639143;0.028511827450759277;0.028307277025682448;0.036743752571691025;0.05655003441846621;0.0015751102047403668;0.01797315762340193;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9834862674769106;0.9746776746420885;0.971971229740573;0.9685668888418397;0.9882971294098097;0.9881811264536086;0.9714881725492407;0.9716927229743175;0.963256247428309;0.9434499655815338;0.9984248897952597;0.1519990620405467;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.050239525885432346;0.016250353077374526;0.003401196428478498;0.008960373900108351;0.001620905100955017;0.06146665508399263;0.023908292435984052;0.0;0.000786485032810421;0.0008024670576786026;8.480784771419618e-05;0.08376053092526432;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.22896235475474064;0.003474090404951599;0.005395489657704803;0.00048316301432110186;0.0010449046539585149;0.028107229373193335;0.0006278008671838247;0.0;5.181071460338506e-05;0.00011465179348909252;0.0019409988746129103;0.2702024941087592;0.2702024941087592;-0.01597510657035746;0.8473732098956177;0.015432166639382546;0.1526267901043823;0.01597510657035739
"1.1.2. Formação Savânica";0.003811964785880311;0.003519542138860598;0.0005138588781251376;0.00044700458431727125;0.0001073388460440341;0.009330478757468588;0.0002662517456295168;0.0;0.00018553151063670895;1.78249206115997e-05;0.0005261167377078585;0.018725912905281625;0.018725912905281625;-0.006955984808251034;0.1879503635770896;0.014924236122223959;0.8120496364229104;0.006955984808251034
"1.2. Floresta Plantada";0.0011897330178634931;0.0;0.013156309794755587;0.0;0.0;0.0010876752364309937;0.0;0.0;0.0;0.0;0.0;0.015433718049050076;0.015433718049050076;0.00633807594505325;0.8524394285902702;0.04343837330801492;0.14756057140972978;0.0063380759450532495
"2.2. Formação Campestre (Campo)";0.0;0.0;6.474521862996303e-05;0.0017455016523872952;2.1587444437428935e-05;0.015560634578190975;4.317488887485787e-05;0.0;0.0;0.0;8.632695817328402e-05;0.017521970740693806;0.017521970740693806;-0.011161924951640406;0.09961788421056222;0.010531686383940898;0.9003821157894378;0.011161924951640402
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;9.639549765223524e-05;0.0007394266391585505;0.00037468637958826246;0.0;0.0;0.0;0.0;0.0;0.0012105085163990482;0.0012105085163990482;0.0045947886303970955;0.6108396836051634;0.07531629960867982;0.3891603163948366;0.004594788630397096
"3.1. Pastagem";0.005193357697935989;0.0025057117167343137;0.00042135406216314917;0.0021854300601506864;0.001554873809838805;0.38677659343039594;0.011573173669555587;0.0;0.0018209539525504551;8.965042611275168e-05;0.005358440872136762;0.4174795396975744;0.4174795396975744;0.04363626209086703;0.9264564048110708;0.013312751099398877;0.07354359518892917;0.04363626209086707
"3.2.1. Lavoura Temporária";0.0002127047133257421;0.0;5.149808865170203e-05;8.902427702867609e-05;0.0;0.0194017592818455;0.08024657587696904;0.0;0.0002934360012108351;0.0;0.00015537587252053395;0.10045037411155201;0.10045037411155201;-0.007650222174464344;0.7988678647214763;0.0259944586404089;0.2011321352785237;0.00765022217446433
"3.3 Mosaico de Agricultura ou Pastagem";0.014652372735094019;0.002270583836484079;0.0021685382940729828;0.001276512484760353;0.0022577327306239894;0.0;0.0;0.1023200823097655;0.002990897765344494;0.0005571032824947078;0.0;0.1284938234386401;0.1284938234386401;-0.026173741128874616;0.7963035076049901;0.02193268278260287;0.20369649239500986;0.026173741128874606
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.943302273482224e-05;0.0002092013700529709;4.317488887485787e-05;0.0;0.014058811665807986;0.0;0.0;0.014390620947470636;0.014390620947470636;0.005010820662683228;0.976942671002604;0.051833676939992294;0.023057328997395987;0.005010820662683227
"5.1. Rio, Lago e Oceano";0.0002048998335616009;0.0;0.0;3.701421843578626e-05;0.0;0.0002675433812748558;0.0;0.0;0.0;0.01550357646796123;0.0;0.016013033901233473;0.016013033901233473;0.0002697729894359087;0.9681848276588613;0.05775850922080565;0.03181517234113873;0.00026977298943590966
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.800358334866308e-05;7.800358334866308e-05;7.800358334866308e-05;0.008067259315151351;1.0;0.22652113846155178;0.0;0.00806725931515135
"total";0.2542273875384018;0.01176992809703059;0.021771793994103325;0.006360045789053405;0.005805297146796145;0.46111580178844147;0.09280015193708768;0.1023200823097655;0.019401441610153863;0.016282806890669382;0.008145262898500013;1.0;1.0;0;0.8471067783141508;0.018071048179424606;0.15289322168584918;0.06791697963358784
"adj population";0.25422738753840424;0.01176992809703059;0.021771793994103318;0.006360045789053406;0.005805297146796145;0.4611158017884363;0.0928001519370876;0.10232008230976514;0.01940144161015385;0.016282806890669372;0.008145262898500014;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.426405831114251e-17;2.315581889923859e-16;1.805716085802356e-16;2.953713893713108e-16;3.014714967989557e-16;5.5397190684266286e-17;9.599381130373842e-17;8.881949609491859e-17;2.0478101979069845e-16;2.315581889923859e-16;2.7425164191465783e-16;2.0240380908346957e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9006203343066469;0.2990283466343804;0.6042823020610447;0.27444796944568645;0.12737102347407467;0.8387840796829752;0.8647246173839334;1.0;0.7246271668003381;0.9521439744424731;0.009576558095261454;0.8471067783141505;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01656228370454167;0.023991576652092478;0.02891355629909466;0.030707769517074268;0.013979458914699377;0.011840398571931357;0.02833105429999542;0.028446505997581348;0.035689882068198765;0.05661615729122827;0.0015868226195247894;0.018025723040704995;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9834377162954583;0.9760084233479075;0.9710864437009054;0.9692922304829257;0.9860205410853006;0.9881596014280687;0.9716689457000046;0.9715534940024186;0.9643101179318012;0.9433838427087717;0.9984131773804752;0.1528932216858495;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05053006556732231;0.016500771916339987;0.004554816508588976;0.00922908827333222;0.0009421637544809955;0.06140589253435691;0.025107152120237286;0.0;0.0006636185633253008;0.0010189148665444847;0.0;0.08497624205226424;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.22890925603327275;0.0035010920046133942;0.005763921254725456;0.0005539554923179327;0.001077412585113661;0.02874554416451252;0.0005611834612452547;0.0;0.00014807714716276294;0.00018570269889710227;0.0020324922803081334;0.2714786371221689;0.2714786371221689;-0.018610357651995885;0.8431943612942958;0.015343551826038514;0.1568056387057042;0.018610357651995757
"1.1.2. Formação Savânica";0.004036431686703495;0.003632630873772514;0.000513434137622021;0.0004985434870207419;0.00010725012293850163;0.009058346069608524;0.00033023784167520516;0.0;0.00018537815579450144;1.7810187061064955e-05;0.0006755407938430154;0.019055603356039584;0.019055603356039584;-0.007319086798099415;0.19063321196918004;0.014545295371912936;0.80936678803082;0.007319086798099415
"1.2. Floresta Plantada";0.0008585064286655422;0.0;0.013572917132517239;0.0;0.0;0.0007305138574866761;0.0;0.0;0.0;0.0;0.0;0.015161937418669457;0.015161937418669457;0.007594104307987116;0.8951967520855483;0.0454847079210115;0.10480324791445172;0.007594104307987116
"2.2. Formação Campestre (Campo)";0.0;0.0;6.469170215315208e-05;0.0017440588725082535;2.1569600896329073e-05;0.01557248338026378;4.3139201792658146e-05;0.0;0.0;0.0;8.625560287086942e-05;0.01753219836048504;0.01753219836048504;-0.01117740959658638;0.09947747776109477;0.010462162205880508;0.9005225222389053;0.01117740959658637
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;9.631581999380815e-05;0.0008489253391612918;0.00030104906421013814;0.0;0.0;0.0;0.0;0.0;0.001246290223365238;0.001246290223365238;0.004679657960059502;0.6811618379457556;0.07955195038805642;0.3188381620542444;0.004679657960059501
"3.1. Pastagem";0.0045417353928826855;0.002274984845240351;0.00026520940553691766;0.002326901743602317;0.0014755742539843532;0.3850564819903248;0.010795972424079174;0.0;0.0018805913796530968;8.95763237303414e-05;0.005031547525283292;0.4137385752843173;0.4137385752843173;0.04523345151542507;0.9306758059137152;0.01347070493569706;0.06932419408628476;0.045233451515425016
"3.2.1. Lavoura Temporária";0.0002125288979203863;0.0;9.291729666850533e-05;8.895069220252165e-05;0.0;0.018851392150412823;0.08230806780773152;0.0;0.0001864749459497068;0.0;3.619639480175359e-05;0.10177652818568722;0.10177652818568722;-0.007694788247370746;0.8087136521061491;0.026182020908642262;0.1912863478938509;0.007694788247370743
"3.3 Mosaico de Agricultura ou Pastagem";0.014194388381592453;0.0023278088343139103;0.0024829507974332816;0.0010090790326721041;0.002315848915575696;0.0;0.0;0.10360759139994698;0.0027189314768456224;0.0005474419887166817;0.0;0.12920404082709672;0.12920404082709672;-0.02559644942714974;0.8018912623529828;0.0219518421037784;0.1981087376470172;0.02559644942714974
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.936736575490675e-05;0.00038889388506950517;4.3139201792658146e-05;0.0;0.014525557001137;0.0;0.0;0.01503695745375407;0.01503695745375407;0.004608052652788621;0.9659904302988237;0.05062148025039209;0.0340095697011763;0.00460805265278862
"5.1. Rio, Lago e Oceano";0.00011543264913580811;0.0;0.0;3.698362358099219e-05;0.0;0.000267322237853567;0.0;0.0;0.0;0.015271554149948323;0.0;0.01569129266051869;0.01569129266051869;0.000420792687834823;0.973250227393535;0.05863976730555139;0.02674977260646505;0.0004207926878348235
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.793910790093454e-05;7.793910790093454e-05;7.793910790093454e-05;0.007862032597107065;1.0;0.22434837764463392;0.0;0.007862032597107063
"total";0.25286827947017315;0.011736516557940169;0.022756041726656573;0.006354788763898671;0.005925948183424739;0.4589720267997423;0.09408173993831648;0.10360759139994698;0.01964501010654269;0.016112085348353514;0.007939971705007997;1.0;1.0;0;0.8495549797082215;0.01818796620181002;0.15044502029177853;0.0703980917212021
"adj population";0.2528682794701756;0.01173651655794017;0.02275604172665657;0.006354788763898672;0.005925948183424739;0.45897202679973703;0.09408173993831637;0.10360759139994667;0.019645010106542668;0.016112085348353504;0.007939971705007997;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.429747698153848e-17;2.3119025331523733e-16;1.7741520059513704e-16;2.94902057353162e-16;2.994341352584493e-16;5.5340314255969316e-17;9.488757425933266e-17;8.810892214180163e-17;2.034981547552191e-16;2.3119025331523733e-16;2.7381586823713814e-16;2.0140802104682222e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.905250973008158;0.3095152514665784;0.5964533417346409;0.27444796944568645;0.14325561292212963;0.8389541399182721;0.87485698990788;1.0;0.7394018594217633;0.947832252608376;0.009816043532217603;0.8495549797082209;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01668052847373554;0.023831334466773806;0.028198999830661677;0.03052247450922025;0.015470986496468823;0.011913752324262361;0.028461518933744333;0.028244763651401224;0.03614971457647269;0.056885371897221905;0.0016117966626811352;0.018136676446945988;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9833194715262644;0.9761686655332262;0.9718010001693383;0.9694775254907797;0.9845290135035312;0.9880862476757376;0.9715384810662556;0.9717552363485987;0.9638502854235274;0.9431146281027781;0.9983882033373188;0.15044502029177909;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0479180468738008;0.01620777136833531;0.0031780405723044365;0.009221459782780835;0.0007947297684078923;0.05736418658798503;0.023547344261169917;0.0;0.0010228009052341384;0.0008394770211407367;0.0;0.08004692857057955;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.23214842781018;0.0035241141345913325;0.005582382951305859;0.0005574350653857385;0.0010982775053373158;0.02780472552534733;0.0005706806038074285;0.0;0.0002994580123771356;0.0002667515553807198;0.27185225316371286;0.27185225316371286;-0.017947395760170046;0.8539507217929057;0.01555904167963407;0.14604927820709435;0.01794739576017007
"1.1.2. Formação Savânica";0.003147686054555551;0.0038378310671685492;0.0005443745519524384;0.0005016749994159142;0.00010792379554301747;0.008782186646039627;0.00023539796478113455;0.0;0.0001865425757654327;1.792205858881343e-05;0.01736153971381048;0.01736153971381048;-0.005554192480677183;0.22105361220443434;0.017153652729654908;0.7789463877955657;0.005554192480677187
"1.2. Floresta Plantada";0.0008638989843656819;0.0;0.0144510392026879;0.0;0.0;0.0008461503718294182;0.0;0.0;0.0;0.0;0.016161088558883;0.016161088558883;0.0075061711022005465;0.8941872417835884;0.04478654328599464;0.10581275821641156;0.007506171102200546
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00021385527851828037;0.0017333145181194197;2.17050865145836e-05;0.015662294682045594;0.00012254688400096525;0.0;0.0;0.0;0.01775371644919884;0.01775371644919884;-0.011330770697553323;0.09763108040388001;0.01045496996090819;0.90236891959612;0.01133077069755331
"2.5. Outra Formação não Florestal";0.00011615771882578948;0.0;0.0;9.692081071580959e-05;0.0009220919807990632;0.000302940050454413;0.0;0.0;0.0;0.0;0.0014381105607950751;0.0014381105607950751;0.00430904716239237;0.6411829562598264;0.075287298254369;0.35881704374017365;0.00430904716239237
"3.1. Pastagem";0.004107819757998866;0.0023704537860007396;0.0003037768087546447;0.0022067694496826296;0.0012416529749782975;0.3869055508460347;0.010323476905267236;0.0;0.001754563438211599;0.00016783402650015895;0.4093818979934289;0.4093818979934289;0.05057374601485131;0.9450968710205274;0.013693780573083509;0.05490312897947258;0.050573746014851206
"3.2.1. Lavoura Temporária";0.0002138638604572498;0.0;0.00020967486492441825;8.950942018201237e-05;0.0;0.01895303558838185;0.08547120725370876;0.0;0.00026726030382280335;5.218972719191938e-05;0.10525674101866901;0.10525674101866901;-0.008490021234074325;0.8120259702753768;0.02605051560675673;0.18797402972462318;0.00849002123407433
"3.3 Mosaico de Agricultura ou Pastagem";0.013190845498333922;0.0020749482453726736;0.002362156002940007;0.0010775849026530867;0.0022756404822442903;0.0;0.0;0.1053593775732342;0.00279763982190805;0.0005169635144430225;0.12965515604112926;0.12965515604112926;-0.02429577846789505;0.8126123232601102;0.02241594260916352;0.18738767673988976;0.02429577846789506
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;7.986589777087775e-05;0.00039133665295878095;4.34101730291672e-05;0.0;0.014874051114102666;0.0;0.015388663837861492;0.015388663837861492;0.004790851428326196;0.9665589729439215;0.05083372154268346;0.03344102705607854;0.004790851428326193
"5.1. Rio, Lago e Oceano";0.00011615771882578948;0.0;0.0;0.00015973658549091842;0.0;0.0003074236451884372;0.0;0.0;0.0;0.01516751471300922;0.015750832662514366;0.015750832662514366;0.00043834293259948894;0.9629658976129308;0.058251419598415545;0.03703410238706917;0.0004383429325994885
"total";0.2539048574035428;0.011807347233133295;0.023667259661083545;0.006422945751645529;0.005747157723187446;0.4599556440082801;0.09676671978459468;0.1053593775732342;0.020179515266187685;0.016189175595113854;1.0000000000000002;1.0000000000000002;0;0.8608704060790445;0.01849935189198898;0.13912959392095547;0.06761815864036988
"adj population";0.25390485740354535;0.011807347233133297;0.023667259661083545;0.00642294575164553;0.005747157723187445;0.459955644008275;0.09676671978459457;0.10535937757323395;0.020179515266187664;0.01618917559511384;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.4603746325473e-17;2.316136959878063e-16;1.7471803836601948e-16;2.954328883562064e-16;3.031195742867287e-16;5.571446564902488e-17;9.48232701170428e-17;8.804310471908902e-17;2.0153742839575455e-16;2.316136959878063e-16;1.7412199081909512e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9143126688640535;0.3250375373393765;0.6105919911991321;0.26986286123860737;0.16044313123316536;0.8411801352720628;0.8832706889720966;1.0;0.7370866404816605;0.9368923466113376;0.8608704060790437;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.016888367179932428;0.025274649271564566;0.02857786792428513;0.03043249950497264;0.017934113013219594;0.011902588270788612;0.028576725537175454;0.028471348283753074;0.036129061841590406;0.056303708604926075;0.01844160107095529;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9831116328200675;0.9747253507284355;0.9714221320757148;0.9695675004950274;0.9820658869867804;0.9880974117292114;0.9714232744628245;0.9715286517162469;0.9638709381584096;0.9436962913950739;0.13912959392095625;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.043512859186725594;0.01593903233192949;0.003420098712390199;0.00937926246705222;0.001032037159992024;0.04495269429478843;0.022591025061771852;0.0;0.001029225447517653;0.0011666358990102925;0.07151143528058887;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.23097935911558318;0.003562068975965682;0.005622407699482639;0.0004385151792304306;0.0006890344345491404;0.025292715613414677;0.0007115095054423265;0.0;0.00039257829768625556;0.0002668065855133126;0.2679549954068677;0.2679549954068677;-0.015896205326593145;0.862008035210765;0.01581263227313276;0.13799196478923503;0.015896205326593194
"1.1.2. Formação Savânica";0.0031379324544639465;0.00388177876342128;0.0006182902823766913;0.00036995266999170935;0.0001079460599334544;0.009165098320683743;0.00020313512661742072;0.0;7.836781882409177e-05;1.7925755861577486e-05;0.017580427252173916;0.017580427252173916;-0.005583701861603082;0.2208011618683087;0.017162829904919876;0.7791988381316913;0.0055837018616030805
"1.2. Floresta Plantada";0.0008640772044161279;0.0;0.01475530290205763;0.0;0.0;0.0008796981419606582;0.0;0.0;0.0;0.0;0.016499078248434416;0.016499078248434416;0.007548773629258185;0.8943107414778005;0.04460972622453166;0.10568925852219946;0.007548773629258189
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00014878791514248834;0.0017336720962696991;2.170956421589309e-05;0.01539570160441577;4.341912843178618e-05;0.0;5.220049379308598e-05;6.568492179042099e-05;0.01746117572405914;0.01746117572405914;-0.011058597928310064;0.09928724867483771;0.010735499950264323;0.9007127513251623;0.01105859792831006
"2.5. Outra Formação não Florestal";0.0;0.0;0.0;9.694080521989818e-05;0.0009477695830426592;0.00038041811341220626;0.0;0.0;0.0;0.0;0.0014251285016747637;0.0014251285016747637;0.0040293756526139975;0.6650414905946179;0.08431598737771331;0.3349585094053821;0.0040293756526139975
"3.1. Pastagem";0.003985672666185055;0.0022994057505256087;0.0005913144079877022;0.0023021592147093005;0.0012111194211521948;0.38549337277036666;0.01115438649816953;0.0;0.0017674765490813473;5.4062145379884846e-05;0.40885896942355726;0.40885896942355726;0.04665173746169501;0.9428516960600531;0.013650174260904218;0.057148303939946854;0.04665173746169504
