"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.0068291282947338765;0.034827827984224353;0.0013965813410856366;0.005114828672784887;0.0;0.0;0.0;0.0006580828709463382;0.0009463578292140417;0.04977280699298913;0.04977280699298913;-0.031084492220891016;0.13720601081823272;0.007158409524676344;0.8627939891817673;0.03108449222089101
"1.1.2. Formação Savânica";0.011322696847107227;0.48421806508180343;0.011596853381787998;0.07583981543213214;0.00020547897772497017;0.0;0.0002552504280407875;0.0012482354447116684;0.0019752974321180974;0.5866616930254263;0.5866616930254263;-0.006047251539113979;0.825378699237513;0.010599201168681826;0.17462130076248705;0.006047251539113896
"2.2. Formação Campestre (Campo)";0.0;0.017862960492869957;0.004602905437611012;0.005980924716992871;9.631673283733608e-05;0.0;9.7044687330963e-05;7.91896615080133e-05;3.5995637863963e-05;0.028755337367014112;0.028755337367014112;0.008952802820847136;0.16007134184734353;0.011261688974508778;0.8399286581526565;0.00895280282084715
"3.1. Pastagem";0.0004227025623793172;0.016223474589996234;0.006011832864261607;0.19087027002185228;0.000690926957887387;0.0;0.0004190324387949326;0.00023801867939229388;0.0015232414610945664;0.21639949957565863;0.21639949957565863;0.07363523008012657;0.8820273170507924;0.020684425414886607;0.1179726829492076;0.07363523008012662
"3.2.1. Lavoura Temporária";0.0;7.209812605187849e-05;0.0;0.011956600350143674;0.00016867531783595164;0.0;0.0;0.0;0.0005588339906952568;0.012756207784726761;0.012756207784726761;-0.011594809798441122;0.013222998612323452;0.0017678449944288376;0.9867770013876765;0.011594809798441116
"3.3 Mosaico de Agricultura ou Pastagem";5.296495845090807e-05;0.027105304277954018;0.013480593499776235;0.0;0.0;0.05246804185819446;0.00020063634571999207;0.0002838828517861344;0.0;0.09359142379188176;0.09359142379188176;-0.0411233819336873;0.5606073690562401;0.018978114295505603;0.4393926309437599;0.0411233819336873
"4.1. Infraestrutura Urbana";6.0822109426791265e-05;0.0;0.0;5.279310767200887e-05;0.0;0.0;0.001630266426987643;0.0;0.0;0.0017438816440864431;0.0017438816440864431;0.0008583486827878751;0.9348492384881321;0.055037427691824514;0.06515076151186794;0.000858348682787875
"5.1. Rio, Lago e Oceano";0.0;4.877510824270389e-05;0.0006193736633387764;0.0;0.0;0.0;0.0;0.00863387812262467;0.0;0.00930202689420615;0.00930202689420615;0.001839260736762968;0.9281717007292634;0.066985986096379;0.07182829927073664;0.0018392607367629672
"3.2.2. Lavoura Perene";0.0;0.00025593582516969933;0.0;0.0002194973542073373;0.0;0.0;0.0;0.0;0.0005416897446333444;0.0010171229240103809;0.0010171229240103809;0.00456429317160889;0.5325705790776334;0.045864879676993944;0.4674294209223666;0.004564293171608889
"total";0.018688314772098123;0.5806144414863124;0.03770814018786126;0.29003472965578525;0.001161397986285645;0.05246804185819446;0.002602230326874318;0.011141287630969117;0.00558141609561927;0.9999999999999999;0.9999999999999999;0;0.7499629203062766;0.013938846573061279;0.25003707969372335;0.08984993549213341
"adj population";0.01868831477209812;0.5806144414863128;0.03770814018786127;0.2900347296557851;0.001161397986285645;0.0524680418581944;0.002602230326874318;0.011141287630969117;0.005581416095619271;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.253718044325471e-16;6.673772974082741e-17;1.5080711617821743e-16;7.312067644354496e-17;9.013153852615431e-16;1.432425769342881e-16;6.01386558828883e-16;3.2353698048953693e-16;3.7983128355877313e-16;2.865350111868161e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.36542237103849784;0.833975234653578;0.1220666257916572;0.6580945331904844;0.14523472558739747;1.0;0.6264881360236262;0.7749443698612829;0.09705238515696843;0.7499629203062766;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.02175970730656402;0.01085139509468002;0.008406297262852212;0.014524130289788646;0.022332904884688594;0.03525806049228963;0.03612927108031581;0.052221531991897614;0.007427693672816152;0.013829764626344084;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9782402926934359;0.98914860490532;0.9915937027371478;0.9854758697102114;0.9776670951153114;0.9647419395077104;0.9638707289196842;0.9477784680081024;0.9925723063271839;0.25003707969372335;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.023718372954728492;0.19279275280901786;0.0483048638588062;0.0510584591076127;0.0019854453368993866;0.0;0.00022723043419760032;0.0013362975431629592;0.000950866358754073;0.16018714420158964;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.00681042342967249;0.03442610237239546;0.0014246955894650476;0.004963789978785747;0.0;0.0;9.072571408307602e-05;0.0011553449399482661;0.0006223430374776083;0.049493425061827696;0.049493425061827696;-0.03091588709731119;0.1376025890543004;0.007220747719033571;0.8623974109456995;0.030915887097311173
"1.1.2. Formação Savânica";0.011230012021773756;0.483079422549671;0.011982474563759534;0.07926492851333686;0.00029540621865247266;0.0;6.075773434445552e-05;0.0011991610489273446;0.002394928988748578;0.589507091639214;0.589507091639214;-0.012083533940521113;0.8194632929798953;0.010497361022308764;0.18053670702010471;0.012083533940521196
"2.2. Formação Campestre (Campo)";0.0;0.017931292319180885;0.004843555520588021;0.006104268537921328;9.642676454504537e-05;0.0;9.71555506498961e-05;7.928012734330448e-05;8.906222441253396e-05;0.029241041044641012;0.029241041044641012;0.008868534102435252;0.16564237617920563;0.011510572558047607;0.8343576238207944;0.00886853410243527
"3.1. Pastagem";0.0004231854554698692;0.015299541516835094;0.005386408816867936;0.18768430727456997;0.0005393712406131687;0.0;0.0004195111391564166;0.00014695320222024214;0.0015868755543161335;0.21148615420004885;0.21148615420004885;0.08030842685701682;0.8874543488886547;0.020996165495518988;0.11254565111134529;0.08030842685701678
"3.2.1. Lavoura Temporária";0.0;0.00022252981185156794;0.0;0.013319957046538811;0.00016886801159458694;0.0;0.0;0.0;0.0003810548711179303;0.014092409741102896;0.014092409741102896;-0.012992337505697631;0.0119829053154802;0.001596186015968462;0.9880170946845198;0.012992337505697622
"3.3 Mosaico de Agricultura ou Pastagem";5.3025465329156814e-05;0.026309787369441444;0.014472440656395743;0.0;0.0;0.053374090164585976;0.0002616232859261685;0.00043340817669220935;0.0;0.0949043751183707;0.0949043751183707;-0.04153028495378474;0.562398625964445;0.01914293138354478;0.437601374035555;0.041530284953784725
"4.1. Infraestrutura Urbana";6.0891592271252086e-05;0.0;0.0;5.285341822886966e-05;0.0;0.0;0.0018444581465560095;0.0;0.0;0.001958203157056131;0.001958203157056131;0.000816028413659891;0.9419135802685966;0.05168545480088947;0.05808641973140338;0.000816028413659891
"5.1. Rio, Lago e Oceano";0.0;4.883082865903813e-05;0.0;0.0001503493212956367;0.0;0.0;0.0;0.008059545558253169;0.0;0.008258725708207845;0.008258725708207845;0.002814967345176692;0.9758824597169122;0.07273936236303598;0.02411754028308777;0.002814967345176691
"3.2.2. Lavoura Perene";0.0;0.00010605093065831363;0.0;0.00025412696638845605;0.0;0.0;0.0;0.0;0.0006983964324837134;0.0010585743295304833;0.0010585743295304833;0.004714086779026014;0.6597519068816623;0.050623311268312196;0.3402480931183377;0.004714086779026014
"total";0.018577537964516524;0.5774235576986928;0.03810957514707628;0.2917945810570656;0.0011000722354052737;0.053374090164585976;0.002774231570716022;0.011073693053384535;0.005772661108556497;1.0000000000000002;1.0000000000000002;0;0.746563067087975;0.013917403369227612;0.25343693291202496;0.09752204349731469
"adj population";0.018577537964516524;0.5774235576986936;0.03810957514707628;0.2917945810570654;0.0011000722354052737;0.05337409016458594;0.0027742315707160216;0.011073693053384537;0.005772661108556497;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.259674162044075e-16;6.677639290000369e-17;1.5004838257397648e-16;7.315941567798411e-17;9.01421683398055e-16;1.4273597206494603e-16;5.804139033171748e-16;3.252946553520752e-16;3.6925970788713577e-16;2.8350775293757586e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.36659451013802474;0.8366119049159892;0.1270955003275499;0.6432069663345287;0.1535062936411397;1.0;0.664853707969288;0.7278100918455447;0.12098344582336885;0.7465630670879748;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022033054427580034;0.010916525586292105;0.008678914631728598;0.014225503666097615;0.023531264604963017;0.03554657584662802;0.036573680001055243;0.04938458755274982;0.008457228254230738;0.01381476014838468;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9779669455724199;0.9890834744137079;0.9913210853682713;0.9857744963339024;0.976468735395037;0.964453424153372;0.9634263199989448;0.9506154124472502;0.9915427717457692;0.2534369329120252;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.023534229069688068;0.18868827029804358;0.048794971048105984;0.04760369385095775;0.0018624084476213736;0.0;0.0002274900210002431;0.0003983602999093512;0.0007203557940935396;0.15591488941470996;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006708451630047519;0.03399492372217574;0.0012976389252164061;0.004729804224137614;0.0;0.0;9.052721342090924e-05;0.0014815402249084462;0.0006665492407639031;0.04896943518067054;0.04896943518067054;-0.03043120280740161;0.136992628264896;0.007266616123983468;0.863007371735104;0.030431202807401588
"1.1.2. Formação Savânica";0.011297813700515434;0.47853827009394356;0.01152189569523846;0.08153737213359323;0.00029475989329032665;0.0;6.062480124361396e-05;0.001621714877465246;0.002460326252360015;0.5873327774476498;0.5873327774476498;-0.013990641082401778;0.814765135658714;0.010492259862363922;0.185234864341286;0.013990641082401778
"2.2. Formação Campestre (Campo)";8.55359300998498e-05;0.017929816388092424;0.0044855382241756805;0.006909802508770043;9.621579043691915e-05;0.0;9.694298201561097e-05;7.910666871657048e-05;7.936417472889931e-05;0.029762322667035993;0.029762322667035993;0.008237995230248662;0.15071196809326134;0.010416199778831523;0.8492880319067386;0.008237995230248676
"3.1. Pastagem";0.00033276329648699503;0.016169510032407623;0.00543770056924287;0.19070059590839833;0.0003863468867500021;0.0;0.00041859328207752235;0.0003097917950972783;0.0013066269499672535;0.21506192872042784;0.21506192872042784;0.08241976743199049;0.8867241033456074;0.0207069310976199;0.11327589665439264;0.08241976743199059
"3.2.1. Lavoura Temporária";0.0;0.00027478071342820667;6.062480124361396e-05;0.013238626417969027;0.00016849854178705676;0.0;0.0;0.0;0.0005106430089477145;0.01425317348337562;0.01425317348337562;-0.013307352371111322;0.011821826345100423;0.0015813398548150022;0.9881781736548996;0.013307352371111315
"3.3 Mosaico de Agricultura ou Pastagem";5.290944981926619e-05;0.02625343723119027;0.015101468663141705;0.0;0.0;0.05098575692610017;0.00031396032475898556;0.0004843491223541454;0.0;0.09319188171736455;0.09319188171736455;-0.04220612479126439;0.5471051339078167;0.01888706907958877;0.4528948660921833;0.04220612479126438
"4.1. Infraestrutura Urbana";6.075836629989004e-05;7.191582702896187e-05;0.0;5.273777914438032e-05;0.0;0.0;0.0018404226185127137;0.0;0.0;0.0020258345909859457;0.0020258345909859457;0.0007952366310434099;0.9084762530473948;0.04976980440431615;0.09152374695260523;0.0007952366310434102
"5.1. Rio, Lago e Oceano";0.0;0.00010948235698117365;9.545101902593331e-05;0.00019137401286231079;0.0;0.0;0.0;0.007907227547656279;0.0;0.008303534936525697;0.008303534936525697;0.0035801952996722683;0.9522724487945325;0.07136498681337933;0.047727551205467456;0.003580195299672269
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.000121383167543504;0.0;0.0;0.0;0.0;0.000977728088419776;0.00109911125596328;0.00109911125596328;0.004902126459224282;0.8895624379379851;0.0751164106917772;0.11043756206201494;0.004902126459224282
"total";0.018538232373268952;0.573342136365248;0.03800031789728467;0.29748169615241843;0.0009458211122643046;0.05098575692610017;0.002821071222029356;0.011883730236197966;0.0060012377151875615;1.0;1.0;0;0.7423124895790412;0.013840202016484891;0.25768751042095883;0.09993532105217914
"adj population";0.018538232373268956;0.5733421363652488;0.03800031789728466;0.2974816961524184;0.0009458211122643046;0.05098575692610014;0.0028210712220293555;0.011883730236197966;0.006001237715187562;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2535949855874434e-16;6.649244396824516e-17;1.497963907953482e-16;7.251859581934062e-17;9.847066457733052e-16;1.4492762735538393e-16;5.691639884481994e-16;3.129867461785189e-16;3.657601689387415e-16;2.8917121058358267e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3618711587476223;0.8346469581455817;0.11803949209846472;0.6410498473515847;0.17815053988768517;1.0;0.6523843156248972;0.6653826189667941;0.16292107308887332;0.7423124895790411;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.021898111447698397;0.01096256661719686;0.00800978213887112;0.013987656401766274;0.025199841702326222;0.03621754298584003;0.03611304360555948;0.04461047328066844;0.011852224886551398;0.013730257364737507;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9781018885523016;0.9890374333828031;0.9919902178611288;0.9860123435982338;0.9748001582976737;0.96378245701416;0.9638869563944406;0.9553895267193315;0.9881477751134486;0.25768751042095894;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.023659561486442868;0.18960773254260888;0.05055356888572063;0.048722665624059025;0.0015546451409544958;0.0;0.0003708239449464641;0.0007926147777388357;0.00024276633508700778;0.1577521893687791;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.00672574252318496;0.034670820782230674;0.0012091645302467339;0.0045181986002397955;0.0;0.0;6.060525251312313e-05;0.0014411076084927875;0.00041579986947480434;0.04904143916638288;0.04904143916638288;-0.03064238013511795;0.1371440691282842;0.007211742053962187;0.8628559308717159;0.030642380135117914
"1.1.2. Formação Savânica";0.011141521000457575;0.4775704593690065;0.010929535915987556;0.08372015648457877;0.00019730636052006138;0.0;0.0;0.001105993730923837;0.0025565722385813617;0.5872215451000556;0.5872215451000556;-0.014906238815320993;0.813271351083745;0.010493267392220153;0.18672864891625496;0.01490623881532116
"2.2. Formação Campestre (Campo)";8.550834866765532e-05;0.017888210169612416;0.004673781090946179;0.0057718226640765405;9.618476523736994e-05;0.0;9.69117223299786e-05;7.908116042763516e-05;7.933858340603182e-05;0.028770838504703806;0.028770838504703806;0.008640367093858084;0.16244855325235133;0.011374701732754669;0.8375514467476487;0.008640367093858105
"3.1. Pastagem";0.00029577180988340883;0.016482044220091318;0.005620056813552709;0.19144840651930214;0.0005917890406196432;0.0;0.0005093661836251997;0.0007136564424583243;0.0012911752058241456;0.2169522662353569;0.2169522662353569;0.08280223722995486;0.8824448337940506;0.020557529505550138;0.11755516620594941;0.08280223722995483
"3.2.1. Lavoura Temporária";0.0;0.00012472011500042334;6.060525251312313e-05;0.014089142693370225;0.0001684442087003674;0.0;0.0;0.0;0.0008128139275752923;0.01525572619715943;0.01525572619715943;-0.014202001822081999;0.011041375974073989;0.0014949639741604485;0.988958624025926;0.014202001822081988
"3.3 Mosaico de Agricultura ou Pastagem";8.977657457059816e-05;0.0252894634764115;0.014857456742802486;0.0;0.0;0.049519002494789785;0.00034375185690315384;0.000715177695304709;0.0;0.09081462884078223;0.09081462884078223;-0.04129562634599246;0.5452756139278764;0.0189344770848442;0.4547243860721236;0.041295626345992445
"4.1. Infraestrutura Urbana";6.0738774500766655e-05;0.0;0.0;0.0;0.0;0.0;0.0018661895530545278;0.0;0.0;0.0019269283275552946;0.0019269283275552946;0.0009498962408706885;0.968478965391605;0.05402542520282056;0.03152103460839495;0.0009498962408706884
"5.1. Rio, Lago e Oceano";0.0;4.870827941885093e-05;6.060525251312313e-05;0.0001460377292435325;0.0;0.0;0.0;0.00858762090319743;0.0;0.008842972164372936;0.008842972164372936;0.0037996653764317866;0.9711238194094649;0.06796323076180184;0.028876180590535094;0.0037996653764317875
"3.2.2. Lavoura Perene";0.0;0.00024087987296288587;0.0;6.0738774500766655e-05;0.0;0.0;0.0;0.0;0.0008720368161672269;0.0011736554636308794;0.0011736554636308794;0.004854081177397983;0.7430092077188054;0.06363814032621054;0.2569907922811946;0.004854081177397984
"total";0.018399059031264965;0.5723153062847345;0.03741120559856191;0.29975450346531174;0.0010537243750774418;0.049519002494789785;0.002876824568425983;0.012642637540804724;0.006027736641028863;1.0000000000000002;1.0000000000000002;0;0.7414316834783491;0.013824932822419159;0.2585683165216509;0.10104624711851345
"adj population";0.01839905903126496;0.5723153062847348;0.037411205598561904;0.29975450346531174;0.001053724375077442;0.04951900249478976;0.0028768245684259825;0.01264263754080472;0.006027736641028862;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.263605451774257e-16;6.6436208247786e-17;1.5033212616814006e-16;7.233026074872047e-17;9.383640786307378e-16;1.4568618095890242e-16;5.59600505231118e-16;3.067925061538411e-16;3.706086681810281e-16;2.8365110794976997e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.36554817894524455;0.8344534107766964;0.12492997796162549;0.6386840040968957;0.15985604270375525;1.0;0.6486977251016696;0.679258649587989;0.14467068953071924;0.741431683478349;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.02195499257728539;0.010973131281677723;0.008573000482244441;0.01390152239698896;0.0227235980623219;0.03625806037773447;0.036137102307336987;0.04290398751886079;0.010955884581813836;0.013703638667398921;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9780450074227146;0.9890268687183222;0.9914269995177556;0.9860984776030111;0.9772764019376781;0.9637419396222655;0.963862897692663;0.9570960124811392;0.9890441154181862;0.258568316521651;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02334663301616001;0.18948969383145597;0.048194114827515254;0.05100771943210952;0.001770560332754149;0.0;0.00012147754900153351;0.0005107025223510114;0.000603237294927305;0.1575220694031374;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006805296681627897;0.03449132559112861;0.0008302780672941746;0.004821648454671603;0.0;0.0;6.067515789783339e-05;0.0008063949466689543;0.0005330443970916924;0.04834866329638076;0.04834866329638076;-0.03020932701639075;0.14075459832076306;0.00736974078156151;0.8592454016792369;0.030209327016390723
"1.1.2. Formação Savânica";0.010783856410372383;0.47626299453476123;0.011219956147298923;0.08125446495375584;0.00037757232138003306;0.0;0.0;0.001092589652234391;0.0020855753016668812;0.5830770093214697;0.5830770093214697;-0.013540814275434201;0.8168097642693745;0.01057476646406577;0.18319023573062554;0.013540814275434299
"2.2. Formação Campestre (Campo)";8.560697863389887e-05;0.018196720919599216;0.004584436787923924;0.0062040489326364535;9.629570996143869e-05;0.0;9.70235055657789e-05;0.0;7.943009683045266e-05;0.029343562931151163;0.029343562931151163;0.008695068703609029;0.15623313360686264;0.01090923985621304;0.8437668663931374;0.008695068703609043
"3.1. Pastagem";0.00031388724771883123;0.016227972979573343;0.006970537451584975;0.1962637124084262;0.0005824986099999926;0.0;0.0005099537142029662;0.00026765660474033405;0.0012470997607120955;0.22238331877695872;0.22238331877695872;0.08039194884471723;0.8825469171330722;0.02030946478372496;0.1174530828669278;0.08039194884471729
"3.2.1. Lavoura Temporária";0.0;0.00012225102228068403;6.067515789783339e-05;0.014125257241902837;0.00016863850138496377;0.0;0.0;0.0;0.0006606054646135821;0.0151374273880799;0.0151374273880799;-0.013912422245353485;0.011140499442974008;0.0015013536925773381;0.988859500557026;0.013912422245353473
"3.3 Mosaico de Agricultura ou Pastagem";8.988012774005272e-05;0.023945007819631964;0.014227053621174593;0.0;0.0;0.050398704087934454;0.0003441483589356547;0.0003854035422487593;0.0;0.08939019755766549;0.08939019755766549;-0.038991493469731034;0.5638057132094636;0.019477927599887132;0.4361942867905364;0.038991493469731034
"4.1. Infraestrutura Urbana";6.080883389697801e-05;0.0;0.0;0.0;0.0;0.0;0.001868342117283516;0.0;0.0;0.001929150951180494;0.001929150951180494;0.0009509919027052552;0.968478965391605;0.05410245360735462;0.03152103460839495;0.0009509919027052554
"5.1. Rio, Lago e Oceano";0.0;4.876446218965306e-05;0.00014569440158578224;4.532679638612364e-05;0.0;0.0;0.0;0.008975874895464928;0.0;0.009215660555626486;0.009215660555626486;0.0023122590857308795;0.9739806323470581;0.06702008947852159;0.026019367652941883;0.0023122590857308795
"3.2.2. Lavoura Perene";0.0;0.000241157716870636;0.0;6.080883389697801e-05;0.0;0.0;0.0;0.0;0.000873042670719231;0.001175009221486845;0.001175009221486845;0.004303788470147091;0.7430092077188054;0.0635368322143893;0.2569907922811946;0.00430378847014709
"total";0.018139336279990037;0.5695361950460354;0.038038631634760206;0.302775267621676;0.001225005142726428;0.050398704087934454;0.0028801428538857495;0.011527919641357366;0.005478797691633935;1.0000000000000002;1.0000000000000002;0;0.7462010426855264;0.013919347454518694;0.25379895731447355;0.09665405700690954
"adj population";0.018139336279990037;0.5695361950460361;0.0380386316347602;0.30277526762167584;0.001225005142726428;0.050398704087934426;0.002880142853885749;0.01152791964135736;0.005478797691633935;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2778300251852998e-16;6.650586394835689e-17;1.494183710274713e-16;7.224081166689029e-17;8.642696809092257e-16;1.444559462761349e-16;5.60251093650494e-16;3.246037698313965e-16;3.906495851006542e-16;2.8001781249291536e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3751678990115529;0.836229547265675;0.12052054952824869;0.6482158002867718;0.13766350483201573;1.0;0.6486977251016696;0.7786205295240982;0.15934931710516667;0.7462010426855264;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022420180417082616;0.0110253442326646;0.00819976053849234;0.013974963044652029;0.020335047723674976;0.03591291635332459;0.036199224767209257;0.04992199377099092;0.01194683777250666;0.013809285602385738;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9775798195829174;0.9889746557673355;0.9918002394615076;0.9860250369553479;0.979664952276325;0.9640870836466754;0.9638007752327907;0.9500780062290091;0.9880531622274933;0.25379895731447355;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02266807919672428;0.18654640102254827;0.04951825228645448;0.052239212737065055;0.0021127332826829286;0.0;0.00012161766779395606;0.0004795713203231168;0.000603933101535228;0.15714490030756367;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1999 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006813411794380804;0.03357133160834602;0.0009451099383696922;0.00452205185148885;0.0;0.0;0.0;0.0006063442941238289;0.0007777166419023891;0.04723596612861159;0.04723596612861159;-0.0290372571909146;0.14424203319626414;0.007534262572754827;0.8557579668037358;0.02903725719091457
"1.1.2. Formação Savânica";0.010853448987481154;0.4762723333703725;0.011887343104498675;0.0785382624649713;0.00017978822640441123;0.0;6.0590854054386275e-05;0.0012037292075424287;0.002283259115144805;0.5812787553304697;0.5812787553304697;-0.012276502530508215;0.8193527270742959;0.010600748214879023;0.18064727292570415;0.012276502530508271
"2.2. Formação Campestre (Campo)";0.0;0.01843226740157002;0.00440130293720884;0.00618469125142437;0.00019349726983206345;0.0;9.68886982623075e-05;0.0;0.0;0.029308647558297603;0.029308647558297603;0.008921735519951086;0.15017079612610026;0.011017007326932433;0.8498292038738997;0.008921735519951103
"3.1. Pastagem";0.00013990220058064285;0.015602884102569672;0.007491071569159052;0.20327426892734904;0.0005816892693517442;0.0;0.0004675751985084489;0.0;0.0013950100084717406;0.22895240127599034;0.22895240127599034;0.07920335921550326;0.8878451057707507;0.020135856200875484;0.11215489422924929;0.07920335921550334
"3.2.1. Lavoura Temporária";0.0;0.00014098520826595376;6.0590854054386275e-05;0.014854987386229732;0.0002578503389758376;0.0;0.0;0.0;0.0008520878261463037;0.016166501613672214;0.016166501613672214;-0.014953676509108182;0.01594966834121799;0.0017056306491107552;0.984050331658782;0.014953676509108157
"3.3 Mosaico de Agricultura ou Pastagem";0.0003312216109342436;0.024842868120339538;0.013393078293101268;0.0;0.0;0.044588929204887204;0.0005047030580247691;0.0004064714519284575;0.0;0.0840672717392155;0.0840672717392155;-0.03947834253432829;0.5303958161412236;0.018506947528538993;0.46960418385877645;0.03947834253432829
