"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj population";0.01947982581648472;0.6307997302208934;0.03696235749405002;0.23657410788393857;0.0010397843256575582;0.056525130430880054;0.002074737418250767;0.01272709023451771;0.0038172361753272895;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.182511924445762e-16;6.746197559744315e-17;1.5194240416240763e-16;7.728473356408752e-17;9.384639452124617e-16;1.363650439498423e-16;6.795933151369641e-16;3.0115387077275425e-16;4.549331872739908e-16;3.0254496681145273e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3502420475541559;0.8291138144111688;0.1456572451542628;0.6635259293595884;0.10358587929374498;1.0;0.6998558089824808;0.7731780700699251;0.058396431581900554;0.7603323889711203;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.020896326194661113;0.009936184355731365;0.009146376843518062;0.016218789324121043;0.01986987625767745;0.03529075238085329;0.040898202220973505;0.04508581707480124;0.008339113876844927;0.01355578789854672;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9791036738053389;0.9900638156442686;0.990853623156482;0.983781210675879;0.9801301237423226;0.9647092476191467;0.9591017977790265;0.9549141829251988;0.9916608861231551;0.23966761102887968;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.025314343473041626;0.1756979388267832;0.05562211736851245;0.04457676156785395;0.0018641547040169322;0.0;0.0004003597799091467;0.0005817921172819214;0.0004926860094506341;0.1522750769234249;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1989 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006775596804858884;0.03553917747566795;0.0005456933876628552;0.004697570082195778;7.19725172142373e-05;0.0;6.058267334184875e-05;0.0005910512682475004;0.00042953615820050386;0.048711180367389556;0.048711180367389556;-0.029617365555330198;0.13909736437827958;0.007297862377934184;0.8609026356217204;0.029617365555330198
"1.1.2. Formação Savânica";0.011626038123808058;0.5161868265368812;0.01150320982350838;0.06625573646496165;0.0001878555605606925;0.0;0.0002976766143148569;0.0013146490796213614;0.0019915793309639917;0.6093635715346201;0.6093635715346201;0.009474899664290326;0.8470917046073448;0.010332606278177578;0.15290829539265516;0.009474899664290382
"2.2. Formação Campestre (Campo)";9.698155054791937e-05;0.022202343876077894;0.005565122700956534;0.0063774712812731576;9.614893051680987e-05;0.0;9.687561677334373e-05;0.0;0.0;0.03443494395614566;0.03443494395614566;0.0026987197617026094;0.1616126545187339;0.010170569040243759;0.838387345481266;0.002698719761702606
"3.1. Pastagem";0.00030118632069723493;0.015833849897517384;0.004808185921814097;0.15860188111607215;0.0006488673333151008;0.0;0.00010795877582135594;0.0;0.0011879941193163766;0.1814899234845537;0.1814899234845537;0.06432766960538633;0.873888081888857;0.022354446094726057;0.12611191811114297;0.0643276696053863
"3.2.1. Lavoura Temporária";0.0;0.00014991612043304295;0.0;0.009568390000629848;0.00010779877956622821;0.0;0.0;0.0;0.00046418932063017253;0.010290294221259292;0.010290294221259292;-0.009177651100086223;0.010475772339290429;0.001836906541370649;0.9895242276607096;0.009177651100086224
"3.3 Mosaico de Agricultura ou Pastagem";0.0001614300135187411;0.028877667159733778;0.014565979558084525;0.0;0.0;0.05885793832495601;0.00019847433891479087;0.0005436011808520075;0.0;0.10320509057605985;0.10320509057605985;-0.04434715225110386;0.5703007283500129;0.018819711517632044;0.4296992716499871;0.04434715225110384
"4.1. Infraestrutura Urbana";6.071614558436784e-05;0.0;0.0;0.00013963437119005674;0.0;0.0;0.0014532546863149105;0.0;0.0;0.0016536052030893351;0.0016536052030893351;0.0005612175023917717;0.8788401751517708;0.051701717118175124;0.12115982484822918;0.0005612175023917716
"5.1. Rio, Lago e Oceano";7.186585304415215e-05;4.8690132599262316e-05;0.00014547232582187903;9.768652438743659e-05;0.0;0.0;0.0;0.010140729001917528;0.0;0.010504443837770258;0.010504443837770258;0.002085586692868139;0.9653751458458998;0.05961030798134352;0.034624854154100215;0.00208558669286814
"3.2.2. Lavoura Perene";0.0;0.0;0.0;7.922324922991386e-05;0.0;0.0;0.0;0.0;0.0002677235698829623;0.00034694681911287615;0.00034694681911287615;0.003994075679881131;0.7716559286161397;0.11168736505093134;0.22834407138386026;0.00399407567988113
"total";0.019093814812059358;0.6188384711989104;0.037133663717848264;0.24581759308994;0.0011126431211730687;0.05885793832495601;0.0022148227054811067;0.012590030530638398;0.004341022498994007;1.0000000000000002;1.0000000000000002;0;0.757956871521406;0.01377074031907077;0.242043128478594;0.0831421689065203
"adj population";0.019093814812059358;0.6188384711989108;0.03713366371784827;0.24581759308993925;0.0011126431211730687;0.05885793832495598;0.0022148227054811067;0.012590030530638388;0.0043410224989940075;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2103926258407618e-16;6.724210248617175e-17;1.5190549099224952e-16;7.647065941836848e-17;8.99284603342141e-16;1.3424615756681907e-16;6.499702428413857e-16;3.041933129518001e-16;4.329802850990589e-16;2.937332117282071e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3548582025934138;0.8341220699108176;0.14986732101744274;0.6452015054025952;0.09688531525955517;1.0;0.6561494437990388;0.8054570620174124;0.061672928427577794;0.757956871521406;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.021276813449566195;0.010202919474390828;0.009418061013233664;0.015605573772536616;0.018457812026088517;0.03433494079872213;0.03749200744898415;0.04702219848619791;0.0074824837080863064;0.013655017798747547;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9787231865504338;0.9897970805256092;0.9905819389867664;0.9843944262274634;0.9815421879739115;0.9656650592012779;0.9625079925510158;0.9529778015138021;0.9925175162919136;0.242043128478594;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02463643601440095;0.18635348999547774;0.05773964251037825;0.045776084736963096;0.002009688683213681;0.0;0.0004007010335488493;0.0007274296717054603;0.0001584464984598277;0.1589009595720739;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006867565995074496;0.03463781411326954;0.0004900242171575336;0.0043443208947602395;7.20289946456557e-05;0.0;0.0;0.0003583014613755291;0.0005339079278833819;0.04730396360416637;0.04730396360416637;-0.028197508864203465;0.14517950446058647;0.007606917193389217;0.8548204955394135;0.028197508864203434
"1.1.2. Formação Savânica";0.011546165702198465;0.5087088368761528;0.011570716329563078;0.06717757412981101;0.00018150498931679312;0.0;0.00025470024356987045;0.0009189438574086281;0.0021617999145138738;0.6025202420425346;0.6025202420425346;0.006201851985761148;0.8443016539189415;0.010477611174630006;0.15569834608105848;0.006201851985760953
"2.2. Formação Campestre (Campo)";0.0;0.02203807202959868;0.005230511488529014;0.006068800224035025;9.622437938034e-05;0.0;9.69516358736087e-05;9.09453196024174e-05;0.0;0.03362150507701908;0.03362150507701908;0.003315822133631484;0.15557041472554908;0.009810893091253606;0.8444295852744509;0.003315822133631491
"3.1. Pastagem";0.0003731658036213573;0.015214239274667083;0.005236251817457729;0.1678632459488647;0.0005649291683537485;0.0;0.00010804349196848357;0.0;0.0014395151975572452;0.19079939070249036;0.19079939070249036;0.06518064941120609;0.8797892138482262;0.021896970557541737;0.12021078615177383;0.06518064941120605
"3.2.1. Lavoura Temporária";0.0;0.0;0.0;0.010111693836337244;0.00010788337016296693;0.0;0.0;0.0;0.00046455357384147833;0.01068413078034169;0.01068413078034169;-0.009661559878482188;0.010097533658186527;0.0017987167102275748;0.9899024663418134;0.009661559878482186
"3.3 Mosaico de Agricultura ou Pastagem";0.0002587934490210417;0.02787162714668638;0.014075878616777933;0.0;0.0;0.05837761968686344;0.0003328521515214366;0.00052142014722928;0.0;0.10143819119809952;0.10143819119809952;-0.04306057151123608;0.5754994149378833;0.018657786170724822;0.42450058506211674;0.04306057151123608
"4.1. Infraestrutura Urbana";6.0763790047573485e-05;0.0;0.0;7.911373037140627e-05;0.0;0.0;0.0015150252803932836;0.0;0.0;0.0016549028008122633;0.0016549028008122633;0.0006526700025144196;0.9154768966791739;0.0535441171670894;0.08452310332082613;0.0006526700025144196
"5.1. Rio, Lago e Oceano";0.0;4.872834015029798e-05;0.0003339447411652883;0.00015017758731830866;0.0;0.0;0.0;0.010788999461144562;0.0;0.011321850129778457;0.011321850129778457;0.00135676011698196;0.9529360782446322;0.057145822513943643;0.04706392175536778;0.0013567601169819608
"3.2.2. Lavoura Perene";0.0;0.00020277624777088088;0.0;0.00018511376219844337;0.0;0.0;0.0;0.0;0.0002679336547895684;0.0006558236647588927;0.0006558236647588927;0.004211886603826656;0.4085452678626223;0.05434442500687373;0.5914547321373778;0.004211886603826655
"total";0.019106454739962933;0.6087220940282956;0.03693732721065057;0.2559800401136964;0.0010225709018595042;0.05837761968686344;0.002307572803326683;0.012678610246760418;0.004867710268585548;1.0000000000000002;1.0000000000000002;0;0.7597276217619748;0.013863672700476583;0.24027237823802516;0.08091964025392162
"adj population";0.019106454739962933;0.6087220940282957;0.03693732721065057;0.25598004011369546;0.0010225709018595042;0.05837761968686339;0.002307572803326683;0.012678610246760412;0.004867710268585548;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2142673036290597e-16;6.71296190831096e-17;1.5184640854710495e-16;7.555502942651902e-17;9.408667286328524e-16;1.362609278243039e-16;6.374372344633423e-16;3.076077855149634e-16;4.143968724396087e-16;2.9525273362947104e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3594369593177505;0.8356996433457959;0.14160503435183147;0.6557669335246061;0.10550209278083832;1.0;0.656544954165332;0.8509607323800588;0.05504305720878991;0.7597276217619745;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.021509786628748695;0.01040699523156161;0.008931506836339148;0.015450312779919498;0.020715875091663408;0.03357584526061562;0.037171968805694136;0.04910004364148535;0.006627511031536008;0.013752640890817394;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9784902133712513;0.9895930047684384;0.9910684931636609;0.9845496872200805;0.9792841249083366;0.9664241547393844;0.9628280311943058;0.9508999563585147;0.993372488968464;0.2402723782380255;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.024477777489776874;0.18762281033276373;0.05678198717698013;0.04587228950725131;0.0018293750633930745;0.0;0.00027975504083795934;0.0010657013372677888;0.0007757800199386486;0.15935273798410476;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006873055183390513;0.03441671543563768;0.0007732182157321943;0.0051374236631585;0.00022797132438345674;0.0;9.060765866634589e-05;0.0006325082665623878;0.0006139411994285329;0.048765440946959615;0.048765440946959615;-0.029697275553103572;0.14094110603585203;0.007353451545964542;0.8590588939641479;0.029697275553103565
"1.1.2. Formação Savânica";0.011458259226154314;0.5016139748274122;0.011239331253876364;0.07104669147643673;0.00018165006474342478;0.0;0.00016429616468740922;0.001124335749117336;0.002169932906861162;0.5989984716692889;0.5989984716692889;0.0009159145789052192;0.8374211263503137;0.010498181054463158;0.16257887364968626;0.0009159145789051637
"2.2. Formação Campestre (Campo)";0.0;0.02130512585342996;0.00566334345548571;0.005186871171047824;9.630129072555161e-05;0.0;9.702912850887976e-05;9.101801143910542e-05;0.00016055213935021608;0.032600241049987246;0.032600241049987246;0.0042762985168489955;0.17372090736390197;0.011249857029493857;0.826279092636098;0.004276298516848999
"3.1. Pastagem";0.00034523784258891815;0.015406529695624012;0.006148713868714554;0.17699205676450935;0.0004094959539719027;0.0;0.00012320472489577177;0.0;0.0013352458698933656;0.2007604847201979;0.2007604847201979;0.06827810428478073;0.881608036617291;0.021424395810227502;0.11839196338270896;0.06827810428478079
"3.2.1. Lavoura Temporária";0.0;0.0;0.0;0.010234417297635887;0.0001079696004424307;0.0;0.0;0.0;0.0006111395380219243;0.010953526436100243;0.010953526436100243;-0.009930138201833479;0.009857063026441267;0.001741597145279083;0.9901429369735587;0.009930138201833477
"3.3 Mosaico de Agricultura ou Pastagem";0.00033080078368330804;0.026867378355874504;0.01286342395783465;0.0;0.0;0.05422247342209315;0.0002572309647718049;0.000778575581918091;0.0;0.0953198830661755;0.0953198830661755;-0.04109740964408237;0.5688474605497508;0.018603592657631247;0.43115253945024923;0.04109740964408235
"4.1. Infraestrutura Urbana";6.081235803899946e-05;0.0;0.0;7.917696531733949e-05;0.0;0.0;0.0015770485855238102;0.0;0.0;0.0017170379088801491;0.0017170379088801491;0.0005923793181738726;0.9184704527300507;0.05236808116724103;0.08152954726994932;0.0005923793181738725
"5.1. Rio, Lago e Oceano";0.0;4.876728830683609e-05;0.0001885088151927684;0.0;0.0;0.0;0.0;0.009761643828199907;0.0;0.009998919931699511;0.009998919931699511;0.002389161505537316;0.9762698266292372;0.06408619287820151;0.023730173370762775;0.002389161505537314
"3.2.2. Lavoura Perene";0.0;0.00025589479190885777;0.0;0.0003619516668730123;0.0;0.0;0.0;0.0;0.00026814781192885086;0.000885994270710721;0.000885994270710721;0.004272965194773331;0.30265185768498243;0.039201928724760075;0.6973481423150176;0.004272965194773331
"total";0.01906816539385605;0.599914386248194;0.036876539566836244;0.2690385890049787;0.0010233882342667664;0.05422247342209315;0.0023094172270540217;0.012388081437236825;0.005158959465484052;1.0000000000000002;1.0000000000000002;0;0.7570797134789862;0.013872721135945044;0.24292028652101383;0.08072482339901943
"adj population";0.01906816539385605;0.5999143862481952;0.036876539566836244;0.269038589004978;0.0010233882342667664;0.05422247342209312;0.0023094172270540217;0.012388081437236822;0.005158959465484053;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.220421985009417e-16;6.702126008236854e-17;1.5206681323012812e-16;7.44974114870711e-17;9.411965801326083e-16;1.4113040501748127e-16;6.376612903225718e-16;3.106843955474273e-16;4.075030167690079e-16;2.9538033710896056e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.36044658945558977;0.83614260022077;0.15357578346583417;0.657868662704122;0.10550209278083832;1.0;0.6828772934787326;0.7879867336727202;0.05197711160998456;0.757079713478986;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.021492501372338862;0.010559262191517451;0.009908480367730904;0.015129049065197799;0.02063580779521129;0.03370760425812472;0.03796467770176073;0.04814977187661554;0.006267248085234303;0.013745484523207698;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9785074986276612;0.9894407378084825;0.990091519632269;0.9848709509348021;0.9793641922047887;0.9662923957418753;0.9620353222982393;0.9518502281233845;0.9937327519147657;0.24292028652101405;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.024390220420931072;0.19476899368375333;0.05387379518900307;0.047536855911377074;0.0018308372676486715;0.0;0.00027997864671267794;0.00047455220699920905;0.0012356929175637403;0.16219546312199445;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.00705671739173675;0.03406669092270652;0.0007207793819667034;0.00494941764956763;7.203624443985253e-05;0.0;0.0;0.0005726242100374047;0.0004694382599686159;0.04790770406042349;0.04790770406042349;-0.02890111944090321;0.14729817531719908;0.007736822685107272;0.8527018246828009;0.028901119440903192
"1.1.2. Formação Savânica";0.011394828077972586;0.4922075463359824;0.012021210912130289;0.07247967430484052;0.0001815232579851914;0.0;0.0002547258794177238;0.0008338525442967631;0.0027697901631198625;0.5921431514757453;0.5921431514757453;-0.0006405856959743189;0.8312306662828024;0.010563231832623947;0.1687693337171976;0.0006405856959742495
"2.2. Formação Campestre (Campo)";0.0;0.02184651018040705;0.005563280407710308;0.006265475365570836;9.623406446550128e-05;0.0;9.696139415790224e-05;0.0001700761665963683;6.242449230312151e-05;0.034100962071211084;0.034100962071211084;0.0032279727208547188;0.1631414502644479;0.010512915145176535;0.8368585497355521;0.0032279727208547188
"3.1. Pastagem";0.00035058939745679046;0.016206265253177265;0.0056287490378759165;0.18237269861873948;0.0005613971948304505;0.0;0.00012311871781515147;9.115485898058869e-05;0.0011121294868133506;0.206446102565689;0.206446102565689;0.07062843590659448;0.8833913372654267;0.021157026738061382;0.11660866273457327;0.07062843590659454
"3.2.1. Lavoura Temporária";0.0;0.0;0.0;0.010619285492759494;0.00010789422873783375;0.0;0.0;0.0;0.0005270369817176484;0.011254216703214975;0.011254216703214975;-0.01023513171275615;0.00958700472748243;0.0017051882844342462;0.9904129952725176;0.010235131712756146
"3.3 Mosaico de Agricultura ou Pastagem";0.00014367984636710953;0.02674128474030234;0.013206537831922731;0.0;0.0;0.05461627639911773;0.00025705139629872984;0.0006186615859530787;0.0;0.09558349179996173;0.09558349179996173;-0.040967215400844;0.5713986314019508;0.018775584038724907;0.4286013685980492;0.040967215400844
"4.1. Infraestrutura Urbana";6.0769905987059124e-05;0.0;0.0;7.912169325171798e-05;0.0;0.0;0.0015759476752709605;0.0;0.0;0.0017158392745097377;0.0017158392745097377;0.0005919657884507302;0.9184704527300507;0.05224631489773906;0.08152954726994932;0.0005919657884507303
"5.1. Rio, Lago e Oceano";0.0;0.00017855219100051576;0.0001883772204598583;0.0;0.0;0.0;0.0;0.009649060511442825;0.0;0.0100159899229032;0.0100159899229032;0.0019194399544038294;0.9633656369180912;0.06468694526864018;0.036634363081908816;0.0019194399544038288
"3.2.2. Lavoura Perene";0.0;0.0002557161561948733;0.0;0.00030886534755381496;0.0;0.0;0.0;0.0;0.00026796062259420295;0.0008325421263428911;0.0008325421263428911;0.004376237880173911;0.3218583349905354;0.04171137761270837;0.6781416650094646;0.004376237880173911
"total";0.019006584619520296;0.591502565779771;0.0373289347920658;0.2770745384722835;0.0010190849904588295;0.05461627639911773;0.002307805062960468;0.011935429877307028;0.005208780006516802;1.0000000000000002;1.0000000000000002;0;0.753417382191332;0.013937988022771486;0.24658261780866797;0.08074405225047766
"adj population";0.019006584619520293;0.5915025657797701;0.03732893479206582;0.2770745384722831;0.0010190849904588297;0.0546162763991177;0.002307805062960468;0.01193542987730702;0.005208780006516802;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2303830609465093e-16;6.680787637682714e-17;1.5104064122021495e-16;7.384064037570433e-17;9.408470956437149e-16;1.405662874805556e-16;6.37423985893288e-16;3.1676974303732937e-16;3.9429607764452265e-16;2.9446306537668074e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.37127750897914114;0.8321308728172814;0.14903399839024528;0.6582080750699602;0.10587363149098661;1.0;0.6828772934787326;0.8084384568157611;0.05144402763390898;0.7534173821913321;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022201589958238604;0.01067047264202891;0.009623125419004497;0.014893951141845548;0.020833025815110123;0.034083116344189125;0.0378740128969288;0.05085621668767115;0.006191456424795238;0.013828914111956817;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9777984100417614;0.9893295273579711;0.9903768745809955;0.9851060488581544;0.9791669741848898;0.9659168836558109;0.9621259871030712;0.9491437833123288;0.9938085435752048;0.24658261780866786;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02389973445556709;0.1985900388875772;0.057075363327001555;0.048146807893899024;0.0018223815234419914;0.0;0.0002797831984775543;0.0007338588229207493;0.0011291630074973763;0.16583856555819126;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006962180331024103;0.03382468498330728;0.0005992476949651603;0.004036913652671528;0.0;0.0;0.0;0.0002491097324507919;0.0006798048967798345;0.0463519412911987;0.0463519412911987;-0.02740822739385791;0.15020256190102824;0.007906547523554014;0.8497974380989718;0.027408227393857877
"1.1.2. Formação Savânica";0.011374045990995452;0.48676166310895375;0.011725808846582668;0.07262588511128946;0.0003611736608131182;0.0;0.00030740700094255495;0.0011867328805520512;0.002225338497332011;0.586568055097461;0.586568055097461;-0.002978816951083388;0.8298468675183409;0.010643431715546192;0.1701531324816591;0.002978816951083374
"2.2. Formação Campestre (Campo)";0.0;0.01981093828534089;0.005473871381955932;0.005580872516483054;9.615949805279082e-05;0.0;9.688626417795265e-05;0.00016994438405448903;0.00017098266900259754;0.0313996549990677;0.0313996549990677;0.00574428300374958;0.1743290294787779;0.011231506694043138;0.8256709705212221;0.005744283003749594
"3.1. Pastagem";0.00042201251046035637;0.016285297378182323;0.005963518867991439;0.1915106984969606;0.0007070374174132235;0.0;0.00021324616690496676;9.108422816110639e-05;0.0013588907738990468;0.2165517858399731;0.2165517858399731;0.0684466438006766;0.884364438529649;0.020772895193468054;0.11563556147035103;0.06844664380067655
"3.2.1. Lavoura Temporária";0.0;0.0;0.0;0.010856373451971997;0.00010781062751373677;0.0;0.0;0.0;0.0005353378789645488;0.011499521958450283;0.011499521958450283;-0.010227340754657413;0.00937522689232429;0.0016682015785379673;0.9906247731076757;0.010227340754657414
"3.3 Mosaico de Agricultura ou Pastagem";0.00012475224608683892;0.026651136374594923;0.01324175605866845;0.0;0.0;0.05536662023026301;0.00025685222149913394;0.0002834194197559796;0.0;0.09592453655086833;0.09592453655086833;-0.04055791632060534;0.5771893430092551;0.019002352794677765;0.42281065699074494;0.04055791632060532
"4.1. Infraestrutura Urbana";6.072281877407092e-05;0.0;0.0;7.90603862616607e-05;0.0;0.0;0.0015747265612567386;0.0;0.0;0.0017145097662924701;0.0017145097662924701;0.0007346084484888767;0.9184704527300507;0.05220604152695999;0.08152954726994932;0.0007346084484888768
"5.1. Rio, Lago e Oceano";0.0;0.0;0.00013973515265364633;0.0;0.0;0.0;0.0;0.009018362308182266;0.0;0.009158097460835913;0.009158097460835913;0.0018405554923207716;0.9847419015520182;0.07006364484775682;0.01525809844798176;0.0018405554923207716
"3.2.2. Lavoura Perene";0.0;0.00025551801599841097;0.0;0.00030862602501137036;0.0;0.0;0.0;0.0;0.00026775299484320343;0.0008318970358529847;0.0008318970358529847;0.004406210674968257;0.3218583349905354;0.041548446481844116;0.6781416650094646;0.004406210674968257
"total";0.01894371389734082;0.5835892381463776;0.037143938002817296;0.28499842964064964;0.0012721812037928693;0.05536662023026301;0.002449118214781347;0.010998652953156685;0.005238107710821242;0.9999999999999999;0.9999999999999999;0;0.7570436860409531;0.014068350745499404;0.24295631395904693;0.08117230142020403
"adj population";0.018943713897340817;0.5835892381463771;0.037143938002817296;0.28499842964064964;0.0012721812037928696;0.055366620230262925;0.002449118214781347;0.01099865295315668;0.0052381077108212435;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.232764670330419e-16;6.65889090060564e-17;1.511507449197965e-16;7.327887323661916e-17;8.329634871032718e-16;1.3828513102749664e-16;6.116422063744427e-16;3.2814336859137045e-16;3.9689267821651397e-16;2.8222218655086098e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.36751929261354627;0.8340826583009446;0.14736917182935072;0.6719710657298485;0.08474471026007234;1.0;0.6429769505419024;0.8199515292092143;0.051116359117637254;0.7570436860409533;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.021925676615392162;0.010798195063867389;0.009407915796759857;0.014915839301168875;0.016167307743618197;0.034172714401151806;0.036453572071125234;0.054393395963897716;0.006059381180800669;0.013949370323484854;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9780743233846079;0.9892018049361326;0.9905920842032402;0.9850841606988311;0.9838326922563818;0.9658272855988482;0.9635464279288748;0.9456066040361023;0.9939406188191994;0.2429563139590467;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.023963067132633437;0.1936551500748478;0.051851567234223545;0.050082174686024994;0.002328741152558265;0.0;0.0002795664100714631;0.00027947030530729375;0.0011282880820195624;0.16178401253884317;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
