"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pampa  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"5. Corpo D'água";0.0;0.0020766739391223097;0.00032771021529506096;0.0;0.01929022600664082;0.02169461016105819;0.02169461016105819;-0.0024043841544173702;0.8891713593114828;0.11373405317997339;0.11082864068851717;0.0024043841544173702
"total";0.08603251708646313;0.6771906729934652;0.21006006950002903;0.007426514413401552;0.01929022600664082;1.0000000000000002;1.0000000000000002;0;0.8346298409920638;0.029667664958855235;0.16537015900793617;0.11018362859168081
"adj population";0.08603251708646317;0.6771906729934656;0.21006006950002895;0.007426514413401551;0.01929022600664082;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0319324646960053e-15;5.929054745597694e-16;6.653887984982114e-16;3.2850460297943928e-15;2.1030183040795996e-15;7.678291071627979e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9152978232647108;0.8019931375308168;0.8960450880715377;0.709440937809291;1.0;0.8346298409920638;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06364755853190315;0.0166706590687911;0.042773740337950526;0.11818439382083692;0.1310954566716869;0.029156588460903164;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9363524414680968;0.9833293409312089;0.9572262596620494;0.8818156061791631;0.8689045433283131;0.16537015900793617;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.014574282934478794;0.05212522584890733;0.043673552049124376;0.0;0.0;0.05518653041625525;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.08046237584589055;0.019243462818782187;0.00186108643961113;0.0;0.0;0.10156692510428386;0.10156692510428386;-0.01468048431352775;0.7922104145938828;0.05368268499489691;0.20778958540611725;0.014680484313527725
"2. Formação Natural não Florestal";0.005142002303319124;0.5443287188278034;0.021522526628282704;0.0012658280278128762;0.0;0.572259075787218;0.572259075787218;0.0941291074620773;0.9511928108418501;0.022007820030780476;0.048807189158149855;0.09412910746207737
"3. Agropecuária";0.0012820626415464508;0.10168237725938253;0.195405875013932;0.0008859584742826702;0.0;0.2992562733891437;0.2992562733891437;-0.07981149543118272;0.6529716914566808;0.029062849776974455;0.34702830854331923;0.07981149543118274
"4. Área não Vegetada";0.0;0.0;0.0;0.005417285640921613;0.0;0.005417285640921613;0.005417285640921613;0.0021517865020955467;1.0;0.1598076017737207;0.0;0.002151786502095546
"5. Corpo D'água";0.0;0.0011336243433272548;0.0006552898761351236;0.0;0.019711525858969816;0.021500440078432194;0.021500440078432194;-0.0017889142194623786;0.9167963905419361;0.11509458376991985;0.08320360945806393;0.001788914219462378
"total";0.08688644079075614;0.6663881832492954;0.21944477795796094;0.0075690721430171585;0.019711525858969816;1.0;1.0;0;0.8453257811875172;0.03008410774360145;0.15467421881248278;0.09628089396417287
"adj population";0.08688644079075618;0.6663881832492958;0.219444777957961;0.007569072143017159;0.01971152585896982;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0215720581482395e-15;5.853946002433179e-16;6.527996429869409e-16;3.2702301289293022e-15;2.0663043084358234e-15;7.596300738743624e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9260636655570195;0.8168342904486503;0.8904557986399928;0.7157133052192302;1.0;0.8453257811875173;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06401011440792913;0.017226807341560166;0.04196107964862773;0.1167287701465468;0.12707426160964638;0.029637847745544312;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9359898855920709;0.9827731926584399;0.9580389203513723;0.8832712298534532;0.8729257383903536;0.15467421881248267;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.012848129889731164;0.055860713918829186;0.04807780588805788;0.0;0.0;0.058393324848309114;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
