"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Mata Atlântica  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"3. Agropecuária";0.02969736416261406;0.007207107217431562;0.6029225918152229;0.004751881618263623;0.0005067317449055946;0.6450856765584377;0.6450856765584377;0.015770923491641657;0.9346395583170323;0.008298119411173253;0.06536044168296773;0.015770923491641664
"4. Área não Vegetada";1.831765289554035e-05;7.955992381619372e-05;0.00044267624665766286;0.013056031775066501;0.0;0.013596585598435898;0.013596585598435898;0.004571545435821467;0.9602434140942281;0.053092191608393874;0.03975658590577191;0.004571545435821471
"5. Corpo D'água";0.00011571270740554395;0.00013693355871867083;0.0001595222060820476;9.654949774527272e-05;0.01457331489121053;0.015082032861162064;0.015082032861162064;0.00021795421273763157;0.9662699335935315;0.058512024798324125;0.03373006640646847;0.00021795421273763244
"total";0.2937130353807734;0.011962246460999151;0.6608566000500794;0.01816813103425737;0.015299987073899696;1.0000000000000002;1.0000000000000002;0;0.8973221163317787;0.011693358380851246;0.10267788366822128;0.020560423140200745
"adj population";0.29371303538077437;0.01196224646099915;0.6608566000500695;0.018168131034257354;0.01529998707389968;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.131949253195541e-17;2.1330382656402167e-16;5.877851323454865e-17;2.143925554648009e-16;2.397461731574134e-16;7.8754056095274e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8982866896694152;0.24507667476062073;0.9123349782230105;0.7186227218665682;0.9525050459729603;0.8973221163317784;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.015564629464117921;0.01970836585717872;0.008008621771532443;0.03668850014504187;0.057526458486061915;0.011646556998561647;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.984435370535882;0.9802916341428213;0.9919913782284675;0.9633114998549581;0.942473541513938;0.10267788366822161;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05974905023164545;0.01806115775134095;0.08432616948642968;0.0010811076467387923;0.0010174359399030691;0.08211746052802898;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.26446590964529837;0.0017548509828340447;0.043387584489062034;0.00026370641066524714;0.00018618026102487384;0.3100582317888846;0.3100582317888846;-0.016561798606115088;0.8529556145613659;0.014538125567404086;0.14704438543863407;0.016561798606115063
"2. Formação Natural não Florestal";0.0001079949191604413;0.002723280999456286;0.016593666834860448;0.0;3.379209782023984e-05;0.019458734851297416;0.019458734851297416;-0.007648572999680126;0.1399515960450383;0.011116763058662589;0.8600484039549617;0.0076485729996801245
"3. Agropecuária";0.028788478805509558;0.007157180348166349;0.5997387809295346;0.00470221056161507;0.0005068052894314546;0.640893455934257;0.640893455934257;0.019460504587931485;0.9357854653941968;0.008382476526092848;0.06421453460580318;0.019460504587931582
"4. Área não Vegetada";1.832031142860171e-05;7.957147074794479e-05;0.00044274049448700696;0.013306156661189806;0.0;0.01384678893785336;0.01384678893785336;0.004425284695616765;0.9609561264283004;0.05232654953241971;0.03904387357169958;0.004425284695616764
"5. Corpo D'água";0.00011572950137254459;9.527805041266817e-05;0.00019118777424439426;0.0;0.01534059316168767;0.015742788487717277;0.015742788487717277;0.0003245823222469613;0.9744520911054985;0.0579557188430231;0.025547908894501536;0.0003245823222469621
"total";0.2934964331827695;0.011810161851617292;0.6603539605221885;0.018272073633470123;0.01606737080996424;1.0;1.0;0;0.8955747213971661;0.011733197312433599;0.1044252786028339;0.024210371605795245
"adj population";0.2934964331827703;0.011810161851617295;0.6603539605221782;0.01827207363347011;0.01606737080996423;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.135200976823094e-17;2.1390382238577335e-16;5.876612176636017e-17;2.122892296986029e-16;2.3458027426765e-16;7.808914578866175e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9010873037786021;0.23058794906213384;0.908208047174091;0.7282236777338761;0.9547668590665839;0.8955747213971659;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.015609606641990358;0.019073082004422565;0.008011631027721337;0.03682723042492095;0.05665626876616747;0.01168035948270581;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9843903933580096;0.9809269179955774;0.9919883689722787;0.963172769575079;0.9433437312338325;0.10442527860283413;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05806104707494231;0.01817376170432201;0.08230935000944473;0.0010812645533271083;0.0008043906520592142;0.08021490699704767;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.26292054357591665;0.001963539444464449;0.04238286265427386;0.0002635291020092353;0.0001147744032070373;0.30764524917987124;0.30764524917987124;-0.015309105077217042;0.8546224727240783;0.014618604480538247;0.14537752727592168;0.015309105077217
"2. Formação Natural não Florestal";6.481445778229472e-05;0.002667917994867316;0.0163365509334442;0.0;0.0;0.01906928338609381;0.01906928338609381;-0.007005849299098494;0.13990656811009908;0.011265478148880318;0.860093431889901;0.007005849299098492
"3. Agropecuária";0.029216826387418213;0.007257244690325232;0.601927691873572;0.004701554467668214;0.000611514580544045;0.6437148319995277;0.6437148319995277;0.017453633074680043;0.9350843913349707;0.00833575048377654;0.06491560866502932;0.017453633074680064
"4. Área não Vegetada";1.83079933746381e-05;7.951796916449973e-05;0.0003303003878701468;0.013318311867591685;0.0;0.01374643821800097;0.01374643821800097;0.004536957219268166;0.9688554705139072;0.05257342132473767;0.03114452948609281;0.004536957219268166
