"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"alloc dis";0.056241185126032156;0.08076606762108596;0.04026189056534385;0.0;0.08863457165623098;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2945138022068448;0.01806564749421272;0.012661597137987283;0.0;0.3252410468390448;0.3252410468390448;0.022455848089237795;0.9055247025834154;0.0424981394960015;0.09447529741658456;0.02245584808923773
"2. Formação Natural não Florestal";0.04726367169384527;0.4361440504913502;0.03957919926982638;0.0;0.5229869214550218;0.5229869214550218;-0.044472309071655725;0.8339482931579568;0.029106401281398596;0.16605170684204318;0.044472309071655614
"3. Agropecuária";0.005919421027592476;0.014300410333866295;0.09555790283730363;0.0;0.1157777341987624;0.1157777341987624;0.03202096504635489;0.8253564772070403;0.05728892007237532;0.1746435227929597;0.03202096504635489
"5. Corpo D'água";0.0;0.010004504063936956;0.0;0.025989793443235164;0.03599429750717212;0.03599429750717212;-0.010004504063936956;0.7220530818265452;0.07397405949072078;0.27794691817345485;0.010004504063936954
"total";0.34769689492828254;0.4785146123833662;0.1477986992451173;0.025989793443235164;0.9999999999999998;0.9999999999999998;0;0.8522055489787334;0.038339832244980304;0.14779445102126665;0.05447681313559259
"adj population";0.3476968949282822;0.4785146123833651;0.1477986992451173;0.025989793443235158;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0265601855704005e-15;9.681088766554117e-16;1.446823818958684e-15;2.9984281271568826e-15;6.439921008341379e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8470417956064646;0.9114539853214128;0.6465408919386041;1.0;0.8522055489787336;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039072959050387025;0.03320422457686828;0.04300478693291318;0.10740597975153056;0.038621763988678434;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.960927040949613;0.9667957754231318;0.9569952130670868;0.8925940202484695;0.14779445102126643;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0614544892644;0.08474112378403198;0.040439662722917546;0.0;0.09331763788567476;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2928138035420616;0.017511303527544538;0.012580205453282922;0.0;0.32290531252288907;0.32290531252288907;0.02178571054985472;0.9068101148732433;0.042649250617961626;0.09318988512675674;0.021785710549854675
"2. Formação Natural não Florestal";0.047102291151119385;0.4344477246526385;0.03941259211935785;0.0;0.5209626079231158;0.5209626079231158;-0.04284859358741192;0.8339326432363733;0.029167626268795165;0.16606735676362672;0.04284859358741194
"3. Agropecuária";0.004774928379562758;0.016149424117129597;0.09920962315982843;0.0;0.12013397565652079;0.12013397565652079;0.031068445075948418;0.8258248561046718;0.05636184749984175;0.17417514389532818;0.031068445075948414
"5. Corpo D'água";0.0;0.01000556203839121;0.0;0.025992541859084516;0.03599810389747572;0.03599810389747572;-0.010005562038391208;0.7220530818265452;0.07417223739933068;0.27794691817345485;0.010005562038391206
"total";0.34469102307274374;0.47811401433570383;0.1512024207324692;0.025992541859084516;1.0000000000000002;1.0000000000000002;0;0.8524636932136128;0.038407944971290096;0.14753630678638718;0.05285415562580312
"adj population";0.34469102307274346;0.47811401433570283;0.15120242073246923;0.025992541859084513;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0281125002188626e-15;9.676372384338575e-16;1.4338647360771424e-15;2.9951920531496724e-15;6.424806527879535e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8494964589787589;0.9086697139724386;0.6561377964666684;1.0;0.8524636932136128;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039279034478407186;0.03314749850353166;0.04296324577897889;0.10772599076550085;0.038683633242971284;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9607209655215928;0.9668525014964684;0.9570367542210211;0.8922740092344992;0.14753630678638718;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06018301796165493;0.0873325793661307;0.04184870499338472;0.0;0.09468215116058518;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.29006294343341193;0.01557139306194596;0.013944771298480456;0.0;0.3195791077938383;0.3195791077938383;0.025345834926426822;0.9076405070275513;0.04297397884320387;0.09235949297244872;0.025345834926426836
"2. Formação Natural não Florestal";0.04964540218695517;0.4309521083656003;0.04011213416855803;0.0;0.5207096447211135;0.5207096447211135;-0.04671891349979551;0.8276245941179241;0.02905465162873881;0.1723754058820759;0.04671891349979551
"3. Agropecuária";0.005216597099898024;0.017122646244877363;0.10132147172220664;0.0;0.12366071506698202;0.12366071506698202;0.031717662122263096;0.8193505242738155;0.05523369277361887;0.1806494757261845;0.03171766212226311
"5. Corpo D'água";0.0;0.010344583548894415;0.0;0.025705948869172955;0.03605053241806737;0.03605053241806737;-0.010344583548894415;0.7130532379125127;0.0730250788562263;0.28694676208748726;0.010344583548894414
"total";0.34492494272026514;0.47399073122131796;0.15537837718924513;0.025705948869172955;0.9999999999999999;0.9999999999999999;0;0.8480424723903915;0.0383254540609727;0.15195752760960846;0.05706349704868993
"adj population";0.34492494272026486;0.47399073122131696;0.1553783771892451;0.025705948869172945;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0319388692200747e-15;9.706871874603457e-16;1.4218598175862835e-15;3.0387256878307394e-15;6.463211562097443e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8409451086541267;0.9091994420548657;0.6520950569512052;1.0;0.8480424723903915;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03914044664244767;0.03338374894807726;0.042210798537246706;0.10761912871658812;0.03864920108771301;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9608595533575524;0.9666162510519227;0.9577892014627533;0.8923808712834119;0.15195752760960846;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.059032328720852734;0.08607724571143538;0.04467848668955077;0.0;0.09489403056091944;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.28891238621366294;0.015656795225414202;0.014562462833592728;0.0;0.3191316442726699;0.3191316442726699;0.021797873613459823;0.9053078608739055;0.042891242102049844;0.09469213912609453;0.021797873613459806
"2. Formação Natural não Florestal";0.04802618413448546;0.4249554647333034;0.047820696249499695;0.0;0.5208023451172885;0.5208023451172885;-0.051508137808669634;0.8159630399467576;0.028779310276821367;0.18403696005324244;0.05150813780866953
"3. Agropecuária";0.003990947537981272;0.018292688625938393;0.10168042851438636;0.0;0.12396406467830602;0.12396406467830602;0.040099522919172764;0.8202411624550469;0.055210037097227556;0.17975883754495314;0.04009952291917275
"5. Corpo D'água";0.0;0.010389258723962954;0.0;0.025712687207773803;0.036101945931736754;0.036101945931736754;-0.010389258723962952;0.7122244118472879;0.07286098097677386;0.2877755881527121;0.01038925872396295
"total";0.3409295178861297;0.469294207308619;0.16406358759747877;0.025712687207773803;1.0;1.0;0;0.8412609666691261;0.038150768705320165;0.1587390333308739;0.061897396532632515
"adj population";0.3409295178861294;0.46929420730861804;0.16406358759747877;0.025712687207773796;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0338783140199828e-15;9.702822444715072e-16;1.3973772890938932e-15;3.036816078957856e-15;6.438353926543239e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8474255558891193;0.90552037104912;0.6197623129140258;1.0;0.8412609666691263;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03965437666744325;0.03357164773517426;0.039722776311167364;0.10761375799082484;0.038558427420642624;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603456233325568;0.9664283522648257;0.9602772236888326;0.8923862420091752;0.1587390333308737;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.060438516118013874;0.08867748515063112;0.04456727232783933;0.0;0.09684163679824216;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2899855581656044;0.016524072088497994;0.012403533783148976;0.0;0.31891316403725134;0.31891316403725134;0.022718393127263963;0.9092931583461761;0.04305977421298486;0.09070684165382392;0.02271839312726398
"2. Formação Natural não Florestal";0.04628204426528075;0.4231180528485898;0.04582391020574939;0.0;0.5152240073196199;0.5152240073196199;-0.046606657709310356;0.8212312447352782;0.029286495590547093;0.1787687552647218;0.04660665770931033
"3. Agropecuária";0.005363954733630155;0.01859048574722893;0.10582214821170864;0.0;0.12977658869256772;0.12977658869256772;0.034273003508039294;0.815417859860644;0.0545325453734858;0.18458214013935603;0.034273003508039274
"5. Corpo D'água";0.0;0.01038473892599291;0.0;0.02570150102456922;0.03608623995056213;0.03608623995056213;-0.010384738925992908;0.7122244118472879;0.07285307830662653;0.2877755881527121;0.010384738925992908
"total";0.3416315571645153;0.4686173496103096;0.164049592200607;0.02570150102456922;1.0;1.0;0;0.8446272602504719;0.03852747583170637;0.15537273974952814;0.05699139663530325
"adj population";0.34163155716451504;0.46861734961030876;0.16404959220060697;0.025701501024569213;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0335799951753911e-15;9.698581156905303e-16;1.397111638469582e-15;3.036364584098631e-15;6.436914333434135e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8488254439151813;0.9029073575710416;0.6450619400644695;1.0;0.8446272602504719;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039641534388016174;0.03363195114163809;0.04124642422258879;0.10760945165237988;0.03883549843293242;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603584656119838;0.9663680488583619;0.9587535757774112;0.8923905483476201;0.15537273974952814;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05785521174329389;0.09099859352343964;0.047908880961718164;0.0;0.09838134311422585;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2008 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.28814922381449054;0.016351131673932425;0.009928201664144272;0.0009951914145497377;0.31542374856711697;0.31542374856711697;0.02558038345086778;0.9135305287679603;0.043422038887383496;0.08646947123203974;0.025580383450867772
"2. Formação Natural não Florestal";0.047595490394944866;0.4199883335601082;0.04849493021753225;0.0;0.5160787541725853;0.5160787541725853;-0.052592013359308985;0.8138066722654831;0.02915347634007937;0.1861933277345169;0.052592013359308964
"3. Agropecuária";0.005259417808549317;0.016748453961984728;0.11035444917406985;0.0;0.1323623209446039;0.1323623209446039;0.0364152601111425;0.8337300856204785;0.05531351564676168;0.16626991437952154;0.03641526011114246
"5. Corpo D'água";0.0;0.010398821617251018;0.0;0.025736354698443778;0.036135176315694795;0.036135176315694795;-0.00940363020270128;0.7122244118472879;0.07257098203551324;0.2877755881527121;0.009403630202701279
"total";0.34100413201798474;0.46348674081327634;0.16877758105574636;0.026731546112993516;1.0;1.0;0;0.8442283612471122;0.038685622567541156;0.1557716387528878;0.06199564356201024
"adj population";0.34100413201798446;0.46348674081327557;0.16877758105574636;0.02673154611299351;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0362075593051697e-15;9.720816429695696e-16;1.3823266446935793e-15;3.0079520302800294e-15;6.398567877248348e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8450021473619368;0.9061496189150051;0.6538454247523569;0.9627708995827218;0.8442283612471122;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03956627900714914;0.034074886353016;0.041593529610768884;0.10137691494435042;0.039015539641260526;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9604337209928508;0.965925113646984;0.9584064703892311;0.8986230850556496;0.1557716387528878;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.054549049505252856;0.08699681450633634;0.0440157435410681;0.0019903828290994754;0.09377599519087838;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2009 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.28684155577907167;0.014541305290619056;0.010942167069835872;0.0;0.31232502813952656;0.31232502813952656;0.028286061153017232;0.9184072038278324;0.044128674852126716;0.08159279617216764;0.02828606115301724
"2. Formação Natural não Florestal";0.04918822436619806;0.4165915438627259;0.04821158266735552;0.0009971562127783573;0.5149885071090579;0.5149885071090579;-0.054606768488316644;0.8089336715518298;0.029038080624226692;0.19106632844817018;0.05460676848831669
"3. Agropecuária";0.004581309147274069;0.018264975867265408;0.11306910036479106;0.0;0.13591538537933054;0.13591538537933054;0.03630746472265191;0.8319080290227846;0.05475503564663151;0.1680919709772154;0.03630746472265192
"5. Corpo D'água";0.0;0.010983913600130854;0.0;0.02578716577195521;0.03677107937208606;0.03677107937208606;-0.009986757387352496;0.7012893342350713;0.0710225913345451;0.29871066576492866;0.009986757387352496
"total";0.3406110892925438;0.46038173862074117;0.17222285010198246;0.026784321984733565;1.0000000000000002;1.0000000000000002;0;0.8422893657785436;0.03879039651947815;0.15771063422145637;0.06459352587566917
"adj population";0.3406110892925436;0.4603817386207406;0.17222285010198243;0.02678432198473356;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0406122901303101e-15;9.758957833078404e-16;1.3731074787646969e-15;3.018865029555225e-15;6.408480581758073e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8421380418789284;0.9048828589743665;0.6565278666439253;0.9627708995827218;0.8422893657785437;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039645073299548514;0.03408995280603797;0.0416398679646741;0.1010950787829166;0.039077043223924794;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603549267004515;0.965910047193962;0.9583601320353259;0.8989049212170834;0.15771063422145626;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05096694472090979;0.08758038951603053;0.04569257002907895;0.001994312425556713;0.09311710834578799;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2010 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2885584351988218;0.01458278752885558;0.012077437372974826;0.0;0.3152186601006522;0.3152186601006522;0.026839678320887343;0.9154230752287392;0.04356018291151332;0.08457692477126078;0.026839678320887295
"2. Formação Natural não Florestal";0.04918583223613599;0.4158613167249831;0.04946889669429395;0.0010000008179049816;0.5155160464733181;0.5155160464733181;-0.05595252944402798;0.8066893738224441;0.028918573377517114;0.1933106261775559;0.05595252944402801
"3. Agropecuária";0.004314070986581723;0.017812415740204715;0.11026282982007439;0.0;0.1323893165468608;0.1323893165468608;0.03941984734048236;0.8328680341894922;0.054723224804261984;0.16713196581050782;0.039419847340482345
"5. Corpo D'água";0.0;0.0113069970352467;0.0;0.025568979843922927;0.03687597687916963;0.03687597687916963;-0.01030699621734172;0.6933776948527766;0.07055140101665162;0.30662230514722344;0.010306996217341723
"total";0.3420583384215395;0.45956351702929005;0.17180916388734316;0.026568980661827907;0.9999999999999999;0.9999999999999999;0;0.840251561587802;0.038485393272092265;0.159748438412198;0.06625952566136968
"adj population";0.3420583384215393;0.45956351702928955;0.17180916388734316;0.026568980661827904;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0456016837422236e-15;9.811984629239235e-16;1.3825761915037647e-15;3.0684912877035893e-15;6.477867625873502e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8435942141635894;0.904904983348533;0.6417750213392268;0.9623620932005984;0.840251561587802;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03945106310186777;0.03414609567672151;0.04066466243576198;0.10192361378860108;0.03888143309218325;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9605489368981323;0.9658539043232784;0.959335337564238;0.898076386211399;0.159748438412198;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0533204498036608;0.08740440060861387;0.04425297345357285;0.0020000016358099615;0.09348891275082874;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2011 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.29081460008213245;0.015105033503457337;0.012847692015907856;0.0;0.3187673256014976;0.3187673256014976;0.023434991833034744;0.9123099412192895;0.0432795956878663;0.08769005878071046;0.023434991833034713
"2. Formação Natural não Florestal";0.04798783846872468;0.4129132307050924;0.053625759023447406;0.0;0.5145268281972645;0.5145268281972645;-0.0598060057015467;0.8025105943489994;0.029018887964601406;0.1974894056510006;0.05980600570154665
"3. Agropecuária";0.003399878883675229;0.015364957884925087;0.11004391576179895;0.0;0.12880875253039925;0.12880875253039925;0.04770861427075497;0.8543201731251008;0.05635838391980718;0.14567982687489922;0.04770861427075496
"5. Corpo D'água";0.0;0.011337600402243006;0.0;0.026559493268596503;0.03789709367083951;0.03789709367083951;-0.011337600402243006;0.7008319292049855;0.06922466575454005;0.2991680707950145;0.011337600402243006
"total";0.34220231743453233;0.4547208224957178;0.1765173668011542;0.026559493268596503;0.9999999999999999;0.9999999999999999;0;0.8403312398176201;0.03860998412254542;0.15966876018237985;0.07114360610378967
"adj population";0.3422023174345321;0.4547208224957171;0.17651736680115418;0.026559493268596496;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0461573940665814e-15;9.80941918520107e-16;1.37253774075431e-15;3.0667404909925615e-15;6.4663775443335605e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8498323514064714;0.9080587698597874;0.6234169348660338;1.0;0.84033123981762;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039638382322804554;0.034601420848815075;0.039364203420858515;0.10407416273993383;0.03901095539691441;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603616176771954;0.9653985791511849;0.9606357965791414;0.8959258372600661;0.15966876018237997;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05590545103873035;0.08361518358125086;0.0375296735372006;0.0;0.0885251540785909;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2012 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2952125125084229;0.01618285778244008;0.01281844462989406;0.0;0.324213814920757;0.324213814920757;0.018687344101416155;0.9105488382121455;0.042866166173649474;0.0894511617878545;0.018687344101416148
"2. Formação Natural não Florestal";0.04414134799452998;0.41033007067288496;0.05179419326844689;0.0;0.5062656119358618;0.5062656119358618;-0.05229273634985141;0.8105035400367447;0.029598080278402737;0.18949645996325526;0.05229273634985132
"3. Agropecuária";0.003547298519220294;0.016104424494414498;0.11191184955112761;0.0;0.1315635725647624;0.1315635725647624;0.044960914884706174;0.8506294513706582;0.055742190661548084;0.14937054862934185;0.04496091488470619
"5. Corpo D'água";0.0;0.011355522636270909;0.0;0.02660147794234882;0.037957000578619726;0.037957000578619726;-0.011355522636270909;0.7008319292049855;0.06918217882698158;0.2991680707950145;0.011355522636270907
"total";0.34290115902217316;0.4539728755860105;0.17652448744946858;0.02660147794234882;0.9999999999999999;0.9999999999999999;0;0.8440559106747841;0.03884188323824364;0.15594408932521586;0.06364825898612228
"adj population";0.34290115902217283;0.4539728755860098;0.17652448744946853;0.026601477942348815;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0492821984113808e-15;9.83879271730342e-16;1.3743419813634824e-15;3.075900646113557e-15;6.483404097618762e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8609259687259715;0.9038647301189763;0.6339735136359663;1.0;0.8440559106747842;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04000444409048111;0.03453413091690748;0.039922213376587065;0.10401981830922268;0.0392094581193462;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9599955559095189;0.9654658690830925;0.9600777866234129;0.8959801816907773;0.15594408932521575;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.058002604824668236;0.08728560982625111;0.03930344602726957;0.0;0.09229583033909446;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2013 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2946023151224307;0.017482875256237602;0.01239429122112052;0.0;0.3244794815997888;0.3244794815997888;0.01793825867109672;0.9079227865809755;0.04280130694664441;0.09207721341902453;0.017938258671096663
"2. Formação Natural não Florestal";0.04519607225283836;0.40828467878278013;0.050927984974998945;0.0;0.5044087360106174;0.5044087360106174;-0.0522653585514741;0.8094322116859329;0.029684630291496004;0.19056778831406707;0.05226535855147407
"3. Agropecuária";0.002619352895616445;0.015159459037926058;0.11547366946865888;0.0;0.1332524814022014;0.1332524814022014;0.045543464262576966;0.8665780048036779;0.05711111797016881;0.13342199519632214;0.045543464262576966
"5. Corpo D'água";0.0;0.011216364382199558;0.0;0.02664293660519369;0.03785930098739325;0.03785930098739325;-0.01121636438219956;0.7037355659066581;0.06959702689557903;0.2962644340933419;0.01121636438219956
"total";0.34241774027088545;0.45214337745914335;0.17879594566477836;0.02664293660519369;0.9999999999999999;0.9999999999999999;0;0.845003599979063;0.03910642570836288;0.15499640002093695;0.06348172293367363
"adj population";0.34241774027088523;0.4521433774591427;0.17879594566477827;0.026642936605193686;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.052622997911626e-15;9.86235597588733e-16;1.3682059027536272e-15;3.0822729255259625e-15;6.489337423779949e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8603593811739185;0.9029982504159834;0.6458405364803887;1.0;0.8450035999790632;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0400799988279413;0.03459980805753082;0.04060926026442674;0.10402181536945289;0.03940039442746425;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9599200011720587;0.9654001919424692;0.9593907397355732;0.8959781846305471;0.15499640002093684;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.059754332954716216;0.08771739735272643;0.035557623867085025;0.0;0.09151467708726384;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2014 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2916355200002153;0.01789750728826767;0.009330615707993921;0.0;0.3188636429964769;0.3188636429964769;0.020966277151647644;0.9146088819020285;0.0434122830700947;0.08539111809797151;0.020966277151647617
"2. Formação Natural não Florestal";0.04525696454724142;0.40581307106565456;0.05401488619588181;0.0;0.5050849218087778;0.5050849218087778;-0.05522694847028632;0.8034551291144916;0.02957133212218887;0.19654487088550843;0.05522694847028636
"3. Agropecuária";0.002937435600667793;0.014966158863148655;0.12040711037415056;0.0;0.138310704837967;0.138310704837967;0.045441907440059284;0.8705552510574596;0.057064807416342636;0.12944474894254043;0.04544190744005927
"5. Corpo D'água";0.0;0.011181236121420603;0.0;0.026559494235358624;0.03774073035677923;0.03774073035677923;-0.011181236121420607;0.7037355659066581;0.06959082076019402;0.2962644340933419;0.011181236121420607
"total";0.3398299201481245;0.4498579733384915;0.18375261227802628;0.026559494235358624;1.0;1.0;0;0.844415195675379;0.03929771484005647;0.15558480432462096;0.06640818459170693
"adj population";0.33982992014812424;0.4498579733384908;0.18375261227802625;0.026559494235358617;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.048119194720496e-15;9.804353499797421e-16;1.3495580459614952e-15;3.0649966515644738e-15;6.443109242226207e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8581808213741088;0.9020915380337258;0.6552674755554984;1.0;0.844415195675379;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04013382065577615;0.03476627117597208;0.04092071003940335;0.10400694107903967;0.039560216478488834;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9598661793442238;0.9652337288240279;0.9590792899605967;0.8959930589209604;0.15558480432462096;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05445624599252319;0.08808980454567383;0.035807188927632905;0.0;0.08917661973291496;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2015 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.290233406598624;0.01560045917159661;0.007599086532715429;0.0;0.31343295230293605;0.31343295230293605;0.025254281160803804;0.9259824293079132;0.0441509663067308;0.07401757069208681;0.02525428116080375
